"EjemploID";"BIBLIOGRAFIA";"Cordemaforo";"AUTOR";"TITULO";"FECHA";"TEMA";"PAIS";"CONCORDANCIA";"Valido";"Reflexivo";"Complemento_de";"Aspecto_verbal";"Sujeto";"Perifrasis";"Observaciones"
460;"c1540 VILLALÓN, CRISTÓBAL DE, El Scholástico [España] [José Miguel Martínez Torrejón, Barcelona, Crítica, 1997] Novela";;"VILLALÓN, CRISTÓBAL DE";"El Scholástico";"c1540";"Novela";"España";"pensando todos que no tenía de qué, y que por haber venido en pobreza estaba allí, estaban suspensos hasta ver qué quería hazer. Venido el escribano, hizo unas mandas que todos aquellos que no saben qué cosa es buena amistad se reirán del testador, mas bien creo que vosotros, señores, no os reiréis. Dixo así: Mando que mi amigo Menipo, que está por casar, que se case con mi hija; y mando que Menedemo resciba en su casa a mi muger y me la mantenga de lo nescesario por su vida; y mando más, que si el uno dellos en algún tiempo muere, susceda";"si";"si";"no";"imperfectivo";"animado";;
461;"1540-c1550 MEJÍA, PEDRO, Silva de varia lección [España] [Antonio Castro, Madrid, Cátedra, 1989-1990] Historia";;"MEJÍA, PEDRO";"Silva de varia lección";"1540-c1550";"Historia";"España";"me hazen». Muerto después y no se pudiendo saber por muchos días quién lo uviesse hecho, en unas fiestas que se hazían acertaron a estar juntos los dos matadores de Íbico; y passaron bolando otras grullas por lo alto del ayre y, vistas por el uno dellos, dixo al otro, riéndose, pensando que nadie mirava en ello: — «¿Veys? Allí van los testigos de la muerte de Íbico». Uno de los que estavan cabe ellos notó aquella palabra y, no podiendo alcançar por qué se dezía, tomó mala sospecha y avisó a los  magistrados y juezes de lo que avía oýdo; y";"si";"si";"no";"gerundio";"animado";;
462;"1540-c1550 MEJÍA, PEDRO, Silva de varia lección [España] [Antonio Castro, Madrid, Cátedra, 1989-1990] Historia";;"MEJÍA, PEDRO";"Silva de varia lección";"1540-c1550";"Historia";"España";"Es más de saber: que en las telas del coraçón es la silla y posada de la risa; y, assí, escriven los hystoriadores antiguos, de algunos de aquellos gladiatores romanos, que, teniendo passadas y heridas las telas del coraçón, morían riéndose. Y como del coraçón sale la risa y alegría, assí mismo procede la tristeza y nascen los buenos y malos pensamientos. En él se conciben las palabras y tienen muchos que sea la principal silla y aposento del ánima. Lo qual paresce hazer cierto aquellas palabras de Christo: «Del coraçón salen los";"si";"si";"no";"gerundio";"animado";;
463;"1540-c1550 MEJÍA, PEDRO, Silva de varia lección [España] [Antonio Castro, Madrid, Cátedra, 1989-1990] Historia";;"MEJÍA, PEDRO";"Silva de varia lección";"1540-c1550";"Historia";"España";"Muy graciosa fue también la muerte de Philemón, poeta; que, de ver un asno suyo comer unos higos que tenía sobre una mesa, le dio tan grande risa, que se ahogó y murío allí, riéndose. Vean, pues, los hombres a qué tiempo pueden estar seguros de la muerte, si, estando riéndose, pueden morir. También dizen que murió riendo Philistión, poeta cómico. Y assí hallamos, de plazer, averse muerto muchos: Dionisio, tirano de Sicilia; el otro, Diágoras; la  muger romana";"si";"si";"no";"gerundio";"animado";;
464;"1540-c1550 MEJÍA, PEDRO, Silva de varia lección [España] [Antonio Castro, Madrid, Cátedra, 1989-1990] Historia";;"MEJÍA, PEDRO";"Silva de varia lección";"1540-c1550";"Historia";"España";"graciosa fue también la muerte de Philemón, poeta; que, de ver un asno suyo comer unos higos que tenía sobre una mesa, le dio tan grande risa, que se ahogó y murío allí, riéndose. Vean, pues, los hombres a qué tiempo pueden estar seguros de la muerte, si, estando riéndose, pueden morir. También dizen que murió riendo Philistión, poeta cómico. Y assí hallamos, de plazer, averse muerto muchos: Dionisio, tirano de Sicilia; el otro, Diágoras; la  muger romana que, de ver su hijo, que tenía ya por muerto en la batalla de Canas, murió de plazer";"si";"si";"no";"gerundio";"animado";;
465;"1540-c1550 MEJÍA, PEDRO, Silva de varia lección [España] [Antonio Castro, Madrid, Cátedra, 1989-1990] Historia";;"MEJÍA, PEDRO";"Silva de varia lección";"1540-c1550";"Historia";"España";"graciosa fue también la muerte de Philemón, poeta; que, de ver un asno suyo comer unos higos que tenía sobre una mesa, le dio tan grande risa, que se ahogó y murío allí, riéndose. Vean, pues, los hombres a qué tiempo pueden estar seguros de la muerte, si, estando riéndose, pueden morir. También dizen que murió riendo Philistión, poeta cómico. Y assí hallamos, de plazer, averse muerto muchos: Dionisio, tirano de Sicilia; el otro, Diágoras; la  muger romana que, de ver su hijo, que tenía ya por muerto en la batalla de Canas, murió de plazer";"si";"no";"no";"gerundio";"animado";;
466;"1542-1565 RUEDA, LOPE DE, Comedia llamada Eufemia [España] [Alfredo Hermenegildo, Madrid, Cátedra, 2001] Teatro";;"RUEDA, LOPE DE";"Comedia llamada Eufemia";"1542-1565";"Teatro";"España";"Vallejo. ¿Poca ocasión os paresce reírseme después en la cara como quien haze escarnio?";"si";"si";"dativo";"infinitivo";"animado";;
467;"1542-1565 RUEDA, LOPE DE, Comedia llamada Eufemia [España] [Alfredo Hermenegildo, Madrid, Cátedra, 2001] Teatro";;"RUEDA, LOPE DE";"Comedia llamada Eufemia";"1542-1565";"Teatro";"España";"hombro izquierdo en un lunar grande. Y por ser señales que el señor su hermano Leonardo, y tu muy privado,  no puede negar, acordé de traello. Veslo aquí. Agora yo he cumplido con quien soy y con la fidelidad que como vassallo te debo. Tú, señor, ordena que ningún traidor se ría de ti, ni menos que otro se atreva de aconsejarte, siendo criado tuyo, semejante caso, especialmente donde tan gran quilate pendía de honra.";"si";"si";"si";"imperfectivo";"animado";;
468;"1544 CASTILLEJO, CRISTÓBAL DE, Diálogo de mujeres [España] [Rogelio Reyes Cano, Madrid, Castalia, 1986] Verso";;"CASTILLEJO, CRISTÓBAL DE";"Diálogo de mujeres";1544;"Verso";"España";"encapotada, que apenas dexa mirarse; y si acuesta * a ser cortés y modesta, dexando la gravedad, da muestras de liviandad con risa menos honesta, y muy presto aquella graçia del gesto, con que se muestra amigable, se haze vituperable en su oçico conpuesto.  En un hora canta y gruñe y ríe y llora, es sabia y loca en un punto, osa y teme todo junto y niega al mesmo que adora, y le vende; quiere y no quiere, ni entiende lo que quiere ni dessea. Consigo mesma pelea, contraria de sí, se offende y destruye; sigue lo mesmo que huye, lo";"si";"no";"no";"imperfectivo";"animado";;
471;"c1545-c1565 RUEDA, LOPE DE, Pasos [España] [Fernando González Ollé/Vicente Tusón, Madrid, Cátedra, 1981] Teatro";;"RUEDA, LOPE DE";"Pasos";"c1545-c1565";"Teatro";"España";"Salzedo. ¿De qué te ríes?";"si";"si";"si";"imperfectivo";"animado";;
472;"c1545-c1565 RUEDA, LOPE DE, Pasos [España] [Fernando González Ollé/Vicente Tusón, Madrid, Cátedra, 1981] Teatro";;"RUEDA, LOPE DE";"Pasos";"c1545-c1565";"Teatro";"España";"Alameda. ¿No quiere V. M. que me ría? ¡Ha, ha!";"si";"si";"no";"imperfectivo";"animado";;
474;"1545 RUEDA, LOPE DE, Comedia llamada Medora [España] [Fernando González Ollé, Madrid, Espasa Calpe, 1973] Teatro";;"RUEDA, LOPE DE";"Comedia llamada Medora";1545;"Teatro";"España";"Águeda ¿De qué te ríes, Gargullo?";"si";"si";"si";"imperfectivo";"animado";;
475;"1545 RUEDA, LOPE DE, Comedia llamada Medora [España] [Fernando González Ollé, Madrid, Espasa Calpe, 1973] Teatro";;"RUEDA, LOPE DE";"Comedia llamada Medora";1545;"Teatro";"España";"Gargullo ¿Sabes de qué me río? De mi amo Acario.";"si";"si";"si";"imperfectivo";"animado";;
476;"1545 RUEDA, LOPE DE, Comedia llamada Medora [España] [Fernando González Ollé, Madrid, Espasa Calpe, 1973] Teatro";;"RUEDA, LOPE DE";"Comedia llamada Medora";1545;"Teatro";"España";"Gargullo ¿De qué te ríes tú agora, hermana Águeda?";"si";"si";"si";"imperfectivo";"animado";;
477;"1545 RUEDA, LOPE DE, Comedia llamada Medora [España] [Fernando González Ollé, Madrid, Espasa Calpe, 1973] Teatro";;"RUEDA, LOPE DE";"Comedia llamada Medora";1545;"Teatro";"España";"Águeda ¿Sabes de qué me río?";"si";"si";"si";"imperfectivo";"animado";;
478;"1545-1565 RUEDA, LOPE DE, Comedia llamada de ""Los engañados"" [España] [Fernando González Ollé, Madrid, Espasa-Calpe, 1973] Teatro";;"RUEDA, LOPE DE";"Comedia llamada de ""Los engañados""";"1545-1565";"Teatro";"España";"Marcelo ¿Habéis mirado el devaneo d'estos viejos podridos, que querría reírme, sino que me falta la gana, que es lo mejor? No en balde dizen que muy muchas vezes los viejos se tornan a la edad primera. Mas, ¿qué digo?, ¿qué's lo que veo? En verdad que si Lelia no estuviera en el monesterio que jurara que era ésta que aquí viene en";"si";"si";"no";"infinitivo";"animado";;
479;"c1545-1567 RUEDA, LOPE DE, Comedia llamada Armelina [España] [Alfredo Hermenegildo, Madrid, Cátedra, 2001] Teatro";;"RUEDA, LOPE DE";"Comedia llamada Armelina";"c1545-1567";"Teatro";"España";"Armelina. Ansí son aquestos viejos. Yo por reír dixe que me dolía la cabeça, y por oír aquellas vejezes.";"si";"no";"no";"infinitivo";"animado";;
481;"c1550-1580 LEÓN, FRAY LUIS DE, «Traducciones clásicas»(Poesía) [España] [Madrid, Gredos, 1990] Verso";;"LEÓN, FRAY LUIS DE";"Traducciones clásicas(Poesía)";"c1550-1580";"Verso";"España";", que burlados del viejo muchas veces, se dolieron acerca de unos versos; y, llegados, con su guirnalda misma le prendieron. Egle, viniendo, ayuda a los turbados, Egle bella entre cuantas ninfas fueron; y ya despierto, y viéndole, la frente con moras le pintaron juntamente. Entonces él, riendo del engaño: «¿A qué fin proseguís en más atarme? Baste el aver podido hacerme daño, baste el aver podido aprisionarme;  los versos que pedís luego os los taño; podéis seguros, dize, desatarme; los versos para vos, que a essa hermosa yo la satisfaré con otra cosa».";"si";"no";"si";"gerundio";"animado";;
482;"c1550-1580 LEÓN, FRAY LUIS DE, «Traducciones clásicas»(Poesía) [España] [Madrid, Gredos, 1990] Verso";;"LEÓN, FRAY LUIS DE";"Traducciones clásicas(Poesía)";"c1550-1580";"Verso";"España";"l vencedor laurel, que resplandece en torno de tu frente y la hermosea, consiente que, allegada y como asida, aquesta yedra vaya entretexida. Apenas de la noche el velo frío avía el claro cielo desechado, al tiempo que es dulcísimo el rocío sobre las tiernas yervas al ganado, vertiendo de los ojos largo río, al tronco de un olivo recostado, Damón tocó la flauta lastimero y començó a cantar assí el primero:";"no";;;;;;
483;"c1550-1580 LEÓN, FRAY LUIS DE, «Traducciones clásicas»(Poesía) [España] [Madrid, Gredos, 1990] Verso";;"LEÓN, FRAY LUIS DE";"Traducciones clásicas(Poesía)";"c1550-1580";"Verso";"España";"sujeta al inclemente cielo, do no se parte espesa y fría niebla eternamente, do árbol no se vee, ni soplo de aire blando que le oree; o ya me ponga alguno en la región al sol más allegada, do no vive ninguno, siempre será de mí Lálage amada, la del reír gracioso, la del parlar muy más que miel sabroso.";"no";;;;;;"sustantivado"
485;"c1550-a1606 ALCÁZAR, BALTASAR DEL, Obra poética [España] [Valentín Núñez Rivera, Madrid, Cátedra, 2001] Verso";;"ALCÁZAR, BALTASAR DEL";"Obra poética";"c1550-a1606";"Verso";"España";"? ¿No parece confuso el presupuesto?  Confieso que es mi mal lo que pretendo, y espérolo también por salud mía. Pues, entiéndanme o no, yo bien me entiendo.  Ya quiere anochecer, que el sol del día va declinando el paso al Ocidente, y en la llorosa noche habrá quien ría.  No lo permita Dios tan fácilmente: vuelva el dorado carro por do vino y comience a partir desde el Oriente.  Pero ya que en las leyes del destino sin provisión expresa no hay mudanza, cumpla el funesto carro su camino.  Injusticia parece que Costanza padecía por culpa de Zamora; mas yo salud pretendo";"si";"no";"no";"imperfectivo";"animado";;
487;"c1550-a1606 ALCÁZAR, BALTASAR DEL, Obra poética [España] [Valentín Núñez Rivera, Madrid, Cátedra, 2001] Verso";;"ALCÁZAR, BALTASAR DEL";"Obra poética";"c1550-a1606";"Verso";"España";"imperio, menos infame.   Tú, miserable, viéndote sin honra, vuélvete a casa de tu bella madre, porque te vista: que andas deshonesto pícaro hecho.  Ponlo por obra, porque no me hagas que ande el azote. Mas, si no me engaño, destos azotes y aun de mí, te ríes, fiero tirano.";"si";"si";"si";"imperfectivo";"animado";;
488;"c1550-a1606 ALCÁZAR, BALTASAR DEL, Obra poética [España] [Valentín Núñez Rivera, Madrid, Cátedra, 2001] Verso";;"ALCÁZAR, BALTASAR DEL";"Obra poética";"c1550-a1606";"Verso";"España";"Revelóme ayer Luisa un caso bien de reír; quiérotelo, Inés, decir porque te caigas de risa.  Haz de saber que su tía... No puedo de risa, Inés; quiero reíllo, y después lo diré, cuando no ría.";"si";"no";"no";"infinitivo";"impersonal";;
489;"1552 CASAS, FRAY BARTOLOMÉ DE LAS, Brevísima relación de la destrucción de las Indias [España] [José María Reyes Cano, Barcelona, Planeta, 1994] Informática";;"CASAS, FRAY BARTOLOMÉ DE LAS";"Brevísima relación de la destrucción de las Indias";1552;"Informática";"España";"Hacían apuestas sobre quién de una cuchillada abría el hombre por medio, o le cortaba la cabeza de un piquete, o le descubría las entrañas. Tomaban las criaturas de las tetas de las madres por las piernas y daban de cabeza con ellas en las peñas; otros daban con ellas en ríos por las espaldas, riendo y burlando, y, cayendo en el agua, decían: «bullís, cuerpo de tal»; otras criaturas metían a espada con las madres juntamente y todos cuantos delante de sí hallaban. Hacían unas horcas largas, que juntasen casi los pies a la tierra, y de trece en trece, a honor y reverencia";"si";"no";"no";"gerundio";"animado";;"burlar"
490;"1552 CASAS, FRAY BARTOLOMÉ DE LAS, Brevísima relación de la destrucción de las Indias [España] [José María Reyes Cano, Barcelona, Planeta, 1994] Informática";;"CASAS, FRAY BARTOLOMÉ DE LAS";"Brevísima relación de la destrucción de las Indias";1552;"Informática";"España";"señor de cierto pueblo o provincia que se fuese con él; dijo el niño que no quería dejar su tierra. Responde el español: «Vete conmigo, si no, cortarte he las orejas.» Dice el muchacho que no. Y diciéndole el muchacho que no quería dejar su tierra, córtale las narices, riendo como si le diera un repelón lo más.";"si";"no";"no";"gerundio";"animado";;
491;"1552 CASAS, FRAY BARTOLOMÉ DE LAS, Brevísima relación de la destrucción de las Indias [España] [José María Reyes Cano, Barcelona, Planeta, 1994] Informática";;"CASAS, FRAY BARTOLOMÉ DE LAS";"Brevísima relación de la destrucción de las Indias";1552;"Informática";"España";"de donde nace que como los indios veen este obrar mal y tan sin piedad generalmente, así en las cabezas como en los miembros, piensan que los cristianos lo tienen por ley y es autor dello su Dios y su rey. Y trabajar de persuadirles otra cosa es querer agotar la mar y darles materia de reír, y hacer burla y escarnio de Jesucristo y su ley. Y como los indios de  guerra vean este tratamiento que se hace a los de paz, tienen por mejor morir de una vez que no de muchas en poder de españoles. Sélo esto, invictísimo César, por experiencia, etc.» Dice más abajo, en un";"si";"no";"no";"infinitivo";"animado";;
492;"c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela";;"VILLALÓN, CRISTÓBAL DE";"El Crótalon de Cristóforo Gnofoso";"c1553-1556";"Novela";"España";"y aun esto fácilmente se verá si consideramos un prinçipio de philosophía que es universalmente verdadero, y es: que lo que conviene por naturaleza a una especie conviene a todos los individuos y particulares igual y indiferentemente, como acontece que conviene a los hombres por su naturaleza la risa, por la cual cualquiera hombre en particular conviene reírse. * Dime agora, Miçilo, antes que passe adelante, si hay aquí alguna cosa que me puedas negar.";"si";"si";"no";"infinitivo";"animado";;
493;"c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela";;"VILLALÓN, CRISTÓBAL DE";"El Crótalon de Cristóforo Gnofoso";"c1553-1556";"Novela";"España";"Miçilo No. Porque veo por esperiençia que no hay hombre  en el mundo que no se ría y pueda reír, y solo el hombre propiamente se ríe. Pero yo no sé a qué propósito lo dizes.";"si";"si";"no";"imperfectivo";"animado";;
494;"c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela";;"VILLALÓN, CRISTÓBAL DE";"El Crótalon de Cristóforo Gnofoso";"c1553-1556";"Novela";"España";"Miçilo No. Porque veo por esperiençia que no hay hombre  en el mundo que no se ría y pueda reír, y solo el hombre propiamente se ríe. Pero yo no sé a qué propósito lo dizes.";"si";"no";"no";"infinitivo";"animado";;"coordinado con refl"
495;"c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela";;"VILLALÓN, CRISTÓBAL DE";"El Crótalon de Cristóforo Gnofoso";"c1553-1556";"Novela";"España";"Miçilo No. Porque veo por esperiençia que no hay hombre  en el mundo que no se ría y pueda reír, y solo el hombre propiamente se ríe. Pero yo no sé a qué propósito lo dizes.";"si";"si";"no";"imperfectivo";"animado";;
496;"a1554 ANÓNIMO, Lazarillo de Tormes [España] [Francisco Rico, Madrid, Cátedra, 1994] Novela";;"ANÓNIMO";"Lazarillo de Tormes";"a1554";"Novela";"España";"Respondió él riendo:";"si";"no";"no";"gerundio";"animado";;
497;"a1554 ANÓNIMO, Lazarillo de Tormes [España] [Francisco Rico, Madrid, Cátedra, 1994] Novela";;"ANÓNIMO";"Lazarillo de Tormes";"a1554";"Novela";"España";"Y rió mucho la burla.";"transitivo";"no";"no";"perfectivo";"animado";;
498;"a1554 ANÓNIMO, Lazarillo de Tormes [España] [Francisco Rico, Madrid, Cátedra, 1994] Novela";;"ANÓNIMO";"Lazarillo de Tormes";"a1554";"Novela";"España";"Y reían mucho el artificio y decíanle:";"transitivo";"no";"no";"imperfectivo";"animado";;
499;"a1554 ANÓNIMO, Lazarillo de Tormes [España] [Francisco Rico, Madrid, Cátedra, 1994] Novela";;"ANÓNIMO";"Lazarillo de Tormes";"a1554";"Novela";"España";"Reíme entre mí y, aunque mochacho, noté mucho la discreta consideración del ciego.";"si";"si";"reflexivo";"perfectivo";"animado";;"entre mí"
500;"1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza";;"ANÓNIMO";"Viaje de Turquía";"1557-1558";"Danza";"España";"Pacto de Juan Paleólogo con Corcam... 187 Papos de la gente de Piamonte... 178 Parma y Plasençia... 173 Po río... 174 Plato en que Christo çenó... 177 Pobres de Italia... 175 Papa de los turcos... 223 Pascuas de los turcos... 220 Palabras que se diçen alzando el dedo para que uno sea turco... 218 Paraíso según los turcos... 222 Pena de blasfemos... 223 Preçio de los libros en Turquía... 224 Palaçios de";"no";;;;;;
501;"1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza";;"ANÓNIMO";"Viaje de Turquía";"1557-1558";"Danza";"España";"Mata. Mas debe saver de tres, pues se rríe de la grande neçedad que paresçe aber vos dicho con tanta ensalada de lenguas.";"si";"si";"si";"imperfectivo";"animado";;
502;"1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza";;"ANÓNIMO";"Viaje de Turquía";"1557-1558";"Danza";"España";". Eso como predicador os lo dexo yo en contemplaçión. Bofetones hartos y puñadas me dieron, porque les diese si tenía dineros, y bien me pelaron la barba. Fue tan grande el alboroto que me dio y espanto de verme quál me había la fortuna puesto en un instante, que ni sabían si llorase  ni rreyese ni me maravillase, ni dónde estaba; antes dizen mis compañeros que lloraban bien, que se maravillan de mí que no les paresçía que lo sentía más que si fuese libre, y es verdad que de la rrepentina mudanza, por tres días no sentía nada, porque no me lo podía creer a mí mesmo ni";"si";"no";"no";"imperfectivo";"animado";;
503;"1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza";;"ANÓNIMO";"Viaje de Turquía";"1557-1558";"Danza";"España";"Juan. ¿De qué os rreís d'esto o a qué propósito?";"si";"si";"si";"imperfectivo";"animado";;
504;"c1558-1580 LEÓN, FRAY LUIS DE, «Poesía original»(Poesía) [España] [Madrid, Gredos, 1990] Verso";;"LEÓN, FRAY LUIS DE";"Poesía original(Poesía)";"c1558-1580";"Verso";"España";"voz su nombre pregonera, ni cura si encarama la lengua lisonjera lo que condena la verdad sincera. ¿Qué presta a mi contento, si soy del vano dedo señalado; si en busca deste viento, ando desalentado, con ansias vivas, con mortal cuidado? ¡O monte, o fuente, o río! ¡O secreto seguro, deleitoso!, roto casi el navío, a vuestro almo reposo huyo de aqueste mar tempestuoso. Un no rompido sueño, un día puro, alegre, libre quiero;  no quiero ver el zeño vanamente severo de a quien la sangre ensalça, o el dinero. Despiértenme las aves con";"no";;;;;;
505;"1559 MONTEMAYOR, JORGE DE, Los siete libros de la Diana [España] [Juan Montero, Barcelona, Crítica, 1996] Novela";;"MONTEMAYOR, JORGE DE";"Los siete libros de la Diana";1559;"Novela";"España";"Después que la pastora acabó de cantar, se vino derecha a la fuente adonde los pastores estaban;y entretanto que venía, dijo Silvano medio riendo:";"si";"no";"no";"gerundio";"animado";;"medio riendo"
506;"1559 MONTEMAYOR, JORGE DE, Los siete libros de la Diana [España] [Juan Montero, Barcelona, Crítica, 1996] Novela";;"MONTEMAYOR, JORGE DE";"Los siete libros de la Diana";1559;"Novela";"España";"bajo, que nadie lo oyese: — ""Graciosa pastora, soy tan vuestra que como tal me atreví a hacer lo que hice. Suplícoos que no os escandalicéis, porque  en viendo vuestro hermoso rostro no tuve más poder en mí"". Yo entonces muy contenta me llegué más a ella, y le dije medio riendo: — ""¿Cómo puede ser, pastora, que siendo vos tan hermosa os enamoréis de otra que tanto le falta para serlo, y más siendo mujer como vos?"" — ""¡Ay, pastora!"" —respondió ella—, ""que el amor que menos veces se acaba es éste, y";"si";"no";"no";"gerundio";"animado";;"medio riendo"
507;"1559 MONTEMAYOR, JORGE DE, Los siete libros de la Diana [España] [Juan Montero, Barcelona, Crítica, 1996] Novela";;"MONTEMAYOR, JORGE DE";"Los siete libros de la Diana";1559;"Novela";"España";"espantó. Y prosiguiendo Ismenia su plática dijo: — ""Y porque, pastora, sepas el mal que tu hermosura me ha hecho y que las palabras que entre las dos como de burlas han pasado son de veras, sabe que soy hombre y no mujer, como antes pensabas. Estas pastoras que aquí ves, por reírse conmigo, que son todas mis parientas, me han vestido de esta manera, que de otra no pudiera quedar en el templo, a causa de la orden que en esto se tiene"". Cuando yo entendí lo que Ismenia me había dicho y le vi, como digo, en el rostro, no aquella blandura ni en los ojos";"si";"si";"con";"infinitivo";"animado";;
509;"1562-1566 SANTA TERESA DE JESÚS, (TERESA DE CEPEDA Y AHUMADA), Libro de la vida [España] [Otger Steggink, Madrid, Castalia, 1986] Historia";;"SANTA TERESA DE JESÚS, (TERESA DE CEPEDA Y AHUMADA)";"Libro de la vida";"1562-1566";"Historia";"España";"harto más adelante que yo estava en decisiete años. Hase dispuesto mijor, y ansí, sin travajo suyo, riega este vergel con todas estas cuatro aguas, a unque la postrera a ún no se le da sino a gotas; mas va de suerte que presto se engolfará en ella, con ayuda del Señor; y gustaré se ría, si le pareciere desatino la manera del declarar.";"si";"si";"no";"imperfectivo";"animado";;
510;"1562-1566 SANTA TERESA DE JESÚS, (TERESA DE CEPEDA Y AHUMADA), Libro de la vida [España] [Otger Steggink, Madrid, Castalia, 1986] Historia";;"SANTA TERESA DE JESÚS, (TERESA DE CEPEDA Y AHUMADA)";"Libro de la vida";"1562-1566";"Historia";"España";". No me parece que es otra cosa sino un morir casi de el todo a todas las cosas de el mundo y estar gozando de Dios. Yo no sé otros términos cómo lo decir ni cómo lo declarar, ni entonces sabe el alma qué hacer; porque ni sabe si hable ni si calle ni si se ría ni si llore; es  un glorioso desatino, una celestial locura, adonde se desprende la verdadera sabiduría, y es deleitosísima manera de gozar el alma.";"si";"si";"no";"imperfectivo";"inanimado";;"el alma"
511;"1562-1566 SANTA TERESA DE JESÚS, (TERESA DE CEPEDA Y AHUMADA), Libro de la vida [España] [Otger Steggink, Madrid, Castalia, 1986] Historia";;"SANTA TERESA DE JESÚS, (TERESA DE CEPEDA Y AHUMADA)";"Libro de la vida";"1562-1566";"Historia";"España";"27. Ríese de sí, de el tiempo que tenía en algo los dineros y codicia de ellos, a unque en ésta nunca creo —y es ansí verdad— confesé culpa; harta culpa era tenerlos en algo. Si con ellos se pudiera comprar el bien que ahora veo en mí, tuviéralos en mucho; mas ve que este";"si";"si";"si";"imperfectivo";"animado";;
512;"1562-1566 SANTA TERESA DE JESÚS, (TERESA DE CEPEDA Y AHUMADA), Libro de la vida [España] [Otger Steggink, Madrid, Castalia, 1986] Historia";;"SANTA TERESA DE JESÚS, (TERESA DE CEPEDA Y AHUMADA)";"Libro de la vida";"1562-1566";"Historia";"España";"tierra que es más ruin, como tengo dicho, y dispónela para todo bien, de manera que  parece no es ya parte en cierta manera para tornar a vivir en las ofensas de Dios que solía. Tiene el pensamiento tan habituado a entender lo que es verdadera verdad, que todo lo demás le parece juego de niños. Ríese entre sí algunas veces cuando ve a personas graves de oración y relisión hacer mucho caso de unos puntos de honra que esta alma tiene ya debajo de los pies. Dicen que es discreción y autoridad de su estado para más aprovechar. Sabe ella muy bien que aprovecharía más en un día que pospusiese aquella autoridad de estado por amor de";"si";"si";"reflexivo";"imperfectivo";"animado";;"entre sí"
514;"1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos";;"TIMONEDA, JUAN DE";"El Patrañuelo";1566;"Relatos";"España";"él fasta en tanto que le saliese la cola; y, porque el marido reprochó de qué suerte sentenciaría que su mujer estuviese preñada como se estaba, sentenció que se la llevase el tiratierra a su casa, y que trabajase de volvérsela preñada, con tal que su mujer fuese  contenta; la cual sentencia fue muy aprobada y reída del pueblo, y obedecida, aunque le pesase, del insipiente marido.";"no";;;;;;
515;"c1568-1575 DÍAZ DEL CASTILLO, BERNAL, Historia verdadera de la conquista de la Nueva España [España] [Carmelo Sáenz de Santa María, Madrid, CSIC, 1982] Historia";;"DÍAZ DEL CASTILLO, BERNAL";"Historia verdadera de la conquista de la Nueva España";"c1568-1575";"Historia";"España";"parte de los ídolos tenían unas señales como a manera de cruces, pintados de otros bultos de indios; de todo lo cual nos admiramos, como cosa nunca vista ni oída. Y, según pareció, en aquella sazón habían sacrificado a sus ídolos ciertos indios para que les diesen victoria contra nosotros, y andaban muchos indios e indias riéndose y al parecer muy de paz, como que nos venían a ver; y como se juntaban tantos, temimos no hubiese alguna zalagarda como la pasada de Cotoche; y estando desta manera vinieron otros muchos indios, que traían muy ruines mantas, cargados de carrizos secos, y los pusieron en un llano,";"si";"si";"no";"gerundio";"animado";;
516;"c1568-1575 DÍAZ DEL CASTILLO, BERNAL, Historia verdadera de la conquista de la Nueva España [España] [Carmelo Sáenz de Santa María, Madrid, CSIC, 1982] Historia";;"DÍAZ DEL CASTILLO, BERNAL";"Historia verdadera de la conquista de la Nueva España";"c1568-1575";"Historia";"España";", adonde estaba el gobernador Diego Velázquez, el cual andaba dando mucha prisa en enviar otra armada; y cuando le fui a besar las manos, que éramos algo deudos, él se holgó conmigo, y de unas pláticas en otras me dijo que si estaba bueno de las heridas, para volver a Yucatán. E yo riendo le respondí que quién le puso nombre Yucatán; que allí no le llaman así. E dijo: ""Melchorejo, el que trajistes, lo dice."" E yo dije: ""Mejor nombre sería la tierra donde nos mataron la mitad de los soldados que fuimos, y todos los demás salimos heridos."" E";"si";"no";"no";"gerundio";"animado";;
