BIBLIOGRAFÍA;AUTOR;CORDEMÁFORO;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
1437 [s. XV] EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL), Libro de las paradojas [España] [María Teresa Herrera, Salamanca, Universidad de Salamanca, 2000] Literatura;EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL);A;Libro de las paradojas;1437[s. XV] ;Literatura;España;"crede magistrum en el verso onde dize: cor jubet hoc Enni postquam destertuit esse Meonides quintus pavone ex Pitagoreo, que quiere dezir: el coraçon del poeta Enio manda esto, despues que desperto de seer el quinto Omero luego despues del pavon Pitagoras; et este poeta Perseo non consiente esta opinion et por ende  escarnesçe del poeta Enio et dize que esto veia el sonnando o roncando et despues que dexava de roncar dexava de seer Omero.";si;no;si;imperfectivo;animado;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;MARTÍNEZ DE TOLEDO, ALFONSO;V;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"¡O maldida sea la muger —e desta rregla non salvo al onbre— que conosçe e vee que de vino se turba, e quando está turbada que la tyenen por juglara, e rríen della todos, e la escarnesçen —por de grand linaje que sea— asý los suyos como los estraños, sus parientes, marido e fijos; e aun por esta rrazón rresçebyr muchos palos, açotes, e puñadas, non fiar dellas nada —casa nin dineros, joyas nin plata, nin  cosa de valía—, nin dexarlas vestir,";transitivo;;;;;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;MARTÍNEZ DE TOLEDO, ALFONSO;;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;condiçión que non amen a otra synón a ella, que para ella naçió en el mundo e le crió su madre, etcª., e de nesçia, non se les entiende— más alléganse las mugeres a ellos, e éstos, con sus plazenterías, solazas, burlas, e juegos traen muchas engañadas, burladas, escarneçidas a perder. ¡Guay de la triste desaventurada que los cree! Que, como el amor dellos sea en muchas derramado, por ser de muchas queridos, non pueden amor firme aver, synón ¡vaya el rrío so la puente mientra el agua corriera! Son gualladores * e del mundo burladores: oy;no;;;;;;
1440-1455 [s. XV] EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL), Libro de amor e amicicia [España] [María Teresa Herrera/María Nieves Sánchez, Salamanca, Universidad de Salamanca, 2000] Literatura;EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL);A;Libro de amor e amicicia;1440-1455[s. XV] ;Literatura;España;"ca este non sabe judgar qual es cosa buena et de loar, mas engannase por unas imagines vanas paresçientes. Esso mismo quando algund virtuoso nos honrra, confirmanos nuestra opinion ansi como por una prueva muy firme, ca algunos hay que aunque nos honrren non los creemos, como pensemos algunas vezes ellos mas tener voluntad de escarnesçer o lisongear que de honrrar; enpero esto non podemos sospechar de los virtuosos, como todas las cosas que ellos fazen pensemos seer fechas sin algun color de enganno mas con entera verdad, pues si ellos nos honrraren confirmamos nuestra opinion que seamos buenos o virtuosos, o si ante teniamos de nos alguna opinion de virtuosos seer";si;no;no;infinitivo;;;
1440-1455 [s. XV] EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL), Libro de amor e amicicia [España] [María Teresa Herrera/María Nieves Sánchez, Salamanca, Universidad de Salamanca, 2000] Literatura;EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL);A;Libro de amor e amicicia;1440-1455[s. XV] ;Literatura;España;"; e en esta manera sera en todos los otros, en los quales si algunas cosas esten las quales sean de amar, cada uno de ellos terna por digno de amar al otro et seer amado; enpero si uno de ellos desseando seer amado non tenga en si cosa alguna porque sea de amar es de escarnesçer. De esto dize Aristotiles en el mençionado logar: ""de las cosas contrarias se compone la amiçiçia prinçipalmente en el provecho"", ansi como el pobre al rico et el non sabidor al sabidor, cada uno dessea aquello de lo qual esta menguado et da otra cosa; a estos traera alguno, a";si;no;no;infinitivo;;;
1440-1455 [s. XV] EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL), Libro de amor e amicicia [España] [María Teresa Herrera/María Nieves Sánchez, Salamanca, Universidad de Salamanca, 2000] Literatura;EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL);A;Libro de amor e amicicia;1440-1455[s. XV] ;Literatura;España;", ansi como el pobre al rico et el non sabidor al sabidor, cada uno dessea aquello de lo qual esta menguado et da otra cosa; a estos traera alguno, al amante & al amado & al fermoso et al feo, por lo qual los amadores algunas vezes son de escarnesçer creyendo que es digno que sean amados ansi como aman, enpero si ellos son dignos de seer amados razonablemente se tienen por dignos de seer amados, mas si non tienen alguna cosa tal son de escarnesçer.";si;no;no;infinitivo;;;
1440-1455 [s. XV] EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL), Libro de amor e amicicia [España] [María Teresa Herrera/María Nieves Sánchez, Salamanca, Universidad de Salamanca, 2000] Literatura;EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL);A;Libro de amor e amicicia;1440-1455[s. XV] ;Literatura;España;& al amado & al fermoso et al feo, por lo qual los amadores algunas vezes son de escarnesçer creyendo que es digno que sean amados ansi como aman, enpero si ellos son dignos de seer amados razonablemente se tienen por dignos de seer amados, mas si non tienen alguna cosa tal son de escarnesçer.;si;no;no;infinitivo;;;
1440-1455 [s. XV] EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL), Libro de amor e amicicia [España] [María Teresa Herrera/María Nieves Sánchez, Salamanca, Universidad de Salamanca, 2000] Literatura;EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL);A;Libro de amor e amicicia;1440-1455[s. XV] ;Literatura;España;"egual de lo que da, non tiene causa de querellarse ansi como si oviesse perdido algunos de sus bienes et si entienden que esta delectaçion que le faze non le conviene tiene poderio de se apartar. Enpero si el non se queriendo partir se querella que non le dan egual delectaçion de la que el faze, de escarnesçer es como el tenga poderio de se partir non perdiendo alguno de sus bienes. De esto dize Aristotiles en el octavo de las Ethicas: ""non se faze esso mismo del todo querella en los amigos que son segund delectaçion, ca ambos resçiben lo que dessean et si non se goza alguno en comunicar paresçera digno de escarnesçer";si;no;no;infinitivo;;;
1440-1455 [s. XV] EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL), Libro de amor e amicicia [España] [María Teresa Herrera/María Nieves Sánchez, Salamanca, Universidad de Salamanca, 2000] Literatura;EL TOSTADO (ALONSO FERNÁNDEZ DE MADRIGAL);A;Libro de amor e amicicia;1440-1455[s. XV] ;Literatura;España;"escarnesçer es como el tenga poderio de se partir non perdiendo alguno de sus bienes. De esto dize Aristotiles en el octavo de las Ethicas: ""non se faze esso mismo del todo querella en los amigos que son segund delectaçion, ca ambos resçiben lo que dessean et si non se goza alguno en comunicar paresçera digno de escarnesçer el que acusare al amigo podiendose de el partir"".";si;no;no;infinitivo;;;
c1444 [finales del s. XV] MENA, JUAN DE, Tratado de amor [España] [Miguel Ángel Pérez Priego, Barcelona, Planeta, 1989] Novela;MENA, JUAN DE;V;Tratado de amor;c1444[finales del s. XV] ;Novela;España;", a dar a entender que como en el niño se varía la conplision, así en el que ama, la voluntad; e así como el niño faze cosa de que todos ríen, así el amador, çiego del desordenado fuego de querer, así ha e pone en obra cosa de que todos ríen e escarnesçen. E porque en el niño no se falla juizio ni seso en lo que faze, bien así como en el que ama, por eso le pintavan con imagen pueril, sintiendo fondón de aquestos velos methafóricos estas e otras muchas moralidades, inmutaçiones  e asçidentes. Porque se puede dezir que amor es un medio de passión agradable que";si;no;si;imperfectivo;animado;;reír
a1444 [s. XVI] MARTÍNEZ DE TOLEDO, ALFONSO, Vida de San Ildefonso [España] [Manuel Ambrosio Sánchez, Salamanca, CILUS, 1999] Religión;MARTÍNEZ DE TOLEDO, ALFONSO;V;Vida de San Ildefonso;a1444[s. XVI] ;Religión;España;de ir a algunt lugar, siempre en yendo o veniendo le acompañava la oraçión. Onde así era a todos maravillosa la su conversaçión, que mayores e menores todos lo amavan e onravan con grant reverençia. E para que brevemente fable, desque este santo moço fue entrado en la hedat en que más dulçemente suelen falagar e escarnesçer al omne los deleites del mundo e de la carne, queriendo repremir los movimientos carnales, los quales non conosçía por experiençia mas sentíalos por tentaçión, así çercó su cuerpo con muro de virtudes, oponiéndolas a las contrariedades de los viçios, que comoquier que Dios muchas vezes lo dexava ser tentado, e él;transitivo;;;;;;
p1450 [segunda mitad del s. XV] ANÓNIMO, Las Etimologías romanceadas de San Isidoro [España] [Joaquín González Cuenca, Salamanca, Universidad de Salamanca-CSIC-Institución Fray Bernardino de Sahagún-Diputación provincial de León, 1983] Lingüística y lenguaje;ANÓNIMO;R;Las Etimologías romanceadas de San Isidoro;p1450[segunda mitad del s. XV] ;Lingüística y lenguaje;España;"cómmo era palaçio? Esto se ensuelve por pronunçiamiento, ca pronunçiamiento es cárçel, esto es, que aún lo podrie ser; e lo que dize 'don Eolo se eche en aquel palaçio' yronia es, commo todo es anunçiado por contraria pronunçiaçión: per ironie es una manera de fablar que en alabado denuesta e escarnesçe.";si;no;no;imperfectivo;;;
p1450 [segunda mitad del s. XV] ANÓNIMO, Las Etimologías romanceadas de San Isidoro [España] [Joaquín González Cuenca, Salamanca, Universidad de Salamanca-CSIC-Institución Fray Bernardino de Sahagún-Diputación provincial de León, 1983] Lingüística y lenguaje;ANÓNIMO;R;Las Etimologías romanceadas de San Isidoro;p1450[segunda mitad del s. XV] ;Lingüística y lenguaje;España;"que quiere dezir: ""Pieça ha que yo dubdé guardarme alguna cosa de ti, que non fizieses lo que el pueblo suele por engaños de los siervos que me escarnesçieses"".";transitivo;;;;;;
p1450 [segunda mitad del s. XV] ANÓNIMO, Las Etimologías romanceadas de San Isidoro [España] [Joaquín González Cuenca, Salamanca, Universidad de Salamanca-CSIC-Institución Fray Bernardino de Sahagún-Diputación provincial de León, 1983] Lingüística y lenguaje;ANÓNIMO;R;Las Etimologías romanceadas de San Isidoro;p1450[segunda mitad del s. XV] ;Lingüística y lenguaje;España;"Dolus, que es por 'engaño' es artería de la miente. E es así dicho porque deludit, esto es, que 'escarnesçe', ca una cosa faze e otra enfinge. Petronio  otramente lo asma, que dize: ""Alcalldes, ¿qué cosa es  dolus? Çertas quando alguna cosa es fecha que duele a la ley. Avedes engaño; tomad mal por ello"".";si;no;no;imperfectivo;;;
a1450 ANÓNIMO, Traducción de la Regla de San Benito [España] [Miguel C. Vivancos Gómez/Fernando Vilches Vivancos, Logroño, Gobierno de La Rioja-Instituto de Estudios Riojanos, 2001] Religión;ANÓNIMO;V;Traducción de la Regla de San Benito;a1450;Religión;España;4. Mas quando lo resçibieren, en el oratorio prometa de su estabilidat, e conversión de sus costumbres e obediençia, delante Dios e sus santos, porque si en algunt tiempo en otra manera fiziere sépase seer dañado de Dios, al qual escarnesçe. De la qual su promisión faga petiçión al nombre de los sanctos de los quales están aí las reliquias e del abat presente. La qual petiçión escriva él con su mano o, si non sabe letras, otro rogado dél la escriva. E aquel noviçio faga aí un signo e con su mano;transitivo;;;;;;
1454 [s. XV] CHIRINO, ALFONSO, Espejo de medicina. BNM 3384 [España] [Enrica J. Ardemagni, Michael Dangerfield, Margarita Gómez, Charlene Mcghee, Beth Markowitz y Cyntia M. Wasick, Madison, Hispanic Seminary of Medieval Studies, 1995] Medicina;CHIRINO, ALFONSO;V;Espejo de medicina. BNM 3384;1454[s. XV] ;Medicina;España;sus parientes con ayuda de las gentes que por ellas oujeron de fazer en todo eso yo nunca fuy tanto atormentada como so en esta presente . Ca en muchos estudios onde non me solia gloriar. non me acogen en muchas yglesias onde auja mjs deuoçiones so descomulgada . & en muchas casas de rreyes mjs amjgos so escarnesçida E en las hordenes de rreligiones  non osan fablar de mj mjs conosçimjentos entre la gente negoçiante blasfeman de mj con gran aborresçimjento. E en tantos pesares non es njnguno que tanto me duela por el daño que dende se sigue como el que he de los medicos que fuyen de mj por verguença. & mjedo. &;transitivo;;;;;;
1454 [s. XV] CHIRINO, ALFONSO, Espejo de medicina. BNM 3384 [España] [Enrica J. Ardemagni, Michael Dangerfield, Margarita Gómez, Charlene Mcghee, Beth Markowitz y Cyntia M. Wasick, Madison, Hispanic Seminary of Medieval Studies, 1995] Medicina;CHIRINO, ALFONSO;V;Espejo de medicina. BNM 3384;1454[s. XV] ;Medicina;España;esto dize el philosopho en fin del terçero de methafisica que si las cosas naturales estudiesen quedas en vn estado seria la verdad. verdad nunca se mudaria. & la su mentira. mentjra nunca se mudaria. Pero manjfiesto es que auemos cosas que se mudan de verdat  obra de nesçesidad algunas vezes que desto es de escarnesçer pues ponen que dos contrarias / o contradictorjas sean verdad en vno / de los quales escarnesçe el philosopho en el dezeno de metaphisica. E confirmando todo esto pone el philosopho en el comjenço del octauo de methafisica onde tracta profunda mente de potençia. E de acto. dize que son en los que han fabla.;si;no;no;infinitivo;;;
1454 [s. XV] CHIRINO, ALFONSO, Espejo de medicina. BNM 3384 [España] [Enrica J. Ardemagni, Michael Dangerfield, Margarita Gómez, Charlene Mcghee, Beth Markowitz y Cyntia M. Wasick, Madison, Hispanic Seminary of Medieval Studies, 1995] Medicina;CHIRINO, ALFONSO;V;Espejo de medicina. BNM 3384;1454[s. XV] ;Medicina;España;en vn estado seria la verdad. verdad nunca se mudaria. & la su mentira. mentjra nunca se mudaria. Pero manjfiesto es que auemos cosas que se mudan de verdat  obra de nesçesidad algunas vezes que desto es de escarnesçer pues ponen que dos contrarias / o contradictorjas sean verdad en vno / de los quales escarnesçe el philosopho en el dezeno de metaphisica. E confirmando todo esto pone el philosopho en el comjenço del octauo de methafisica onde tracta profunda mente de potençia. E de acto. dize que son en los que han fabla. & conosçimjento que vna potençia obra dos cosas contrarias. Asi como el arte de medeçina que es;si;no;si;imperfectivo;animado;;
1454 [s. XV] CHIRINO, ALFONSO, Espejo de medicina. BNM 3384 [España] [Enrica J. Ardemagni, Michael Dangerfield, Margarita Gómez, Charlene Mcghee, Beth Markowitz y Cyntia M. Wasick, Madison, Hispanic Seminary of Medieval Studies, 1995] Medicina;CHIRINO, ALFONSO;V;Espejo de medicina. BNM 3384;1454[s. XV] ;Medicina;España;seguro. & lo por otros. & por mj muchas vezes esperimentado con fundamento de rrazon. Ca la elecçion es para las cosas posibiles. & el querer. & la voluntad / es a las vezes en las ynposibiles. Segun esto dize el philosofo en el terçero de heticas. & puesto que algunos letrados. & non letrados escarnescan del dicho tractado soy çierto que fizieran con el grandes prouechos dado que non lo apusieran a mj. E otros muchos discretos. & non discretos que non son medicos. & qujsieran vsar dello. soy çierto que fallaran ende mucho prouecho quando por ello oujeran escusado de topar con malos medicos E de los vnos;si;no;si;imperfectivo;animado;;
1454 [s. XV] CHIRINO, ALFONSO, Espejo de medicina. BNM 3384 [España] [Enrica J. Ardemagni, Michael Dangerfield, Margarita Gómez, Charlene Mcghee, Beth Markowitz y Cyntia M. Wasick, Madison, Hispanic Seminary of Medieval Studies, 1995] Medicina;CHIRINO, ALFONSO;V;Espejo de medicina. BNM 3384;1454[s. XV] ;Medicina;España;tal virtud tenga njn medico que por el pulsso . & orina lo entienda. TERÇERA RAZON estos tales engaños & otros muchos bien es que non se ascondan deyuso de los hornamentos maraujllosos que tienen. & fuyan delante de nos las sonbras. & fantasmas que enturbian la rrazon . & que nos espantan con maraujllosas cosas para nos escarneçer despues. O los que quieren engañar como el ladron que prjmero nos abraça mostrandose por amjgo ante que nos rrobe. Ca estas tales non dan a la cosa mayor perfecçion de lo que en sy mesma tiene natural mente. esto digo por las rricas. & honrradas boticas de medeçinas  .& los grande rruydos de los sonetes;transitivo;;;;;;
1454-a1500 [mediados del s. XV] SAN CRISTÓBAL, FRAY ALONSO DE, Libro de Vegecio de la caballería [España] [María Teresa Herrera/María Nieves Sánchez, Salamanca, Universidad de Salamanca, 2000] Ejército, ciencia militar;SAN CRISTÓBAL, FRAY ALONSO DE;R;Libro de Vegecio de la caballería;1454-a1500[mediados del s. XV] ;Ejército, ciencia militar;España;Los mançebos escogidos para la cavalleria deven aprender a ferir de punta & non de tajo, ca los romanos non solamente vençieron mas escarnesçieron a los que peleavan firiendo de tajo, ca la ferida de tajo muchas vezes, aunque venga de fuerça, non mata quando los mienbros en que esta la vida son defendidos con las armas, mas si la punta entra dos onças es muerto, ca pasa los mienbros de la vida. E otrosi quando alguno fiere;transitivo;;;;;;
1454-a1500 [mediados del s. XV] SAN CRISTÓBAL, FRAY ALONSO DE, Libro de Vegecio de la caballería [España] [María Teresa Herrera/María Nieves Sánchez, Salamanca, Universidad de Salamanca, 2000] Ejército, ciencia militar;SAN CRISTÓBAL, FRAY ALONSO DE;R;Libro de Vegecio de la caballería;1454-a1500[mediados del s. XV] ;Ejército, ciencia militar;España;"El rey Antiocho & los mitridantes ovieron en las batallas carros armados &  con guadannas & en esto troxieron grand yerro e, por ende, fueron escarnesçidos, ca el carro asi armado non puede ser que todavia falle llano; otrosi con pequenno enpacho & enbargo que le atraviesen lo deterna; e si un cavallo se fiere o lo llagan de los que trahen en el carro, destruyese el carro. & por ende muy grandes cavalleros romanos usaron destos carros armados con guadannas";transitivo;;;;;;
p1455 [segunda mitad del s. XV] MARÍN, PEDRO, Sermones [España] [Pedro M. Cátedra, Salamanca, Universidad de Salamanca, 1990] Religión;MARÍN, PEDRO;A;Sermones;p1455[segunda mitad del s. XV] ;Religión;España;"son cubiertos los peccados'. E que el peccador depués de conseguir tal misericordia faga vituperio a la misericordia de Dios e escarnecemiento, certamente esto es grauíssimo. Déstos se puede dezir, señaladamente en el tienpo de la penitencia: «Nunc derident me iuniores tenpore» (Iob trecesimo capitulo) ('agora me escarnecen los mancebos por tienpo'). 'Agora' dize, demostrando el tienpo de la ley de gracia; dize 'los mancebos por tienpo' en respecto de los de la ley de Escrictura.";transitivo;;;;;;
c1456 [segundo cuarto del s. XV (a1455)] ANÓNIMO, El Libro de confesión de Medina de Pomar [España] [Hugo O. Bizarri/Carlos N. Sainz de la Maza, Madrid, Dicenda, 11 y 12, 1993-1994] Religión;ANÓNIMO;V;El Libro de confesión de Medina de Pomar;c1456[segundo cuarto del s. XV (a1455)] ;Religión;España;fiestas, e fazer otras obras. Eso mesmo sy no * fue a la yglesia el día del domingo a oýr las oras e la misa e las palabras de  Dios, nin fue ver nin adorar el cuerpo de Dios con aquella fe que devía e podiera, queriendo ante oýr las palabras ocçiosas e malas e escarnesçer e ver danças e cantares e estrumentos, e dexando los bienes spirituales por los tenporales, podiendo fazer limosnas e otras buenas obras asý en las fiestas como entre semana, e non le fize. E sy quise ante murmurar e profazar de los pecados e faziendas agenas que de los míos, digo mi culpa a Dios e;si;no;no;infinitivo;;;
c1456 [segundo cuarto del s. XV (a1455)] ANÓNIMO, El Libro de confesión de Medina de Pomar [España] [Hugo O. Bizarri/Carlos N. Sainz de la Maza, Madrid, Dicenda, 11 y 12, 1993-1994] Religión;ANÓNIMO;V;El Libro de confesión de Medina de Pomar;c1456[segundo cuarto del s. XV (a1455)] ;Religión;España;Del ver digo mi culpa, sy algunas vezes vi matar e furtar o reýr o  escarneçer, e me progo d'ello, e me progo del mal que vi vevir algunas personas, o me deleyté en ver juegos de vanidades e otras cosas desonestas.;si;no;no;infinitivo;;;reír
c1456 [segundo cuarto del s. XV (a1455)] ANÓNIMO, El Libro de confesión de Medina de Pomar [España] [Hugo O. Bizarri/Carlos N. Sainz de la Maza, Madrid, Dicenda, 11 y 12, 1993-1994] Religión;ANÓNIMO;V;El Libro de confesión de Medina de Pomar;c1456[segundo cuarto del s. XV (a1455)] ;Religión;España;* Digo a Dios e a vos mi culpa, que he caýdo e cayo en los pecados de la lengua, espeçialmente en estos: defender los pecados, lisonjar, maldezir, denostar, escarnesçer, dar mal consejo, senbrar discordias, ser de dos lenguas, contar nuevas, menazar sin descreçión, prometer sin descreçión, dezir palabras ocçiosas, mucho fablar, especialmente en la yglesia, scurrilidat  que es fablar palabras vanas e locas que nueven a risa, dezir caçorrías e burlas e chufas, silençio sin descreçión que;si;no;no;infinitivo;;;
p1468 [Impreso del s. XVI (1542)] CÓRDOBA, FRAY MARTÍN DE, Jardín de nobles doncellas [España] [Félix García, Madrid, Ediciones Religión y Cultura, 1956] Educación;CÓRDOBA, FRAY MARTÍN DE;V;Jardín de nobles doncellas;p1468[Impreso del s. XVI (1542)] ;Educación;España;después en loor de la castidad fué acabada, ca la mujer de Asdrúbal, tomada y encendida la ciudad, como viese que los romanos la querían prender, tomó de cada lado dos hijuelos que tenía y echóse de alto en el fuego que ardía en su casa, y quiso más perecer que de los enemigos ser escarnecida su castidad.;transitivo;;;;;;
c1470 [s. XVI (1535)] ANÓNIMO, La demanda del Sancto Grial [España] [Adolfo Bonilla y San Martín, Madrid, Bailly-Baillière, 1907] Novela;ANÓNIMO;A;La demanda del Sancto Grial;c1470[s. XVI (1535)] ;Novela;España;"que tan gran cuyta vuo; e como vio a Gariete, dixo: «¡Ay Gariete, muerto me ha vuestro hermano, que me quito todos mis honbres buenos que tenia en mi casa!; e a lo menos, si fincasse comigo el linaje del rey Van, no auria tanto pesar, mas el me escarnecio todo, que no me fincara desta vez bueno ni mala». Quando Gariete esto oyo, no dezia nada, mas bien entendio que el rey dezia verdad. Aquel dia mando el rey Artur armar a Galaz, e quando fue armado, fueras del yelmo y escudo, e fue a oyr misa el y";transitivo;;;;;;
c1470 [s. XVI (1535)] ANÓNIMO, La demanda del Sancto Grial [España] [Adolfo Bonilla y San Martín, Madrid, Bailly-Baillière, 1907] Novela;ANÓNIMO;A;La demanda del Sancto Grial;c1470[s. XVI (1535)] ;Novela;España;que lo sepa aquella a quien yo tanto ame assi como sabeys». Estonce saco el espada de la vayna, e dixo: «Señora, por que yo tanto mal sofri e serui sienpre des que fue cauallero, ruego a Dios de amor, e sin falta sabed que assi os do yo el coraçon de vos no escarnecer e vos, que no auredes otro despues de mi muerte, si no fuere tan buen cauallero como yo, o mejor».;duda;;;;;;
c1470 [s. XVI (1535)] ANÓNIMO, La demanda del Sancto Grial [España] [Adolfo Bonilla y San Martín, Madrid, Bailly-Baillière, 1907] Novela;ANÓNIMO;A;La demanda del Sancto Grial;c1470[s. XVI (1535)] ;Novela;España;Lamorante, buen cauallero e de gran coraçon, e fijo de rey e reyna y de honbres de gran guisa, ¡como os mato mal aquel que vos mato!» E despues fueron de ynojos ante el monumento, e besaronlo, e dezian: «Señor cauallero, ¡que ventura mala os mato e a nos escarnecio quien a nos vos quito tan ayna!» E despues que ouieron su duelo muy grande fecho a marauilla, sacaron a Yuan de Cinel fuera, e ataronle las manos, y echaronle en la cueua, e tomaron leña seca y echaronla sobre Yuan de Cinel, e dieronle fuego, e ardio hasta que torno ceniza.;transitivo;;;;;;
c1470 [s. XVI (1535)] ANÓNIMO, La demanda del Sancto Grial [España] [Adolfo Bonilla y San Martín, Madrid, Bailly-Baillière, 1907] Novela;ANÓNIMO;A;La demanda del Sancto Grial;c1470[s. XVI (1535)] ;Novela;España;", que la lança hizo pieças, mas otro mal no le fizo. Y Erec, que era de gran fuerza, firiole tan reziamente, que dio con el en tierra, mas no le firio, e la lança bolo en pieças. E los que estauan en el canpo, quando esto vieron, comenzaron a escarnecer e a dar bozes de todas partes, que parecia truenos. Y quando Erec vio a Galuan, no lo conoscio, por las armas que tenia trocadas; ca mucho las canbiaua despues que entro en la demanda del santo Grial, y fuesse para el cauallo de Galuan, e subio en el, e dexo";si;no;no;infinitivo;;no reflexiva;
c1470 [s. XVI (1535)] ANÓNIMO, La demanda del Sancto Grial [España] [Adolfo Bonilla y San Martín, Madrid, Bailly-Baillière, 1907] Novela;ANÓNIMO;A;La demanda del Sancto Grial;c1470[s. XVI (1535)] ;Novela;España;otra parte tenialo por leal cauallero, e por mucho que le errasse, que no queria meter mano en el, porque eran ambos de la Tabla Redonda, e dixole: «¡Ay don Galuan! ¿e que es esto que dezis? E mienbrevos el juramento de la Tabla Redonda donde somos compañeros, e no vos escarnezcays ni vos confundays por vn tal honbre como yo, ca cierto si me matades, sereys perjuro e desleal, e jamas no auredes honrra si me matays tal qual agora so, mas desonrra e verguença vos ende verna, ca yo so llagado e ferido, e tanta sangre he perdida, que no he poder en mi;si;si;no;imperfectivo;animado;what;
c1470 [s. XVI (1535)] ANÓNIMO, La demanda del Sancto Grial [España] [Adolfo Bonilla y San Martín, Madrid, Bailly-Baillière, 1907] Novela;ANÓNIMO;A;La demanda del Sancto Grial;c1470[s. XVI (1535)] ;Novela;España;"esto fue el dia que Artur el pequeño fue baptizado. Y quando la madre de Artur el pequeño supo como su padre matara a su hermano della, no lo pudo callar, e dixole: «Cierto, padre, muy mal fezistes en en matar a mi hermano, e yo os fare por ende destruyr y escarnecer muy presto». Y el vuo miedo desta amenaza, que bien sabia que el rey Artur la preciaua tanto, que haria lo que le rogasse; y mas veya bien que merecia muerte. Y estonce dixo: «Fija, no me faras morir, ca yo matare ante a ti». Estonce saco";transitivo;;;;;;
c1470 [s. XVI (1535)] ANÓNIMO, La demanda del Sancto Grial [España] [Adolfo Bonilla y San Martín, Madrid, Bailly-Baillière, 1907] Novela;ANÓNIMO;A;La demanda del Sancto Grial;c1470[s. XVI (1535)] ;Novela;España;Assi que lo oyo el rey e los caualleros que estauan en el palacio, y fueron alla corriendo e abrieron la puerta. E quando entraron dentro, fallo el rey su fija sangrienta, y preguntole que quien assi la auia ferido, y ella le dixo: «Señor, esto me fizo mi hermano, que me escarnecio». «¿Y como? dixo el rey ¿yogo contigo?» «Si, dixo ella, a mal de mi grado». Y el rey fizo luego prender a su fijo, e fizolo meter en la prision, e dixo a su fija: «¿Yogo oy contigo?» «No, dixo ella,;transitivo;;;;;;
1471-1476 [finales del s. XV] GARCÍA DE SALAZAR, LOPE, Istoria de las bienandanzas e fortunas [España] [Ana María Marín Sánchez, Madrid, Corde, 2000] Historia;GARCÍA DE SALAZAR, LOPE;V;Istoria de las bienandanzas e fortunas;1471-1476[finales del s. XV] ;Historia;España;— Mátame con este tu cochillo por que non me maten estos non arcunandados * e non escarnescan de mí.;si;no;si;imperfectivo;animado;;
1471-1476 [finales del s. XV] GARCÍA DE SALAZAR, LOPE, Istoria de las bienandanzas e fortunas [España] [Ana María Marín Sánchez, Madrid, Corde, 2000] Historia;GARCÍA DE SALAZAR, LOPE;;Istoria de las bienandanzas e fortunas;1471-1476[finales del s. XV] ;Historia;España;E bolví yo por ver el saber, el enloquequier e el escarneçer qué le cunple al omne, pues que ha de ir en pos del Rey, que ya lo fizo. Vi yo que ay ventaja del saber a la locura, así como ay ventaja de la luz a la tiniebra: el sabio los sus ojos son en la su cabeza e el neçio en tiniebras anda. E;no;;;;;;
1471-1476 [finales del s. XV] GARCÍA DE SALAZAR, LOPE, Istoria de las bienandanzas e fortunas [España] [Ana María Marín Sánchez, Madrid, Corde, 2000] Historia;GARCÍA DE SALAZAR, LOPE;V;Istoria de las bienandanzas e fortunas;1471-1476[finales del s. XV] ;Historia;España;— Quítate del rey mientra está en sus fechos turbado, ca pocos son los que escarneçen la mar estando queda, quánto más quando sus ondas son tornadas por la deversidad de los tienpos. ¡O cómo es fermosa la obra que viene ante qu'el dicho!;transitivo;;;;;;
