EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;TEMA;PAIS;CONCORDANCIA;fecha;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
620;1987 VIZCAÍNO CASAS, FERNANDO, Isabel, camisa vieja [España] [Barcelona, Planeta, 1992] Novela;VIZCAÍNO CASAS, FERNANDO;Isabel, camisa vieja;1987;Novela;España;"Sus damas hacen tertulia a Isabel; hablan en voz baja, y en ocasiones ríen con mesura. Aprovechan los lanceros de la escolta el alto para descabalgar; los caballeros, todavía a distancia, comentan admirados la noble humildad de la reina. El fraile —nunca falta un fraile en los viajes— bebe a hurtadillas el vino de su bota. Y al rato, otra vez en marcha: que el rey aguarda";1987;si;no;no;imperfectivo;animado;;
621;1987 ZURRO, ALFONSO, Farsas Maravillosas [España] [Sevilla, Ediciones Jácara, 1987] Teatro;ZURRO, ALFONSO;Farsas Maravillosas;1987;Teatro;España;(La Lunar se lleva a Ricardito. Ríe feliz don Cosme, que se queda a solas con la Muerte).;1987;si;no;no;imperfectivo;animado;;
622;1988 CABALLERO, ERNESTO, Squash [España] [Madrid, Antonio Machado, 1989] Teatro;CABALLERO, ERNESTO;Squash;1988;Teatro;España;Piedad O sea, que hemos estado aquí como los fenómenos de feria, como dos payasos, haciendo por necesidad cosas que nos vienen muy difíciles porque no estamos acostumbradas como ellos. Y así se han estado. Partiéndose el culo de reír de nosotras, de tu Chiri, de mi Goyo y de su santa madre. Y todavía se creían que nos íbamos a matar por ese cochino dinero como si fuéramos gansters. ¡Qué canallada!... Y qué vergüenza.;1988;si;no;si;infinitivo;animado;;No es perífrasis, pero puede influir
623;1988 CACHO CORTÉS, JESÚS, Asalto al poder. La revolución de Mario Conde [España] [Madrid, Temas de Hoy, 1993] Negocios;CACHO CORTÉS, JESÚS;Asalto al poder. La revolución de Mario Conde;1988;Negocios;España;Don Pablo ríe para sus adentros.;1988;si;no;reflexivo;imperfectivo;animado;;
624;1988 CELA Y TRULOCK, CAMILO JOSÉ, Cristo versus Arizona [España] [Barcelona, Plaza y Janés, 1993] Novela;CELA Y TRULOCK, CAMILO JOSÉ;Cristo versus Arizona;1988;Novela;España;cinco años o sea que ya tenías edad para sentir el hierro y después te dejó en el hospicio de una lejana ciudad que nunca me quiso decir cuál era, tu padre me mandaba hacer porquerías con el caimán que era muy lujurioso, en eso parecía un carnero o un portugués, él le llamaba aligátor y se reía mucho, tu padre, cuando el jefe de la policía lo dejó medio muerto en la frontera, le había dado cien patadas y le estuvo escupiendo más de tres horas, se embarcó en el carguero Fool's Wedding, al poco tiempo le dieron las viruelas y el capitán mandó tirarlo al mar a veinte millas de Ankororoka;1988;si;si;no;imperfectivo;animado;;
625;1988 DIOSDADO, ANA, Los ochenta son nuestros [España] [Madrid, Antonio Machado, 1990] Teatro;DIOSDADO, ANA;Los ochenta son nuestros;1988;Teatro;España;en cambio que hiciera veinte años. Veinte años echándole de menos a todas horas, aunque haya ratos que no me acuerde de él. Y, sin embargo, pasó todo el mismo día. ¡Qué día! ¿no? Nunca pasa nada, y de pronto... (Se ríe divertida y se siente obligada a explicar.) Me río porque me estoy acordando de la cara que pusiste cuando te dije aquello: «Por favor, ¿quieres hacer el amor conmigo?» ¡Qué cara! «Por favor, ¿quieres hacer el amor conmigo?» ¡Para que alguno te hubiera hecho una foto!... ¡Qué día! Y eso que yo;1988;si;si;no;imperfectivo;animado;;
626;1988 HIDALGO, ISABEL, Todas hijas de su madre [España] [Madrid, Antonio Machado, 1990] Teatro;HIDALGO, ISABEL;Todas hijas de su madre;1988;Teatro;España;Até (Riendo socarrona.) Sí, eso desde luego es un gran inconveniente. Ya veo que has puesto música, ¿te gustan mis grabaciones?;1988;si;no;no;gerundio;animado;;
627;1988 HIDALGO, MANUEL, Azucena, que juega al tenis [España] [Madrid, Mondadori, 1988] Novela;HIDALGO, MANUEL;Azucena, que juega al tenis;1988;Novela;España;Sebas lo dice mucho: «material follable». Así define a las mujeres que le gustan cuando las ve en la calle y le parecen de fácil acceso. Hasta hoy me había reído de esa expresión. Hoy me ha sonado salvaje, intolerable. «Material follable.» ¿Es eso lo que alguien pensó de ti, Azucena? ¿Que estabas a tiro, que llevarte al catre era coser y cantar?;1988;si;si;si;perfectivo;animado;;
628;1988 JIMÉNEZ LOZANO, JOSÉ, El grano de maíz rojo [España] [Barcelona, Anthropos, 1989] Relatos;JIMÉNEZ LOZANO, JOSÉ;El grano de maíz rojo;1988;Relatos;España;Lo recordaban, ahora, hablando entre sí, los pastores viejos, sentados a una mesa del convite de bodas del zagalejo. Los platos humeantes de sopa ya habían sido agotados, y ahora se estaban sirviendo los corderos y cabritillos, y los jóvenes esposos reían y bromeaban con todos. El zagalejo se levantó de su asiento con un cuchillo y un tridente y se disponía a trinchar la carne sobre la fuente que estaba en la mesa de la presidencia, la suya, la de los novios y a la que también se sentaba el Reverendo Grundtvig. Pero, entonces, alzó;1988;si;no;no;imperfectivo;animado;;
629;1988 LIMÓN, ANTONIO, Andalucía, ¿tradición o cambio? [España] [Sevilla, Algaida, 1988] Desarrollo;LIMÓN, ANTONIO;Andalucía, ¿tradición o cambio?;1988;Desarrollo;España;"procesión va por dentro& raquo ; , repetido bajo múltiples formas en las letras de la música tradicional . Cuéntale al mundo tus dichas y no le cuentes tus penas que mejor es que te envidien que no que te compadezcan . Aunque el corazón te llore demuestra siempre alegría sufre sólo tus pesares pa(ra) que de ti no se rían . Cualquiera que tiene penas se le conoce en la cara , a mí me ahogaban las mías y nadie me las notaba . En el fuego de la fragua voy quemando mis pesares pa(ra) que la gente no sepa lo grande que son mis males";1988;si;si;si;imperfectivo;animado;;
630;1988 LLAMAZARES, JULIO, La lluvia amarilla [España] [Barcelona, Seix Barral, 1994] Novela;LLAMAZARES, JULIO;La lluvia amarilla;1988;Novela;España;recorriéndole la espalda, sostenía entre las suyas el bulto dolorido y tumefacto de mi mano. Desde el primer momento, comprendí quién era él. Pese a que nunca antes le había visto, desde el primer momento reconocí en su ceguera la oscuridad de la cuadra de la casa de Acín. Él me miró también, como si me conociera, y comenzó a reír. Era una risa áspera, seca, sin eco, nacida de una boca sin dientes ni garganta. Era una risa muerta que parecía brotar de las profundidades de la tierra y que estallaba en mi cerebro como si nunca más se fuera ya a acallar. Aterrado, con la mirada helada por el horror y por la;1988;si;no;no;infinitivo;animado;no_reflexiva;
631;1988 MARTÍNEZ MEDIERO, MANUEL, Las hermanas de Búfalo Bill cabalgan de nuevo [España] [Madrid, Fundamentos, 1989] Teatro;MARTÍNEZ MEDIERO, MANUEL;Las hermanas de Búfalo Bill cabalgan de nuevo;1988;Teatro;España;Amadeo No me divierte nada que os ríais de estas cosas... Otros países no tienen esa suerte.;1988;si;si;si;imperfectivo;animado;;
632;1988 MARTÍNEZ MEDIERO, MANUEL, Lola la divina [España] [Madrid, Fundamentos, 1989] Teatro;MARTÍNEZ MEDIERO, MANUEL;Lola la divina;1988;Teatro;España;(Después de dejarla un rato reír, Pepe Sigüenza se pone serio y se le quita la tartamudez.);1988;si;no;;;;semicausativa;
633;1988 MOLINA FOIX, VICENTE, La quincena soviética [España] [Barcelona, Anagrama, 1988] Novela;MOLINA FOIX, VICENTE;La quincena soviética;1988;Novela;España;Sepulcre llegó con un abrigo-capa negro de cuello de astracán y botones dorados, vestido, por lo tanto, de comediógrafo, y antes de que empezaran los discursos tuvo tiempo de contar en voz alta un chiste entresacado de sus comedias, que le rieron los novelistas del latifundio. Enseguida intervino con un fajo de papeles en la mano el camarada del comité ejecutivo Juan Anido, un apuesto hombre mayor de mucho pelo blanco que hablaba nuestro idioma con un deje gutural y alguna vacilación, como si lo estuviera a cada frase reencontrando.;1988;transitivo;;;;;;
634;1988 MONCADA, SANTIAGO, Entre mujeres [España] [Madrid, Antonio Machado, 1989] Teatro;MONCADA, SANTIAGO;Entre mujeres;1988;Teatro;España;Hortensia Dijo: «¡Vaya tropa de conejitos hambrientos!» (Ríe de nuevo.);1988;si;no;no;imperfectivo;animado;;
635;1988 MONTERO, ROSA, Amado Amo [España] [Madrid, Debate, 1988] Novela;MONTERO, ROSA;Amado Amo;1988;Novela;España;"Quesada repitiendo otra vez lo del maldito chucho? César ha enamorado a un perro; o bien: César ha enamorado a tu perro, Nacho. Tu perro se ha quedado prendado de César, aunque te parezca difícil; o quizá: Tu teckel ha descubierto por fin que César es un perro. ¿Por qué se reían todos tanto? Le parecía estar oyéndolos: El pobre César estará contento porque llevaba mucho tiempo sin tener éxito con nadie. ¿Lo había dicho? ¿Lo había dicho Nacho de verdad? ¿ Lo había escuchado César, lo había adivinado de sus labios? Y Paula, ¿ por qué le traicionaba y se reía";1988;si;si;no;imperfectivo;animado;;
636;1988 MUÑOZ CLARES, FUENSANTA, Onégeses. Los despojos de un sueño [España] [Murcia, Editora Regional de Murcia, 1988] Teatro;MUÑOZ CLARES, FUENSANTA;Onégeses. Los despojos de un sueño;1988;Teatro;España;EVANDRO (Riendo) No soy un diablo, Onégeses, lo sabes bien.;1988;si;no;no;gerundio;animado;;
637;1988 PEDRERO, PALOMA, El color de agosto [España] [Madrid, Antonio Machado, 1989] Teatro;PEDRERO, PALOMA;El color de agosto;1988;Teatro;España;Laura ¿Yo? (Se ríe.) No, hija... Dios mío, qué calor...;1988;si;si;no;imperfectivo;animado;;
638;1988 POZAS, VÍCTOR S., La Revolución Sandinista (1979-1988) [España] [Madrid, Revolución, 1988] Política;POZAS, VÍCTOR S.;La Revolución Sandinista (1979-1988);1988;Política;España;una excelente adaptabilidad de las poblaciones indígenas a su entorno ecológico, creando una relación hombre-naturaleza muy estrecha que fue rota de improviso... En segundo lugar el apoyo a las tradiciones ribereñas era un marco de referencia básico en el sistema de valores culturales que reforzaban la identidad étnica. Los recuerdos miskitos no podían concebirse sin su río que era vida, nacimiento, amor y muerte. En tercer lugar con el traslado se vio profundamente afectado el sistema de relaciones de parentesco, pues en la mayor parte de los casos las familias se dividieron entre los que se fueron a Honduras y los que aceptaron reubicarse. En cuarto lugar está todo el aspecto material;1988;no;;;;;;
639;1988 RIBERA, JAUME, La sangre de mi hermano [España] [Barcelona, Timun Mas, 1988] Novela;RIBERA, JAUME;La sangre de mi hermano;1988;Novela;España;— Vamos, hombre, no seas burro —se ríe Barna. Mira la deslucida chaqueta de su amigo—. Cuando necesite un confite en la trena, ya me las apañaré para que te manden allí por un delito contra la Higiene Pública.;1988;si;si;no;imperfectivo;animado;;
640;1988 TORRENTE BALLESTER, GONZALO, Filomeno, a mi pesar. Memorias de un señorito descolocado [España] [Barcelona, Editorial Planeta, S.A., 1993] Novela;TORRENTE BALLESTER, GONZALO;Filomeno, a mi pesar. Memorias de un señorito descolocado;1988;Novela;España;"regreso, en Villavieja del Oro, la gente empezó a mirarme de una manera rara, a causa de la versión que Belinha había dado, a sus amigas, del viaje; pero aquello duró, afortunadamente, poco, y digo afortunadamente porque los cuentos de Belinha habían llegado a oídos de mi padre, y mi padre se reía de mí. «Conque príncipe, ¿eh? ¡Anda, que no eres más que un vulgar Freijomil!» Y duró poco porque una mañana, al despertarse, a mi abuela le dio un vahído y cayó al suelo. La acostaron y esperaron a que volviera en sí, porque nadie se atrevía a";1988;si;si;si;imperfectivo;animado;;
641;1988 VÁZQUEZ-FIGUEROA, ALBERTO, Caribes (Cienfuegos 2) [España] [Barcelona, Círculo de Lectores S.A., 1990] Novela;VÁZQUEZ-FIGUEROA, ALBERTO;Caribes (Cienfuegos 2);1988;Novela;España;— ¡Si serás hijo de puta! —exclamó furibundo el enano amenazándole con el dedo el otro ojo—. ¡De mí no se ha reído nunca nadie que aún siga vivo! Te voy a sacar la piel a tiras como no me digas en el acto cuántos hombres venían contigo y dónde están.;1988;si;si;si;perfectivo;animado;;
642;1989 ALEGRE CUDÓS, JOSÉ LUIS, Locus amoenus [España] [Madrid, Hiperión, 1989] Novela;ALEGRE CUDÓS, JOSÉ LUIS;Locus amoenus;1989;Novela;España;labios de Leonardo D'Amaro. Y volvió a sonreír. Y sonrió de nuevo como si posase para una multitud de fotógrafos. Y anunció la sesión de carcajadas que seguirían. Y el anuncio se cumplió hasta la histeria. Le acompañé forzosamente, en tan infeliz orgía. Y además no pregunté. No quise saber de qué se reía amargamente un hombre que reconocía tener bien sujeta a la felicidad en persona.;1989;si;si;si;infinitivo;animado;;
643;1989 ALONSO DE SANTOS, JOSÉ LUIS, Pares y Nines [España] [Madrid, Primer Acto. Segunda época, 1989] Teatro;ALONSO DE SANTOS, JOSÉ LUIS;Pares y Nines;1989;Teatro;España;que me faltaba. Pues ya sabes lo que te toca: A partir de hoy tomas el puesto de Socorro. Así haces algo y te cansas durante el día, que eso es bueno. La fregona y todo lo demás está en el armario del cuarto de baño. (A Nines.) ¡Y tú no te rías, que no tiene gracia! Y apaga ese cacharro, que se calienta y se quema. ¿Tú no estabas en Egipto?;1989;si;si;no;imperfectivo;animado;;
644;1989 AMESTOY EGIGUREN, IGNACIO, Durango, un sueño. 1439. La utopía se acaba esta noche [España] [Madrid, Primer Acto. Segunda época, 1989] Teatro;AMESTOY EGIGUREN, IGNACIO;Durango, un sueño. 1439. La utopía se acaba esta noche;1989;Teatro;España;CARDENAL.— (Ríe.) Bufón, si un día ves correr, de verdad, mi sangre hacia la tierra, y mi alma tras ella, ¿qué harás?;1989;si;no;no;imperfectivo;animado;;
645;1989 APARICIO, JUAN PEDRO, Retratos de ambigú [España] [Barcelona, Destino, 1991] Novela;APARICIO, JUAN PEDRO;Retratos de ambigú;1989;Novela;España;Vidal rió también, una sonrisa resignada, como el que se rinde a la evidencia de su propio ridículo.;1989;si;no;no;perfectivo;animado;;
646;1989 ARMADA, ALFONSO, La edad de oro de los perros [España] [Madrid, Antonio Machado, 1996] Teatro;ARMADA, ALFONSO;La edad de oro de los perros;1989;Teatro;España;conmoción (el cambio de lo grotesco a lo trágico será tan rápido que no permitirá tomar aliento, predisponer el cerebro para el impacto)— no se quede indiferente. Que recuerde como recuerda un operado cuando se empiezan a disipar los vapores de la anestesia. Que se ría con esa risa terrible del que sufre cuando ríe porque las convulsiones le recuerdan la juventud de los puntos de sutura.;1989;si;si;no;imperfectivo;animado;;
647;"1989 BUERO VALLEJO, ANTONIO, Música cercana [España] [Iglesias, Luis; Paco, Mariano de, Madrid, Espasa Calpe, 1994] Teatro";BUERO VALLEJO, ANTONIO;Música cercana;1989;Teatro;España;Alfredo.— Hija, me faltabas tú. Si hubieras estudiado ciencias empresariales... (Sandra lo interrumpe con una estridente carcajada, se levanta y cruza.) No te rías. Al fin y al cabo, de ellas vives.;1989;si;si;no;imperfectivo;animado;;
648;1989 CARRERAS, JOSÉ, Autobiografía. Cantar con el alma. [España] [Barcelona, Ediciones B, 1989] Música;CARRERAS, JOSÉ;Autobiografía. Cantar con el alma.;1989;Música;España;que navegaba en alta mar, sumido en la contemplación de los rápidos cambios de matices que se producen al alba. A mi lado, mi hermano Alberto me contaba una historia que lamento no poder transcribir, como suele ocurrirnos a menudo con los sueños. En cualquier caso, tiene que haberse tratado de algo muy cómico, porque yo reía hasta saltárseme las lágrimas, y en ese momento me desperté. Mientras cenábamos, relaté mi sueño por la simple razón de que me despertaron mis propias carcajadas. Entre nosotros se encontraba un conocido nuestro, que interpreta muy bien los sueños, y al oírlo me explicó que resultaba muy positivo soñar con barcos, y más aún si éstos navegaban hacia;1989;si;no;no;imperfectivo;animado;;
649;1989 CONGET, JOSÉ MARÍA, Todas las mujeres [España] [Madrid, Alfaguara, 1989] Novela;CONGET, JOSÉ MARÍA;Todas las mujeres;1989;Novela;España;poner un supositorio, imprimía un leve pero perceptible contoneo a sus fofas nalgas y emprendía el culé, el culé, el culé en medio del estallido de felicidad de toda la familia. A mi delicada madre la he visto, con las facciones desencajadas por los espasmos, sujetarse la barriga como si fuera a parir, tanto se reía, y yo pensé que nunca podría perdonarle al tonto que, tras haberme hostigado mi madre toda la vida para hacerme distinguido, él la metamorfoseara en aquel animal borracho y grosero, en nada distinto a los otros que ella me había enseñado a despreciar.;1989;si;si;no;imperfectivo;animado;;
650;1989 DÍAZ ÁLVAREZ, JOSÉ R., Geografía del turismo [España] [Madrid, Editorial Síntesis, 1993] Turismo;DÍAZ ÁLVAREZ, JOSÉ R.;Geografía del turismo;1989;Turismo;España;"y sus denominaciones alcanzan renombre fuera de nuestras fronteras: la Costa Brava (Gerona), la Costa Dorada (Barcelona y Tarragona), la Costa del Azahar (Castellón y Valencia), la Costa Blanca (Alicante y Murcia), la Costa de Almería, la Costa del Sol (Granada y Málaga), la Costa de la Luz (Cádiz y Huelva), las Rías Bajas y Altas (Galicia) y la Costa Verde (Asturias), son claros ejemplos de la comercialización turística del litoral peninsular; las islas continúan siendo espacios reservados a los privilegiados.";1989;no;;;;;;
651;1989 GONZÁLEZ DURO, ENRIQUE, Las neurosis del ama de casa [España] [Madrid, Eudema, 1989] Mujer;GONZÁLEZ DURO, ENRIQUE;Las neurosis del ama de casa;1989;Mujer;España;investigaciones, los sociólogos de la familia: «los hijos pueden ejercer efectos destructivos sobre la satisfacción y la comunicación conyugal». En una encuesta americana realizada en 1970 por Boyd Rollins y Harold Feldman, el 42% de las esposas y el 44% de los maridos indicaron que, a comienzos de su matrimonio, por lo menos una vez al día se reían juntos, intercambiaban ideas estimulantes, hablaban tranquilamente y elaboraban juntos algún proyecto. Esa frecuencia disminuía con la llegada del primer hijo y decrecía ostensiblemente cuando los hijos llegaban a la edad preescolar. La existencia de sentimientos negativos y hostiles es reconocida en mayor proporción por las mujeres: el 47% de ellas (por el 37% de;1989;si;no;no;imperfectivo;animado;;
652;1989 GRANDES, ALMUDENA, Las edades de Lulú [España] [Barcelona, Tusquets Editores, 1995] Novela;GRANDES, ALMUDENA;Las edades de Lulú;1989;Novela;España;Mi hermano se rió, y no dijo nada más.;1989;si;si;no;perfectivo;animado;;
653;"1989 GUTIÉRREZ, JOSÉ LUIS; MIGUEL, AMANDO DE, La ambición del César. Un retrato político y humano de Felipe González [España] [Madrid, Temas de Hoy, 1989] Política";"GUTIÉRREZ, JOSÉ LUIS; MIGUEL, AMANDO DE";La ambición del César. Un retrato político y humano de Felipe González;1989;Política;España;General, tras desnudarse, se metió en el río, seguido de sus acompañantes y del enjambre de niños. Después del baño comieron en la escuela: tibias y humeantes vísceras vegetales de color blanco, que llamaban yuca, y cerdo frito. Poco después, ya de regreso, los visitantes se enterarían de que en aquel río, de vez en cuando, aparecían caimanes...»;1989;no;;;;;;
654;1989 HERNÁNDEZ, FELIPE, Naturaleza [España] [Barcelona, Anagrama, 1989] Novela;HERNÁNDEZ, FELIPE;Naturaleza;1989;Novela;España;"fino entramado de relaciones. Si Jacobo, al ser increpado por él, se desconcertaba y llegaba, inconscientemente, a aceptar su juego de preguntas y respuestas, más tarde, de manera ineludible pero en apariencia azarosa, sufría un accidente, quizás una insignificante broma: alguna vez —recordó— pudo observar cómo Elisa e Isabel, riendo y sin conceder importancia a su actividad, lo golpeaban con ramas en la cabeza y la cara hasta hacerlo sangrar; también había visto, sin inmutarse, cómo el niño, pese a su fuerza, aceptaba ser arañado, apedreado o tragar las hierbas e insectos que las niñas, jugando, le obligaban a comer...";1989;si;no;no;gerundio;animado;;
655;1989 MADRID, JUAN, Flores, el gitano [España] [Barcelona, Ediciones B, 1989] Novela;MADRID, JUAN;Flores, el gitano;1989;Novela;España;— ¿De qué te ríes tú, imbécil? —Loren se estaba enfadando.;1989;si;si;si;imperfectivo;animado;;
656;1989 MEMBA, JAVIER, Homenaje a Kid Valencia [España] [Madrid, Alfaguara, 1989] Novela;MEMBA, JAVIER;Homenaje a Kid Valencia;1989;Novela;España;»— Hágame caso. No beba con este borracho. »— Sirve una cerveza y sigue limpiando vasos— contesté, y finalmente me obedeció. El enano no había dejado de sonreír durante todo el incidente. »— Jamás se limpia las narices— me dijo. Lo pensé un momento y comprendí de qué se reía. Se tambaleó, y se habría caído de la silla si yo no le hubiera sujetado. »— Estoy volando bajo, amigo. Ya ni los camareros me respetan, ¿se ha fijado usted en la mujer que está cantando ahora? »Realmente yo no me había enterado de que alguien estuviera cantando, creía;1989;si;si;si;infinitivo;animado;;
657;1989 MENDIZÁBAL, RAFAEL, Mala yerba [España] [Madrid, Marsó-Velasco, 1989] Teatro;MENDIZÁBAL, RAFAEL;Mala yerba;1989;Teatro;España;BEGO.— (Se echa a reír) ¿Te imaginas si tu hermano me ve aparecer con la abuela?;1989;si;ambiguo;no;infinitivo;animado;posiblemente_reflexiva;
658;1989 OMAR, ALBERTO , Hoy me he levantado trascendente [España] [Madrid, Marsó-Velasco, 1989] Teatro;OMAR, ALBERTO ;Hoy me he levantado trascendente;1989;Teatro;España;FEDRA.— Miedo a mí.... a mi cuerpo... Miedo a mi cuerpo de mujer... (Silencio.) ¡Oh, divinidades, Hipólito, el hijo de Teseo, el nacido de un rey y una amazona.... es un...! (Ríe.) Ja, ja, ja, ja...;1989;si;no;no;imperfectivo;animado;;
659;1989 PEDRERO, PALOMA, Invierno de luna alegre [España] [Madrid, Fundamentos, 1987] Teatro;PEDRERO, PALOMA;Invierno de luna alegre;1989;Teatro;España;FELIX (Perplejo)Fíjate, Piña, lo que hay qué ver. (PIÑA ríe toscamente);1989;si;no;no;imperfectivo;animado;;
660;1989 PUÉRTOLAS, SOLEDAD, Queda la noche [España] [Barcelona, Planeta, 1993] Novela;PUÉRTOLAS, SOLEDAD;Queda la noche;1989;Novela;España;pavimentado de mármol blanco y profusamente decorado con divanes de terciopelo rojo, mesas bajas de madera lacada y plantas que surgían de enormes macetones, debía de ser tan sólo un anticipo, ya convertido en recuerdo, del esplendor de las fiestas privadas que debían haber tenido lugar en las habitaciones donde mujeres elegantemente vestidas habían bailado, reído o cantado, sosteniendo copas de champán ante la mirada complacida o codiciosa de sus anfitriones, mientras una nube de opio se extendía por la habitación e impregnaba la ropa de su fuerte olor.;1989;si;no;no;perfectivo;animado;;
661;1989 REINA, MARÍA MANUELA, Alta seducción [España] [Madrid, Antonio Machado, 1990] Teatro;REINA, MARÍA MANUELA;Alta seducción;1989;Teatro;España;(Ella no puede evitar emitir una risa breve que no llega a alcanzar el nivel de carcajada.) ¿Lo ves? Has picado. Es una frase que no falla. Las mujeres esperan que diga «tuve la sensación de que te conocía de siempre», les pillo de sorpresa y se ríen. Y después de la primera risa, ya no hay problemas.;1989;si;si;no;imperfectivo;animado;;
662;1989 SÁNCHEZ-OSTIZ, MIGUEL, La gran ilusión [España] [Barcelona, Anagrama, 1989] Novela;SÁNCHEZ-OSTIZ, MIGUEL;La gran ilusión;1989;Novela;España;"conocer bien esos circuitos extraños, chatarreros, cines en quiebra, en pueblecillos o en ciudades pequeñas, distribuidoras con gerentes improbables; compraba lo que podía, carteles, revistas, viejas máquinas inservibles... lo fue metiendo todo en una especie de hangar que queda a espaldas del cine. Ese sería el corazón del búnker. No me río, es que me acuerdo de los blokhaus de la costa. Una vez me hizo visitarlo. Lo hacía con un orgullo infantil. Me mostraba, con los ojos iluminados, enormes carteles de los años veinte en blanco y negro con alguna mancha de rojo desvaído, cajas de bobinas cubiertas de herrumbre, estaba orgulloso de";1989;si;si;no;imperfectivo;animado;;
663;1989 SASTRE, ALFONSO, Los últimos días de Emmanuel Kant contados por Ernesto Teodoro Amadeo Hoffmann [España] [Hondarribia (Gipuzkoa), Argitaletxe HIRU S.L., 1993] Teatro;SASTRE, ALFONSO;Los últimos días de Emmanuel Kant contados por Ernesto Teodoro Amadeo Hoffmann;1989;Teatro;España;Kant (con ojos ciegos, ve cosas muy extrañas: algo que pasa por la sala. Sus ojos están desmesuradamente abiertos. Algo dice, musita. Es, más o menos:) Procesión de fantasmas. (Lampe ríe)Pro-ce-sión. Pro... pro... pro... cesión. (Señala con el dedo a la sala)Pro...;1989;si;no;no;imperfectivo;animado;;
664;1990 ALONSO MILLÁN, JUAN JOSÉ, El guardapolvo [España] [Madrid, Marsó-Velasco, 1991] Teatro;ALONSO MILLÁN, JUAN JOSÉ;El guardapolvo;1990;Teatro;España;MACARENA.— (Se ríe.) ¡Uy! ¡Cuerpo! ¡Si la oyeran en Puerta Hierro...!;1990;si;si;no;imperfectivo;animado;;
665;1990 COLINAS, ANTONIO, Un año en el sur [España] [Barcelona, Seix Barral, 1990] Novela;COLINAS, ANTONIO;Un año en el sur;1990;Novela;España;— Me río porque, desgraciadamente, me recuerda a otra persona: a su marido. Si te digo la verdad, me ha amargado los ensayos. Ya sabes que, desde principios de curso, no veo bien a ese hombre. Y, por supuesto, él a mí tampoco. Es un pobre de espíritu. Te juro que;1990;si;si;no;imperfectivo;animado;;
666;1990 FAJARDO, JOSÉ MANUEL, La epopeya de los locos [España] [Barcelona, Seix Barral, 1990] Novela;FAJARDO, JOSÉ MANUEL;La epopeya de los locos;1990;Novela;España;"— Todo el mundo era amigo de todo el mundo —diría después Teresa Cabarrús, al recordar sus días en la prisión de La Force y a sus compañeros de encierro—. Algunos se sentaban por última vez en el banquete de la vida... y ofrecían riendo sus adioses eternos. Otras víctimas condenadas se recordaban unos a otros sus momentos de alegría. Las diversiones de la infancia presidían la espera de la muerte. En ocasiones se les veía remedar a sus verdugos con mil caricaturas que les hacían reconocibles; así, representando unas veces a los jueces y otras a las víctimas, aprendían";1990;si;no;no;gerundio;animado;;
667;1990 FERNÁNDEZ MARTÍNEZ, VÍCTOR M., Teoría y método de la arqueología [España] [Madrid, Síntesis, 1994] Arqueología;FERNÁNDEZ MARTÍNEZ, VÍCTOR M.;Teoría y método de la arqueología;1990;Arqueología;España;En el norte de España se conocen bastantes casos de cuevas con una estructura estratigráfica parecida a la de Cueva Morín: El Castillo (Santander), con niveles desde el Achelense hasta el Azilense, una de la secuencias más importantes de Europa, La Riera (Asturias), con estratos del Solutrense al Asturiense, etc.;1990;no;;;;;;
668;"1990 GALÁN, EDUARDO; GARCIMARTÍN, JAVIER, La posada del arenal [España] [Madrid, SGAE, 1994] Teatro";"GALÁN, EDUARDO; GARCIMARTÍN, JAVIER";La posada del arenal;1990;Teatro;España;Mateo Me haces cosquillas... Basta, basta... (Petra se está quieta)Me has hecho reír.;1990;si;no;;;;causativa;
669;1990 GALLEGO, CARLOS, Adelaida [España] [Madrid, Marsó-Velasco, 1990] Teatro;GALLEGO, CARLOS;Adelaida;1990;Teatro;España;TIMOTEO.— (Riendo.)¡Ya caigo!, te lo conté hace ya mucho tiempo. Pues es verdad, lo que tú dices... (Hace el mismo gesto con la mano.);1990;si;no;no;gerundio;animado;;
670;1990 GARCÍA MORALES, ADELAIDA, La lógica del vampiro [España] [Barcelona, Anagrama, 1990] Novela;GARCÍA MORALES, ADELAIDA;La lógica del vampiro;1990;Novela;España;. Provenían de la habitación contigua, del dormitorio de Mara. Agucé el oído cuanto me fue posible sólo con el fin de averiguar si el hombre que hablaba con ella era Alfonso. Efectivamente era él, reconocí su voz enseguida. A veces reían y eso fue lo que más excitó mi curiosidad. Deseaba saber por qué o de qué reían. Les había conocido tan poco inclinados a la risa que me pareció descubrir en ellos, de pronto, una dimensión nueva. Pero, aunque podía identificar sus voces, sus palabras sonaban confusas. Por otra parte, me avergonzaba de mi actitud, tratando de escuchar clandestinamente la conversación desde el otro lado del tabique. Decidí dormir de nuevo;1990;si;no;no;imperfectivo;animado;;
