BIBLIOGRAFÍA;CORDEMÁFORO;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
c1621-1630 QUEVEDO Y VILLEGAS, FRANCISCO DE, Grandes anales de quince días. Historia de muchos siglos que pasaron en un mes [España] [Victoriano Roncero López, Madrid, Castalia, 2005] Política;;QUEVEDO Y VILLEGAS, FRANCISCO DE;Grandes anales de quince días. Historia de muchos siglos que pasaron en un mes;c1621-1630;Política;España;"le pedía y acordándose de lo que le había aconsejado. Mas luego que se vio  excluido de la gracia, se arrojó a valerse de la determinación perezosa; escribió al cardenal se viniese a toda diligencia. Valiose para esto de la resolución del duque de Osuna a tiempo que el consejo fue delito, la diligencia burlada y la asistencia peligrosa. Y tuviera efecto la venida, si su majestad que hoy reina no se hiciera ejecutor de la voluntad de su padre, cosa que con una acción le mostró próvido, resuelto y obediente; con lo cual el duque cardenal padeció el ímpetu de los buenos deseos mal ordenados, y el duque";no;;;;;;
c1621-1630 QUEVEDO Y VILLEGAS, FRANCISCO DE, Grandes anales de quince días. Historia de muchos siglos que pasaron en un mes [España] [Victoriano Roncero López, Madrid, Castalia, 2005] Política;;QUEVEDO Y VILLEGAS, FRANCISCO DE;Grandes anales de quince días. Historia de muchos siglos que pasaron en un mes;c1621-1630;Política;España;España, recatando mi persona y mi sombra de todas las acciones en que el duque podía con la sequedad hacer a estos hombres espectáculo de mi  paciencia. Y con esta prevención avergonzose el auditorio malicioso que se había juntado para ver el estado de mi fortuna, y pude conmigo hacer que las prevenciones de sus odios se burlasen. Pedí licencia y víneme a Madrid dos años y medio antes que el duque, lastimado sólo con una voz que derramaban de que el duque estaba quejoso de mí, a que nunca respondí ni repliqué.;si;si;si;imperfectivo;inanimado;;
1622 QUEVEDO Y VILLEGAS, FRANCISCO DE, «Sueño de la muerte»(Sueños y Discursos) [España] [Madrid, Castalia, 2003] Relatos;;QUEVEDO Y VILLEGAS, FRANCISCO DE;Sueño de la muerte(Sueños y Discursos);1622;Relatos;España;Con todo eso, me pareció no despreciar del todo esta visión y darle algún crédito, pareciéndome que los muertos pocas veces se burlan, y que gente sin pretensión y desengañada más atiende a enseñar que a entretener.;si;si;no;imperfectivo;animado;;Yo creo que los muertos son animados
a1622 ARGUIJO, JUAN DE, Cuentos muy mal escritos [España] [Stanko B. Vranich, Valencia, Albatros Hispanofila, 1985] Relatos;;ARGUIJO, JUAN DE;Cuentos muy mal escritos;a1622;Relatos;España;Villafranca, truhán a quien llamavan Secretillo en la corte de el rey don Phelippe II, dio en burlarse mucho con un cavallero de Córdova que se llamaba don Egas Benegas, no el más advertido del mundo. Saliendo un día acompañando al rey de su aposento a la capilla, llamóle por su nombre mui alto: ¡Señor don Egas! ¡Señor don Egas! Sepa vuestra merced..., y paró en la;si;si;con;infinitivo;animado;;
a1622 ARGUIJO, JUAN DE, Cuentos muy mal escritos [España] [Stanko B. Vranich, Valencia, Albatros Hispanofila, 1985] Relatos;;ARGUIJO, JUAN DE;Cuentos muy mal escritos;a1622;Relatos;España;y pasando por allí un hidalgo del mismo lugar con su muguer y algunos deudos suiuos, quiso uer aquella casa, adonde alló a Riuera que ia conozía. Comenzó a ablar con él, y después de algunas preguntas díjole el loco que auía conozido a su padre, por señas que la Inquisizión le yzo una mala burla, después de la qual biuió en zierta parte bendiendo sardinas. Afligióse notablemente el ydalgo, mui colorado y arrepentido de auer entrado allí, temiendo tubiesen por verdaderas las señas los oyentes, y conoziendo su fatiga el loco añadió:;no;;;;;;
1622 GÓNGORA, LUIS DE, «Poesías de 1622»(Poesías) [España] [Madrid, Turner, 2000] Verso;;GÓNGORA, LUIS DE;Poesías de 1622(Poesías);1622;Verso;España;TOMANDO OCASIÓN DE LA MUERTE DEL CONDE DE VILLAMEDIANA, SE BURLA DEL DOCTOR COLLADO, MÉDICO AMIGO SUYO;si;si;si;imperfectivo;animado;;
1623 ALMANSA Y MENDOZA, ANDRÉS, «Cartas de 1623»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Cartas de 1623(Cartas y relaciones);1623;Testimonios varios;España;la tarde, salió su majestad por el parque con sus coches por la ribera del Manzanares hasta entrar en el sotillo de Santiago el Verde, que es un sitio muy agradable y de grande entretenimiento aquel día, por concurrir allí toda la corte a pie y a caballo y en coches, con grandes regocijos, bailes, burlas y fiestas, donde su majestad, y el príncipe y los infantes, y los señores que los acompañaban, se holgaron infinito.;no;;;;;;
1624-1635 QUIÑONES DE BENAVENTE, LUIS, «Los cuatro galanes»(Jocoseria) [España] [Madrid, Universidad de Navarra. Iberoamericana. Vervuert, 2001] Verso;;QUIÑONES DE BENAVENTE, LUIS;Los cuatro galanes(Jocoseria);1624-1635;Verso;España;"Matea Pues ¿es poco faltarme la bucólica? Mira, si me faltara un mes el ajigolio de la cara, o por mayor mancilla, las guedejas, el moño o la jaulilla, ya con el diablo fuera, que al fin son deudas con alguna espera; pero con el comer, poquitas burlas, porque a quien no ejercita la comida, le tienen puesta pena de la vida.";no;;;;;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;— ¡Oh cruel español, bárbaro como tu tierra! ¡Oh, el más falso de los hombres, a quien no iguala la crueldad de Vireno, duque de Selandia (que a la cuenta debía de ser esta dama leída en el Ariosto), ni todos los que olvidados de su nobleza y obligación dejaron burladas mujeres principales e inocentes! ¿Adónde vas y me dejas sin honra y sin ti, de quien ya solamente podía esperarla? Pues habiendo partido de mis ojos tan injustamente, no me queda de quien poder cobrarla, pues la prenda que me dejas, más me la quita y sólo podré deberle mi muerte, pues;no;;;;;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;que fueron causa, no mi liviandad sino tu gentileza, no mi libertad sino mi adversa fortuna! Que cierto será que estés ahora contando a otra más dichosa que yo, pero tan cerca de ser tan desdichada, las locuras que me has visto hacer y las penas que me has hecho sufrir. Pues no se burle ahora de mí la que te cree y te escucha, que presto me ayudará a quejarme de ti y, sabiendo quién eres, me disculpará porque te quise y me tendrá lástima porque te quiero.;si;si;si;imperfectivo;animado;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"Este fue el fin de Felisardo, ésta la desdicha por la honra; así quedaron sus pensamientos burlados y Silvia, criando aquella desdichada prenda suya, que si creciere, como en las comedias, tendrá vuestra merced la segunda parte. Entre tanto lea, ese epitafio o elogio a su desdicha:";no;;;;;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"Reparó el esclavo en el forastero y, algo celoso de Fenisa, quiso seguirle; pero Antandro le burló en una de las muchas calles estrechas de aquella ciudad y dio cuenta a Lisardo de que ya Laura sabría que él estaba en Sevilla.";transitivo;;;;;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"y pidiéndole que se la mostrase le preguntó al mismo tiempo cuánto quería por ella. El villano se la puso en las manos, viendo que quería tomarla a peso y le dijo el precio; pero apenas la tomó el caballero en ellas, cuando poniendo las espuelas al caballo se la quitó de los ojos. El labrador burlado, haciendo de la necesidad virtud y del agravio amistad, quedó diciendo: «Que le digo, señor, yo se la doy dada, cómasela de balde, cómala alegremente y acuérdese que se la he dado de mi voluntad, como a mi buen amigo». Esto se ha venido aquí de suerte que no era menester";no;;;;;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;Envío a vuestra merced el comento que hice al soneto impreso en la última página de mi Filomena, que en tanta variedad de opiniones fue necesario. Es cosa para burlarse de este siglo la facilidad con que muchos hablan en lo que no entienden. «Único bien» (llamaba Sócrates) a la ciencia y «único mal a la ignorancia». No se puede pensar cosa más bien dicha. Si estuviera la dificultad en la lengua (como ahora se usa), confieso que;si;si;si;infinitivo;animado;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"En un dragón alado se transforma Alcidamente, bárbaro poeta, sin agradarse Palas de su forma, que era Palas científica y discreta; un caballo feroz Tebandro informa, que ni a espuela ni a freno se sujeta; al extremo del monte alarga el paso, que quiere de sus cumbres ser Pegaso.  Por burlarse de todo (puesto en duda de Grecia si era Heráclito) Penteo, en jimio o cercopíteco se muda, gracioso en gestos y en acciones feo;  Euríloco, pidiendo al cielo ayuda, sale del monte al campo de Nereo, y embarcado, agradece a su templanza que le libró de tan cruel";si;si;si;infinitivo;animado;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"la noble gente amiga con tan horrible pena te castiga.  »""¿Eras el que sus rayos no temías?; ¿eras el que arrogante blasonabas?; ¿a un hombre como yo matar querías, y de los altos dioses blasfemabas? Mira si fueron necias tus porfías, mira con el poder que te burlabas, que por hacerla en tu soberbia fiera, te ha muerto con un rayo de madera.  »""Para Encélados fuertes y Tifontes toma Júpiter rayos de Vulcano; para el fuerte valor de Oromedontes toma la llama trífida en la mano; para ti, que eres fiera de estos montes, rayo de oliva fue mostrarse";si;si;con?;imperfectivo;animado;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"amorosa guerra más dicha por el agua que en la tierra.  Severo el griego a Circe entretenía, tan cortés y galán como discreto. ¡Ay del amor pagado en cortesía!, que no quiere el amor tanto respeto. Los infernales dioses maldecía desesperada Circe en lo secreto del alma, viendo su poder burlado de un hombre vivo, en hielo retratado.  Si en la caza tal vez, última prueba, quedaban de sus damas divididos, nunca de Eneas codició la cueva ni a Venus le pidió rayos fingidos; resistencia al amor, única y nueva, que enfrenar la virtud a los sentidos en tan dulce pasión es un";no;;;;;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"tal vez siendo la especie diferente, amarse y aun casarse; mas tú, ingrato, ni aun fiera quieres ser, que alguna siente; no fue Eneas ansí; mas ¿cómo trato de un ejemplo tan vil? ¡Ay! Nunca intente amarme tu crueldad; si has de dejarme, mejor es no quererme que burlarme.  »Mas aunque tú me pongas en olvido, ¿para qué quiero, ¡ay Dios!, que no me quieras, pues no faltara espada como a Dido, para matarme yo cuanto te fueras?; que ser de ti querida hubiera sido tan grande bien, aunque después te huyeras; que me fuera";transitivo;;;;;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"escultura valiente, que pudiera dejar a Praxiteles admirado y a cuantos celebró la edad primera, en una cueva, alrededor bañado de blanda lluvia que, surtiendo afuera, a las damas que miran, importuna, el fingido jazmín limpió de alguna.  Otras en una sala que pasean, de los conductos por secreta mina salen burladas, sin que el agua vean, con diverso elemento que el de Egina; otras la vista en una fuente emplean en mármol, tan perfecta y peregrina, que el agua que merece acompañarla se da prisa a correr para mirarla.  Cuál mira en un caballo, que pudiera temer Troya otra vez su falso trato, capaz";no;;;;;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"arroyos, que de blanca nieve el sol, a ruego de un verde valle, en agua los transformó; mal pagado y bien perdido (propia de amor condición, que obliga con los agravios, y con los favores no), estaba Silvio mirando del agua el curso veloz, corrido de que riendo se burle de su dolor.  Y como por las pizarras iba dilatando el son, a los risueños cristales dijo con llorosa voz: «Como no saben de celos ni de pasiones de amor, ríense los arroyuelos de ver cómo lloro yo. Si amar las piedras se causa de sequedad y calor, bien hace en reírse el";si;si;si;imperfectivo;inanimado;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"el Tajo abraza y besa fugitiva su corriente y a quien abril enlaza de verdes ramas la soberbia frente, y con dulce porfía entre ellas quiere descansar el día;  peñas que intenta el río romper con fuerza o ablandar con maña cuando su curso frío os bate airado, si dormido os baña, y vuestra resistencia se burla de su antigua diligencia,  oíd mis quejas tristes, lisonjas de estas mudas soledades. Ismeno soy, que vistes llorar agravios y cantar verdades cuando del monte al prado bajaba sus tristezas y ganado.  Estas verdes riberas que el Tajo baña por arenas de oro, las aves y las fieras, testigos de las";si;si;si;imperfectivo;inanimado;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;levanta a ver los montes, le canté mis penas, prestándome un arroyo su garganta.  No tuvo mis porfías por ajenas, siquiera por entonces, de acogida, ni por inútil prenda mis cadenas.  Mostrose con el tiempo agradecida. Quísome Celia. ¡Ay Dios, que sus finezas crecieron tan a costa de mi vida!  Burlando de sus troncos y firmezas, la vi escribir con mentirosa mano de aquestos verdes sauces las cortezas.  ¿Temió la siesta acaso en el verano, o el pardo rostro del lluvioso octubre, o el brazo airado del invierno cano?  Si amor entre estos pasos se descubre, quien despreciar la vio sus inclemencias;si;no;si;gerundio;animado;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;el verano, o el pardo rostro del lluvioso octubre, o el brazo airado del invierno cano?  Si amor entre estos pasos se descubre, quien despreciar la vio sus inclemencias ¿qué vio en el pecho que su engaño cubre?  Rendido de sus tiernas diligencias, vivió mi pecho de su amor seguro, burlando de amorosas competencias.  Guardada su inconstancia con el muro de mi seguridad y sus verdades, temí el suceso que llorar procuro.  Entonces a estas verdes soledades llegó Menandro, mayoral del Ebro, vestido de costosas novedades.   Yo mismo, como amigo, las celebro, y fuelo siempre, aunque fingido amigo, si;si;no;si;gerundio;inanimado;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"todo bien tuvieran, y así de no ayudarlos me pesaba; pero con obras tales sin razón se alegraban de mis males.  En las juntas que hacían trataban mis castigos, yo inocente; y si no les salían como ellos deseaban, felizmente, no por eso ofendidos estaban de mi mal arrepentidos.  Mas antes se burlaban, y con rabia los dientes apretando mi mal solicitaban;  pero, dime, Señor divino, ¿cuándo, para darme consuelo mirarás su maldad desde tu Cielo?  Restituye, piadoso, de su malignidad el alma mía, tu brazo poderoso la defienda también de la porfía de estos fieros leones, que un alma sola";si;si;no;imperfectivo;animado;;
1625 PARAVICINO, FRAY HORTENSIO, Sermón de Santa Isabel [España] [Francis Cerdán, Madrid, Castalia-Comunidad de Madrid, 1994] Religión;;PARAVICINO, FRAY HORTENSIO;Sermón de Santa Isabel;1625;Religión;España;extrañeza es que cuando sucedió el caso, en el Génesis dice el texto santo que se rió. San Pablo dice que cree, Moisés, que se ríe. * Y no hay cosa más lejos de crédito de un  ofrecimiento, que reírse de oírle hacer, porque es, no sólo dudar de la fe, sino burlarse de la promesa. Pues tan de fe es la risa como la fe. ¿Qué haremos? San Agustín, y con él San Ambrosio y Ruperto, lo componen con que no se rió de incrédulo, sino de gozoso: Non incredulitatis, sed exultationis iudicium fuit. * Prometióle Dios el hijo y adelantó tanto el cumplimiento;si;si;si;infinitivo;animado;;impersonal? Hay otro parecido que he puesto como animado, en los últimos 60 ejemplos
1625 ALMANSA Y MENDOZA, ANDRÉS, «Relación de 1625»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relación de 1625(Cartas y relaciones);1625;Testimonios varios;España;mandó que uno de cada cuadrilla de dos en quien estaba dudoso el juicio tornasen a la lid, y fueron don Luis Soler y don Carlos Copons. Hiciéronlo con tanto coraje que con razón dijo Jemes el turco, en tiempo de don Alonso, rey de Aragón y Nápoles, que aunque era poco para veras era mucho para burlas, si bien las burlas en las armas de los españoles siempre han sido veras. Tornaron los jueces al juicio y tornaron a la duda, y mandóse volver tercera vez al combate, y luego salió la sentencia con trompetas y pregonero en esta forma: el precio de la mejor cuadrilla, a Vallgornera,;no;;;;;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;De la entrada de Alcalá, patente y burlas que me hicieron por nuevo;no;;;;;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;"Ella, como me vio hacer extremos con tantas veras, turbóse algún tanto y dijo: — ""Pues, Pablos, ¿yo qué he hecho? Si te burlas, no me aflijas más"". — ""¡Cómo burlas, pesia tal! Yo no puedo dejar de dar parte a Inquisición, porque, si no, estaré descomulgado"". — ""¿Inquisición?"", dijo ella; y empezó a temblar. ""Pues ¿yo he hecho algo contra la fe";si;si;no;imperfectivo;animado;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;"Ella, como me vio hacer extremos con tantas veras, turbóse algún tanto y dijo: — ""Pues, Pablos, ¿yo qué he hecho? Si te burlas, no me aflijas más"". — ""¡Cómo burlas, pesia tal! Yo no puedo dejar de dar parte a Inquisición, porque, si no, estaré descomulgado"". — ""¿Inquisición?"", dijo ella; y empezó a temblar. ""Pues ¿yo he hecho algo contra la fe?"". ""Eso es lo peor"" —decía yo";no;;;;;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;"no puedo dejar de dar parte a Inquisición, porque, si no, estaré descomulgado"". — ""¿Inquisición?"", dijo ella; y empezó a temblar. ""Pues ¿yo he hecho algo contra la fe?"". ""Eso es lo peor"" —decía yo—; ""no os burléis con los inquisidores; decid que fuesteis una boba y que os desdecís, y no neguéis la blasfemia y desacato"". Ella, con el miedo, dijo: — ""Pues, Pablos, y si me desdigo, ¿castigaránme?"".  Respondíle: — ""No, porque sólo os absolverán"". —";si;si;con;imperfectivo;animado;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;Yo, que me vi ya mal con el ama, y que no la podía burlar, busqué nuevas trazas de holgarme, y di en lo que llaman los estudiantes correr o arrebatar. En esto me sucedieron cosas graciosísimas, porque, yendo una noche a las nueve —que anda poca gente—, por la calle Mayor, vi una confitería, y, en ella un cofín de pasas sobre el;transitivo;;;;;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;"¿Es posible"" —le dije yo— ""que hay matemática en eso?"". ""No solamente matemática"" —dijo—, ""mas teología,  filosofía, música y medicina"". — ""Esa postrera no lo dudo, pues se trata de matar en esa arte"". — ""No os burléis"" —me dijo—, ""que ahora aprendo yo la limpiadera contra la espada, haciendo los tajos mayores, que comprehenden en sí las aspirales de la espada"". — ""No entiendo cosa de cuantas me decís, chica ni grande"". — ""Pues este libro las dice"" —me respondió—";si;si;no;imperfectivo;animado;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;". Yo que vi que, de la camisa, no se vía sino una ceja, y que traía tapado el rabo de medio ojo, le dije: — ""Por Dios, señor, si v. m. no aguarda a sus criados, yo no puedo socorrerle, porque vengo también atacado únicamente"". — ""Si hace v. m. burla"" —dijo él, con las cachondas  en la mano—, ""vaya, porque no entiendo eso de los criados"".";no;;;;;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;"quiénes eran. Comenzó el marido a quererse informar del parentesco por menudo. Yo, porque no me cogiese en mentira, hice que me salía de enojado, votando y jurando. Tuviéronme, diciendo que no se tratase más dello. Yo, de rato en rato, salía muy al descuido diciendo: — ""¡Juan de Madrid! ¡Burlando es la probanza que yo tengo suya!"". Otras veces decía: — ""¡Juan de Madrid, el mayor! Su padre de Juan de Madrid fue casado con Ana de Acevedo, la gorda"". Y callaba otro poco.";si;no;no;gerundio;animado;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;"Comencé a dar gritos y a pedir confesión; y como no sabía lo que era —aunque sospechaba por las palabras que acaso era el huésped de quien me había salido con la traza de la Inquisición, o el carcelero burlado, o mis compañeros huidos...; y, al fin, yo esperaba de tantas partes la cuchillada, que no sabía a quién echársela; pero nunca sospeché en don Diego ni en lo que era—, daba voces: — ""¡A los capeadores!"". A ellas vino la justicia; levantáronme";no;;;;;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;, junta fiestas de toros y juego de cañas, y dice así: Ac super quadrigarum certamina Troiae lusum exhibuit praeterea Thessalos equites qui feros tauros per spatia cirei agunt inssiliuntque defessos et ad terram cornibus detraunt. No sólo los varones grandes, pero aun los muchachos y las mujeres toreaban, subiéndose sobre los mismos toros y burlándose de ellos. Séneca, libro 2, capítulo 31, De ira: Aspice elephantoriam jugo colla submissa, taurorum pueris pariter ac foeminis persultantibus terga impune calcari. Imitó  felizmente Marcial este lugar en el libro 5, epigrama 32:;si;si;si;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;En otro epigrama, hablando de Lauro, que al juego de la pelota, a que era aficionado, perdió su caudal y se quedó en pelota, se burla así:;si;si;no;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;Don Diego. Saladamente se burlaban con la vieja los mancebitos. Todo el mundo ha sido uno.;si;si;con;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;"Don Fernando. En los autores encontramos con esa costumbre. Petronio Arbitro: Cum Ascyltos gravatus tot malis in somnum laberetur, illa, quae injuria depulsa fuerat, puella totam faciem ejus fuligine longa perfricuit. Nonio Marcelo nos  asegura que fue juego y burla, y que lo mismo es tiznarle el rostro a uno que hacer burla de él y tenerlo por hombre ridículo: Sublevit significat illusit et pro ridiculo habuit; tractum a genere ludi, quo dormientibus ora pinguntur.";no;;;;;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;"Don Fernando. En los autores encontramos con esa costumbre. Petronio Arbitro: Cum Ascyltos gravatus tot malis in somnum laberetur, illa, quae injuria depulsa fuerat, puella totam faciem ejus fuligine longa perfricuit. Nonio Marcelo nos  asegura que fue juego y burla, y que lo mismo es tiznarle el rostro a uno que hacer burla de él y tenerlo por hombre ridículo: Sublevit significat illusit et pro ridiculo habuit; tractum a genere ludi, quo dormientibus ora pinguntur.";no;;;;;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;"Tales burlas como las dichas le hacían sus truhanes a Claudio, emperador de Roma, tirándole huesos de aceitunas al rostro, dándole humazo a las narices y poniéndole alguna cosa asquerosa en las manos para que, cuando despertase, se untase el rostro como es ordinario llevar las manos a él después de despiertos; y finalmente, otras";no;;;;;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;Atar los muchachos también al que está dormido, burla fue que los muchachos juguetones hicieron con el viejo Sileno. Virgilio, eglog. 6:;no;;;;;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;Fue tan común esta burla antiguamente como ahora, pues Marcial cautela su libro que no crea alabanzas fingidas, temiendo que después de ellas lo mantearían, lib. 1, epig. 4:;no;;;;;;
