BIBLIOGRAFÍA;AUTOR;TÍTULO;FECHA;CRITERIO;BLOQUE;MEDIO;SOPORTE;TEMA;PAÍS;ZONA;TIPOLOGÍA;NOTAS;CONCORDANCIA
López-Hermoso Agius, Luis: Todos somos Albert Camus. Madrid: Ediciones Antígona, 2010.;López-Hermoso Agius, Luis;Todos somos Albert Camus;2009;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;Se maneja la primera edición, publicada en 2010;Tu solidaridad es digna de aplauso, pero no sé si se trata más bien de una consecuencia de tu fama. Está bien que no temas al escándalo. Estás interpretando un papel, eres Camus, (Riendo con una risa trágica.) eres Camus... Eres un moralista y no puedes abandonarme... Y yo soy tu afortunada esposa... que tiene que compartirte con otras mujeres, que tiene que compartirte con la literatura, la filosofía, los editores, tus lectores, tus amigos, tus enemigos, tengo que
López-Hermoso Agius, Luis: Todos somos Albert Camus. Madrid: Ediciones Antígona, 2010.;López-Hermoso Agius, Luis;Todos somos Albert Camus;2009;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;Se maneja la primera edición, publicada en 2010;Oh, aunque en realidad me gustan las novelas románticas, leo un poco de todo, incluso hasta algo de filosofía... (Riendo.)... bueno, a veces no sé si comprendo del todo bien... (Se detiene y prosigue.) Una amiga me ha estado recomendando lecturas más serias... quiero elevar mi nivel cultural, y me ha comentado que este libro es bueno... La verdad es que tiene algo que me atrae...
López-Hermoso Agius, Luis: Todos somos Albert Camus. Madrid: Ediciones Antígona, 2010.;López-Hermoso Agius, Luis;Todos somos Albert Camus;2009;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;Se maneja la primera edición, publicada en 2010;Madame/Monsieur... (Se paran, se ríen, callan.)
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;CARLOTA.- Pues debes empezar a hacerlo... Y reír. Y sentir. Y amar...
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;Las tres se empiezan a reír.
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;"Rocío sale. Carlota agarra las manos de Ángela y ambas juegan al ""Maisefoyuti"". al acabar ríen como dos crías."
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;mis miedos... Y de cómo las drogas me quitan esos miedos. Claro que él me dirá que no puedo depender de ellas para ser feliz. Aunque a fin de cuentas, todo el mundo depende de algo o de alguien para ser feliz... Hasta él depende de sus pacientes... Si dejamos de ir a verle seguramente se reiría menos.... (Piensa) Mis miedos... Casi 50 años y sigo teniendo los mismos de cuando era una cría... Miedo a la soledad, a que nadie me quiera, a no ser lo bastante buena... Ay, qué coñazo. ¿Cómo consigue una olvidarse de sí misma y ser otra? Si pudiera
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;, Rocío, Carlota... De niña las adoraba... Y ahora que nos hemos vuelto a encontrar las adoro mucho más... No hay nada como la amistad para ver la vida de otra manera... Gracias a ellas me vuelvo a sentir tan bien... (Da una calada al porro) Pero tan bien... La amistad me hace reír, me hace ser feliz... ¿O serán las drogas... Quién sabe. Mejor me doy un jacuzzi y lo medito...
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;es más de lo que puede decir mucha gente... Yo sueño con un aquí te pillo aquí te mato, un pecado que cometes porque te da la real gana, un puñado de sueños que eres capaz de arrancarle a la almohada y colocar en mitad de la calle, para que todos los vean y se rían de ti... ¿Me estás oyendo, Carlota, cariño? Porque es precioso, pero precioso, lo que te estoy diciendo...
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;CARLOTA.- ¿Caerle bien? El que se va a caer es él... Y redondo, al suelo. Claro que, después se levantará y se reirá de nosotras en la cara.
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;ROCÍO.- Joder, siempre es mejor que se ría a la cara que no a nuestras espaldas...
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;CARLOTA.- Sí, burra... Por montar todo este lío... Estás loca perdida, pero me haces reír. Siempre te quise por eso...
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;"Rocío entra riéndose, falsa como ella sola, muy en plan ""risa de estrella""."
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;ROCÍO.- Que conste que yo tengo muchos amigos gays, ¿sabes? Me caen muy bien, todos tan simpáticos, todo el día riéndose y tan aseaditos, con su ropa tan apretadita...
Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;Fecha de publicación: fecha de descarga del texto fuente;CARLOTA.- ¿Que si me gusta José Ramón? (Se ríe)
Llano, Marga: «Juana». La Ratonera. Gijón: Oris Teatro, 2011.;Llano, Marga;La Ratonera;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;;Juana.- No sé, a veces, me pregunto cosas. ¿Sabes? Te vas a reír de mí pero, algunas veces, tengo ganas de disfrazarme de hombre e ir por ahí.
Llano, Marga: «Juana». La Ratonera. Gijón: Oris Teatro, 2011.;Llano, Marga;La Ratonera;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;;"con ojos de rana; que era la cara de la verdad la suya... ¡Y a ver quién podía no escucharla! Porque ella sabía lo que quería. Y al principio se calló; pero luego ya no se aguantó y empezó a decirlo... Y la gente, claro, lo normal era reírse. Pero después de un rato ya uno no se ríe y empieza a darle vueltas a las cosas..."
Llano, Marga: «Juana». La Ratonera. Gijón: Oris Teatro, 2011.;Llano, Marga;La Ratonera;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;;"la suya... ¡Y a ver quién podía no escucharla! Porque ella sabía lo que quería. Y al principio se calló; pero luego ya no se aguantó y empezó a decirlo... Y la gente, claro, lo normal era reírse. Pero después de un rato ya uno no se ríe y empieza a darle vueltas a las cosas..."
Llano, Marga: «Juana». La Ratonera. Gijón: Oris Teatro, 2011.;Llano, Marga;La Ratonera;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;;Juan.- (Riéndose.) ¡Me meo!
Llano, Marga: «Juana». La Ratonera. Gijón: Oris Teatro, 2011.;Llano, Marga;La Ratonera;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;;Juana.- (Riendo.) ¿Sois de verdad señor o estoy hablando con uno de mis ángeles?
Llano, Marga: «Juana». La Ratonera. Gijón: Oris Teatro, 2011.;Llano, Marga;La Ratonera;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;;Carlos.- ¡Ja! (Se ríe en su cara.)
Llano, Marga: «Juana». La Ratonera. Gijón: Oris Teatro, 2011.;Llano, Marga;La Ratonera;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;;PIERRE LANZA UNA CARCAJADA Y A JUANA, DESPUÉS, TAMBIÉN LE DA LA RISA. A DURAS PENAS, DE TANTO REÍR, PUEDE EL CHICO INCORPORARSE.
Navarro, Elvira: La ciudad feliz. Barcelona: Mondadori, 2009.;Navarro, Elvira;La ciudad feliz;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;XXV Premio Jaén de Novela;tenía todo tipo de cuadros que él era capaz de mirar durante largo rato hasta sentirse dentro. En realidad, no era tanto aquella fastuosidad algo kitsch lo que añoraba cuanto un espacio nuevo y reluciente, que había asociado a un cambio en su propio estatus. Sus amigos, que cada vez que pasaban por su destartalado asador se reían de puro asco, habrían de callarse, e incluso sentirían curiosidad, y hasta admiración, cuando hubieran hecho las obras y hubiesen pasado a ser un restaurante chino normal y corriente. Por otra parte, no sólo se trataba de la vergüenza, sino de algo más sutil. Tenía la esperanza de una ligereza imprecisa, como
Navarro, Elvira: La ciudad feliz. Barcelona: Mondadori, 2009.;Navarro, Elvira;La ciudad feliz;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;XXV Premio Jaén de Novela;"sencillamente no escucho; el mundo de los mayores no me pertenece, y para mí Julia y Chi-Huei son, por razones distintas, mis amigos más importantes del barrio. Julia es mi amiga del alma, con la que siempre estoy de acuerdo y formo equipo, y con la que más me río y más aficiones comparto. El chino Chi-Huei, en cambio, es algo así como mi primer novio, hecho este en el que influye que se trate del primer hombre ante el que tomo conciencia de mi propia desnudez. Poco después se nos unen Sandra, Iván, Ovidi y Silvana, y los siete"
Navarro, Elvira: La ciudad feliz. Barcelona: Mondadori, 2009.;Navarro, Elvira;La ciudad feliz;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;XXV Premio Jaén de Novela;"los fantasmas empiezan a ser una tontería de niños. «Te estás volviendo seria», me dice un día Julia, y en sus labios la acusación es grave. También los de la pandilla asisten extrañados a mi falta de entusiasmo, a mis continuos «Me aburro», a mi resistencia a correr y a reírme a carcajada limpia, como si temiera ser ruidosa o mancharme el pantalón. Empiezo a odiar el colegio, y a perder la capacidad de divertirme directamente, a través de lo que siempre me ha arrancado gritos de alegría. No sé en qué radica esta hostilidad; si es una reacción, un rencor secreto, o"
Navarro, Elvira: La ciudad feliz. Barcelona: Mondadori, 2009.;Navarro, Elvira;La ciudad feliz;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;XXV Premio Jaén de Novela;Me meto sin vacilar en el barrio chino, y camino hasta llegar a una plaza que, supongo, es una especie de centro. No tengo el valor de atravesarla, y me limito a asomarme. Hay una pelea a navajazos, y prostitutas muy feas, de edad indeterminada, enfermas, que se ríen al verme asomada.
"Pérez Vergara, Enrique; Ibáñez Pérez, Pablo: Los experimentos de Flipy ""el científico loco"". Madrid: Aguilar, 2009.";"Pérez Vergara, Enrique; Ibáñez Pérez, Pablo";"Los experimentos de Flipy ""el científico loco""";2009;Primera edición;No ficción;Escrito;Libro;Ciencias y tecnología;España;;Divulgación;;"Puedes poner cara de no saber qué está ocurriendo -tu público comenzará a reírse de ti, pero tú como si nada sucediera-, y entonces puedes frotarte las manos y decir: ""Es que el frasco necesita algo de cariño, como todo ser humano"", o cualquier otra frase ingeniosa que se te ocurra."
Sánchez, Juan: «Capítulo 9. Viralizar el mensaje». Sanagustín Fernández, Eva [ed.]: Del 1.0 al 2.0: claves para entender el nuevo marketing. www.clavesdelnuevomarketing.com: clavesdelnuevomarketing.com, 2009.;Sanagustín Fernández, Eva [ed.];Del 1.0 al 2.0: claves para entender el nuevo marketing;2009;Primera edición;No ficción;Escrito;Libro;Política, economía y justicia;España;;Divulgación;;"de estructura empresarial (por ejemplo, nuevos puestos como el de Community manager) o a nivel de campaña. No pienses en una campaña de boca a oído como algo ilógico y rompedor que no lleva estrategia detrás. En ocasiones se escucha que ""esto va a generar buzz"" porque hay un teaser, porque ha hecho reír al CEO o porque hay bloggers de por medio. Invierte en estrategia entendida como consecuencia de análisis y comprensión y no crees por crear. El marketing de spray and pray no funciona, no lances sin pensar y no deberás rezar."
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;oía conversaciones de Gigantes en el salón, con las arañas encendidas, las cortinas cerradas, ruido de copas y extrañas y casi sofocadas risas que para mí, entonces, eran únicamente sonidos guturales, ligeramente punzantes. Recuerdo ahora algo que entonces no sabía: yo, en mi primera infancia, además de no hablar no me reí nunca. Ignoraba lo que era la risa, y la verdad es que también a mis hermanos Jerónimo y Fabián tardé mucho en oírles reír. Ni siquiera cuando llegaban del colegio, entraban en el cuarto de estudio y vaciaban las carteras encima de la mesa. Ceñudos, incómodos consigo mismos, ya no demasiado
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;para mí, entonces, eran únicamente sonidos guturales, ligeramente punzantes. Recuerdo ahora algo que entonces no sabía: yo, en mi primera infancia, además de no hablar no me reí nunca. Ignoraba lo que era la risa, y la verdad es que también a mis hermanos Jerónimo y Fabián tardé mucho en oírles reír. Ni siquiera cuando llegaban del colegio, entraban en el cuarto de estudio y vaciaban las carteras encima de la mesa. Ceñudos, incómodos consigo mismos, ya no demasiado niños ni todavía hombres, en esa tierra de nadie que se llama adolescencia. Se enfrascaban en sus libros, rodaban lápices, se abrían y
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;veces, se levantaban y se enzarzaban en un simulacro de pelea —que acababa siempre sin vencido ni vencedor— y retornaban a sus estudios. O así lo parecía, de nuevo rodeados de lápices, cuadernos, gomas de borrar y algún que otro sacapuntas de hoja demasiado gastada. Pero nunca, entonces, les oí reírse. Cristina, por supuesto, quedaba muy lejos de estas cosas, encastillada en su habitación. Y sonreía.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;dije, hacía la travesía al revés, daba la vuelta a mi barco de papel, con sus noticias de jarabe para la tos, aceite de hígado de bacalao, píldoras para aumentar los senos y Cerebrino Mandri, y me dirigía a la cocina, porque sus habitantes de carne y hueso, ya ni siquiera se reían, dormían profundamente, e incluso podía oírse el zumbido de algún que otro ronquido a través de la puerta del llamado cuarto de las Tatas. Y en la cocina, también existía otro retazo del mundo en que yo habitaba. Andersen me había dicho que las tazas, las teteras, los tenedores y hasta las sartenes
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Se miraron y luego Fabián me preguntó el porqué, y yo conté la historia del ratón. Entonces, por vez primera, les vi reír. Jerónimo me sentó en sus rodillas, y me dijo: «No es un capitán, y no manda una compañía, sino un pelotón». Los dos estallaron en risas que me dejaron completamente asombrada, porque jamás, jamás, ni antes ni después, he oído algo semejante en aquella casa. Y Jerónimo me
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Pero se reían tanto, que no me lo creí.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;, en el pequeño garaje del «patio de los chóferes» (como yo lo llamaba), y empecé a intuir la causa del tono burlón y un tanto enigmático que empleaban Paco y los otros chóferes para referirse a él. Y por qué lo hacían con tanta frecuencia, y por qué se reían tanto. El mundo a mi entorno era un mapa lleno de laberintos, que había que ir descifrando poco a poco y paso a paso.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;entre dos hileras de acacias, descubrí a través de la ventanilla una familia de vencejos que descendían como flechas desde el cielo, lo cruzaban, y huían. Creo que fue ésa la primera vez que sentí algo parecido a la euforia. Una especie de grande y despreocupada libertad se levantaba dentro de mí, y tuve ganas de reírme sin saber muy bien por qué.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;al día siguiente, Eduarda se fue a sus Ruinas. Sin apenas despedirse, con Sagrario, y todas sus maletas, en el asiento trasero. Paco, en el patio, los vio marchar. Se reía mucho, todo lo que hacían Sagrario y Eduarda le hacía mucha gracia, aunque yo no comprendía por qué. Claro que la mayoría de las cosas que ocurrían a mi alrededor tampoco las entendía.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;queda mirando con esos ojos enormes tan quietos, tan fijos, que a veces me asustan..., no son ojos de niña... Y además, ¡qué falta de sensibilidad! Nada, lo que se dice nada le conmueve, nada le arranca una lágrima... ¡Hace tanto tiempo que no la he visto llorar ni reír! Ay, Dios mío, a veces pienso qué habremos hecho nosotros, qué mal habremos cometido para que Dios nos castigue con... este último coletazo (por decirlo de alguna manera), donde no hubo más que pasión... y nada de amor...
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Y salieron de la habitación mientras mamá —qué raro me parecía, una vez más, el mundo de los Gigantes— se reía a carcajadas. Como poquísimas veces la había oído (ni oiría luego) reírse.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Y salieron de la habitación mientras mamá —qué raro me parecía, una vez más, el mundo de los Gigantes— se reía a carcajadas. Como poquísimas veces la había oído (ni oiría luego) reírse.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Y de repente, sin que —al menos yo— se supiera por qué razón, empezaron los tres a reírse a carcajadas y a besarse, y luego cantaron.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;, y llevaba un delantal verde con rayas negras, y olía a merluza fresca. Cuando me veía me saludaba con un nombre que no me gustaba nada: «pequeñaja», y por eso no podía ser mi amigo, como el farolero, ni mi novio, como Paco, el chófer. Pero siempre se reía y me decía que cada día estaba más alta —lo que no era del todo verdad— y que «con esos ojos, vas a hacer mucho daño, ya verás». Yo no tenía interés en hacer daño a nadie —salvo a Margot, quizá— y eso me desconcertaba bastante.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Isabel se reía mucho con él, aunque siempre se peleaban. Él decía que estaba loco por ella y ella decía que estaba loco nada más. Pero yo notaba que había algo entre ellos, algo escondido y a la vez transparente que no conseguía entender, pero alegre, muy alegre. Con el panadero me ocurría algo especial. Sabía
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;, y los segundos le chupaban la sangre. Y todo esto lo decía a borbotones, y dando puñetazos en la mesa, hasta que Tata María se enfadaba con ella y le decía: «Pues buenos colores tienes en los mofletes, no te la habrán chupado tanto...». Y entonces ella e Isabel se echaban a reír y decían: «Anda, anda, que tú estás domesticada... y además ya no estás para novios, ni cosa que se le parezca..., ¿qué sabes tú de la vida? ». Tocante a los novios había una palabra, un denominador común: «bandidos». «Y ese bandido —añadía
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Pero me pareció que lo decía de una forma poco natural: algo así como si lo hubiera leído en alguna parte, por ejemplo un anuncio del periódico, y lo repitiera. Jerónimo y Fabián lo hacían, para divertirse, y no sé aún por qué razón se reían mucho repitiendo en voz alta, pongo por caso: «Pilules Orientales...» o «Aceite Inglés, todo el mundo sabe para lo que es...». Las personas mayores, incluso cuando aún no habían alcanzado el estrato de Gigantes, todavía eran un verdadero enigma.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Y los dos empezamos a reírnos tan fuerte que el matrimonio de ancianos que miraba la nieve, tras una mirada de falso reproche, sonrió.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Y era la primera vez que yo me reía, por lo menos con tantas ganas, y sentí como si dentro de mí algo estallara en mil pedazos, como si aquel montoncito de piedras que pesaba sobre mi corazón saltara por los aires. Y pensé: «Qué bueno es reírse...».
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Y era la primera vez que yo me reía, por lo menos con tantas ganas, y sentí como si dentro de mí algo estallara en mil pedazos, como si aquel montoncito de piedras que pesaba sobre mi corazón saltara por los aires. Y pensé: «Qué bueno es reírse...».
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Isabel empezó a reírse y me abrazó. Y mientras me abrazaba, me dijo al oído:
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;sus novios. Pero siguió viniendo por las tardes, a la hora de la plancha. Tata María, que venía también, pero sólo a cuidarme —lavarme, darme las medicinas y la comida— no a hacerme compañía, parecía muy divertida con aquellas visitas. Mientras me cambiaba el camisón, se reía bajito, y decía:
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;aquella mísera merienda de pan con higos secos, luego facturada a precio de caviar— y la tiraba al estanque del jardín, ante mis ojos, porque creía que me dolería, cuando sólo me asombraba. En aquel momento, regresó a mis oídos, casi físicamente, el coro adulador de las niñas buenas riéndose de mí. Me habían bautizado con el apodo de «la Enanita», en parte porque era mucho más menuda que ellas, y en parte porque era la menor, en años, de la clase. al parecer, no podían tolerar que alguien uno o dos años menor que ellas perteneciera a su clase
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Yo sorbía el chupito, despacio. Nunca hizo el efecto anunciado, pero en cambio tenía la virtud de hacernos reír a las dos, mirándonos, frente a frente, y sin saber muy bien por qué.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;volviendo a Isabel y nuestra alianza, recuerdo que empezó entonces una larga correspondencia —es un decir, porque la mayoría de las veces no era correspondida—. Espaciadamente (muy espaciadamente) llegaban respuestas. El cartero Cristián, que también aparecía por nuestra puerta, abanicaba el aire con la carta de Isabel, y se reía, escamoteándosela, como si fuera una enorme mariposa a punto de huir. Isabel se enfadaba y se reía a la vez mientras intentaba atraparla. al fin, Cristián se la daba. Era un hombrecito muy pequeño, con uniforme y gorra gris. Estaba muy pálido. Pero también se quería casar
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;de las veces no era correspondida—. Espaciadamente (muy espaciadamente) llegaban respuestas. El cartero Cristián, que también aparecía por nuestra puerta, abanicaba el aire con la carta de Isabel, y se reía, escamoteándosela, como si fuera una enorme mariposa a punto de huir. Isabel se enfadaba y se reía a la vez mientras intentaba atraparla. al fin, Cristián se la daba. Era un hombrecito muy pequeño, con uniforme y gorra gris. Estaba muy pálido. Pero también se quería casar con Isabel. En aquel tiempo yo creía que todos se querían casar con Isabel, desde Mario, pasando por el
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Fue después de la tarde en que, a pesar de que hacía mucho frío, bajamos al patio con Zar. Porque Paco nos decía que ya no le queríamos y que yo no quería ser su novia. Detrás de él, Anastasio se reía, pero Paco ponía cara de estar muy compungido. Era de mentirijillas, porque yo le conocía muy bien, y sabía que se estaba riendo por debajo del bigote.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;mucho frío, bajamos al patio con Zar. Porque Paco nos decía que ya no le queríamos y que yo no quería ser su novia. Detrás de él, Anastasio se reía, pero Paco ponía cara de estar muy compungido. Era de mentirijillas, porque yo le conocía muy bien, y sabía que se estaba riendo por debajo del bigote.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;Me incorporé en la cama, le tendí los brazos y, sin apenas saber cómo, estábamos abrazados, besándonos (muchos, muchos besos). Y al fin yo me aparté —o quizá él, no lo recuerdo bien—. Respirábamos con fuerza y nos mirábamos, y nos reíamos.
Matute, Ana María: Paraíso inhabitado. Barcelona: Ediciones Destino, 2009.;Matute, Ana María;Paraíso inhabitado;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;;Ficción;;"—¡Claro que sí, cariñito...! Te vas a disfrazar, porque la Isabel sabe mucho de disfraces. —Y aquí, ante mi asombro, las dos se echaron a reír; y parecían dos niñas, como si ninguna de las dos no tuviera edad, ni existiese calendario."
