"BIBLIOGRAFÍA";"AUTOR";"TÍTULO";"FECHA";"TEMA";"PAÍS";"CONCORDANCIA"
"1990 GARCÍA SOUBRIET, SONIA, Bruna [España] [Barcelona, Anagrama, 1990] Novela";"GARCÍA SOUBRIET, SONIA";"Bruna";1990;"Novela";"España";"caía de golpe en unos estados depresivos tan fuertes como su euforia. Enseguida se hizo amigo mío. A mí me gustaba ese humor agrio e insolente de Nacho, pero me asombraba que la vida, la cual yo consideraba una cosa tan seria, se pudiese enfocar desde un punto de vista cruel e irónico. Nacho se reía sin piedad de todo. Recuerdo la cara diabólica que ponía al hacer sus críticas. Me di cuenta de que, a pesar de mis ideas sobre la vida, ese sentido del humor encajaba perfectamente con el mío."
"1990 GALLEGO, CARLOS, Adelaida [España] [Madrid, Marsó-Velasco, 1990] Teatro";"GALLEGO, CARLOS";"Adelaida";1990;"Teatro";"España";"SERVANDO.— ¡Mierda de señoritos! (Para sí.)Así que andan asustados... asustados. (Ríe estentóreamente.)"
"1990 GALLEGO, CARLOS, Adelaida [España] [Madrid, Marsó-Velasco, 1990] Teatro";"GALLEGO, CARLOS";"Adelaida";1990;"Teatro";"España";"TIMOTEO.— (Riendo.)¡Ya caigo!, te lo conté hace ya mucho  tiempo. Pues es verdad, lo que tú dices... (Hace el mismo gesto con la mano.)"
"1990 GALLEGO, CARLOS, Adelaida [España] [Madrid, Marsó-Velasco, 1990] Teatro";"GALLEGO, CARLOS";"Adelaida";1990;"Teatro";"España";"SERVANDO.— (Riendo.)El hijo del ""adulón"", de tal palo tal astilla."
"1990 GALLEGO, CARLOS, Adelaida [España] [Madrid, Marsó-Velasco, 1990] Teatro";"GALLEGO, CARLOS";"Adelaida";1990;"Teatro";"España";"D. TOMÁS.— (A Servando.)No te deberías reír así de él, es un buen hombre."
"1990 LLAMAZARES, JULIO, El río del olvido [España] [Barcelona, Seix Barral, 1995] Novela";"LLAMAZARES, JULIO";"El río del olvido";1990;"Novela";"España";"La Mata de Curueño (el apellido es importante en este caso, pues, en el mismo río, aguas arriba, hay otra Mata, la de la Bérbula, junto a La Vecilla, de la que el viajero desciende y donde pasó, con su familia, los primeros veranos de su vida) extiende su apretado caserío a la derecha de la carretera, entre la orilla de ésta y la del río. Un camino de tierra conduce"
"1990 LLAMAZARES, JULIO, El río del olvido [España] [Barcelona, Seix Barral, 1995] Novela";"LLAMAZARES, JULIO";"El río del olvido";1990;"Novela";"España";"La vieja se ríe abiertamente, secundada por sus tres compañeras de costura. Es una mujer delgada, de facciones hermosas y piel extraordinariamente lisa, pese a que ya debe de andar por los setenta y muchos."
"1990 LLAMAZARES, JULIO, El río del olvido [España] [Barcelona, Seix Barral, 1995] Novela";"LLAMAZARES, JULIO";"El río del olvido";1990;"Novela";"España";"La vieja se pone en guardia al instante, aunque sin dejar de reírse:"
"1990 LLAMAZARES, JULIO, El río del olvido [España] [Barcelona, Seix Barral, 1995] Novela";"LLAMAZARES, JULIO";"El río del olvido";1990;"Novela";"España";"La vieja vuelve a reírse. Mira a sus compañeras de costura, que asisten sin intervenir a la conversación, claramente divertidas."
"1990 MÁRQUEZ, JORGE, Mientras que Némesis duerme [España] [Madrid, Fundamentos, 1990] Teatro";"MÁRQUEZ, JORGE";"Mientras que Némesis duerme";1990;"Teatro";"España";"macho que te hurgara en las entrañas; veríamos entonces que con las bocas llenas, (enfatizando sarcástica) las dos, se te iban del pensamiento tanta bobería y tanto plantarle cara al vendaval! (Atroz en su burla.)¿Quieres que te preste a mi Juanón para que te llene por lo menos una boca? (Ríe con falsas carcajadas.)"
"1990 MÁRQUEZ, JORGE, Mientras que Némesis duerme [España] [Madrid, Fundamentos, 1990] Teatro";"MÁRQUEZ, JORGE";"Mientras que Némesis duerme";1990;"Teatro";"España";"... Y festejaron aquellas malditas ocurrencias de Alonsa, no tanto—digo yo— por la gracia que tuvieran, sino por el mucho miedo y ahogo que todos habían pasado. Sí..., reían. Sólo la madre, fruncido el ceño, se afanaba en lavar la cara de Julián y vigilarle las calenturas que empezaban a entrarle. Y, bueno; ahora que recuerdo, tampoco Claudia sonreía: asida a Fernando por la cintura, intentaba alejar de sí los pensamientos que tanto le angustiaban. Ya se sabrá por"
"1990 MÁRQUEZ, JORGE, Mientras que Némesis duerme [España] [Madrid, Fundamentos, 1990] Teatro";"MÁRQUEZ, JORGE";"Mientras que Némesis duerme";1990;"Teatro";"España";"A lo que respondió Alonsa riendo como una loca."
"1990 MÁRQUEZ, JORGE, Mientras que Némesis duerme [España] [Madrid, Fundamentos, 1990] Teatro";"MÁRQUEZ, JORGE";"Mientras que Némesis duerme";1990;"Teatro";"España";"EL REY (Levantándose, se vuelve.)¿De qué os reís, malnacidos, en este momento de contrición, oración y devoción? (Siguen riendo, aunque reprimidos.)¡Callaos! ¡Callaos o mando cortaros la cabeza! (Súbito silencio: todo el mundo serio.)¡Arias! ¿Es que produce risa mi latín?"
"1990 PEDRERO, PALOMA, Noches de amor efímero [España] [Madrid, Marsó-Velasco, 1992] Teatro";"PEDRERO, PALOMA";"Noches de amor efímero";1990;"Teatro";"España";"FERNANDO Me has asustado. (Yolanda ríe.) A mí no me ha hecho ninguna gracia."
"1990 PEDRERO, PALOMA, Noches de amor efímero [España] [Madrid, Marsó-Velasco, 1992] Teatro";"PEDRERO, PALOMA";"Noches de amor efímero";1990;"Teatro";"España";"YOLANDA Sí, aquí, detrás del tobogán como los perros. (Se ríe.) Se nos llenó la ropa de barro. Y  a mí el culito... Culito chocolate cortado con leche."
"1990 PEDRERO, PALOMA, Noches de amor efímero [España] [Madrid, Marsó-Velasco, 1992] Teatro";"PEDRERO, PALOMA";"Noches de amor efímero";1990;"Teatro";"España";"YOLANDA (Se ríe.) Ah, ¿sí? Qué poca vista tienes."
"1990 PEDRERO, PALOMA, Noches de amor efímero [España] [Madrid, Marsó-Velasco, 1992] Teatro";"PEDRERO, PALOMA";"Noches de amor efímero";1990;"Teatro";"España";"FERNANDO (Se ríe.) ¡Lástima que ya esté casado! Eres una mujer brava, como a mí me gustan."
"12/02/1990 , Cambio 16, nº 951, 12/02/1990 [España] [Madrid, Grupo 16, 12/02/1990] Literatura";;"Cambio 16, nº 951, 12/02/1990";"12/2/90";"Literatura";"España";"—La alimentación y el descanso. Todo empieza por la alimentación y por dormir las horas necesarias, a fin de dotarte de una excelente salud. A partir de entonces, puedes practicar algún deporte, con moderación, hasta sudar. Porque sudar y reír, sobre todo reír, es fundamental para el cuerpo y desencadena, como el llorar, unos mecanismos muy buenos para el físico."
"12/02/1990 , Cambio 16, nº 951, 12/02/1990 [España] [Madrid, Grupo 16, 12/02/1990] Literatura";;"Cambio 16, nº 951, 12/02/1990";"12/2/90";"Literatura";"España";"—La alimentación y el descanso. Todo empieza por la alimentación y por dormir las horas necesarias, a fin de dotarte de una excelente salud. A partir de entonces, puedes practicar algún deporte, con moderación, hasta sudar. Porque sudar y reír, sobre todo reír, es fundamental para el cuerpo y desencadena, como el llorar, unos mecanismos muy buenos para el físico."
"12/02/1990 , Cambio 16, nº 951, 12/02/1990 [España] [Madrid, Grupo 16, 12/02/1990] Literatura";;"Cambio 16, nº 951, 12/02/1990";"12/2/90";"Literatura";"España";"—¿Cree que debería enseñarse a reír en las escuelas?"
"19/02/1990 , Cambio 16, nº 952, 19/02/1990 [España] [Madrid, Grupo 16, 19/02/1990] Actualidad";;"Cambio 16, nº 952, 19/02/1990";"19/2/90";"Actualidad";"España";"—¿Se ríe de sí misma o se toma muy en serio?"
"21/05/1990 , Tiempo, 21/05/1990 [España] [Madrid, Ediciones Tiempo, 21/05/1990] Música";;"Tiempo, 21/05/1990";"21/5/90";"Música";"España";"culpa, es cosa de la gente, un movimiento colectivo europeo hacia la horterez y hacia el dinero en el peor sentido de la palabra. No en el que vale para producir felicidad, sino para comprar cosas con marca. Por eso en esa canción del muro hablo de mi perplejidad. No sé si será para reír o para llorar, porque, ¿qué va a pasar? Lo de la Unión Soviética me parece muy peligroso. Cuando se desequilibre el poder, ¿quién les va a vender las armas a los negros?"
"1990 ALONSO MILLÁN, JUAN JOSÉ, El guardapolvo [España] [Madrid, Marsó-Velasco, 1991] Teatro";"ALONSO MILLÁN, JUAN JOSÉ";"El guardapolvo";1990;"Teatro";"España";"JULIO.— (Ríe estúpidamente.) Eso es cierto. Hasta el Boletín Oficial del Estado."
"1990 ALONSO MILLÁN, JUAN JOSÉ, El guardapolvo [España] [Madrid, Marsó-Velasco, 1991] Teatro";"ALONSO MILLÁN, JUAN JOSÉ";"El guardapolvo";1990;"Teatro";"España";"MACARENA.— (Se ríe.) ¡Uy! ¡Cuerpo! ¡Si la oyeran en Puerta Hierro...!"
"1990 ALONSO MILLÁN, JUAN JOSÉ, El guardapolvo [España] [Madrid, Marsó-Velasco, 1991] Teatro";"ALONSO MILLÁN, JUAN JOSÉ";"El guardapolvo";1990;"Teatro";"España";"MACARENA.— ¿Sabes que me ha llamado cuerpo? (Ríe.) ¡Se lo tengo que contar a Pitita, mañana mismo! (Ríe.) ¡Comienza el examen!"
"1990 ALONSO MILLÁN, JUAN JOSÉ, El guardapolvo [España] [Madrid, Marsó-Velasco, 1991] Teatro";"ALONSO MILLÁN, JUAN JOSÉ";"El guardapolvo";1990;"Teatro";"España";"MACARENA.— ¿Sabes que me ha llamado cuerpo? (Ríe.) ¡Se lo tengo que contar a Pitita, mañana mismo! (Ríe.) ¡Comienza el examen!"
"15/10/1990 , Tiempo, 15/10/1990 [España] [Madrid, Ediciones Tiempo, 15/10/1990] Deportes";;"Tiempo, 15/10/1990";"15/10/90";"Deportes";"España";"— La gente se ríe de usted, señor Gil..."
"15/10/1990 , Tiempo, 15/10/1990 [España] [Madrid, Ediciones Tiempo, 15/10/1990] Deportes";;"Tiempo, 15/10/1990";"15/10/90";"Deportes";"España";"— Bueno, yo creo que la gente no se ríe de mí. Otra cosa es que represento distintos papeles, porque tengo un sentido del humor muy particular. Es ese sentido del humor práctico del pueblo llano, que es el que me entiende y que esta conmigo."
"1990 MONCADA, SANTIAGO, El hombre del Taj Mahal [España] [Madrid, SGAE, 1993] Teatro";"MONCADA, SANTIAGO";"El hombre del Taj Mahal";1990;"Teatro";"España";"No me despedí ni de la chica del tercero ni de mi padre. Me fui con las manos en los bolsillos vacíos y la decisión de triunfar bien metida en la cabeza. Al pasar ante el escaparate de la tienda vi a mi padre detrás de la máquina registradora, entregando el cambio a una clienta gorda y haciéndole reír. Nos miramos a través del cristal y yo le dije adiós para siempre con la mirada y él supo que me iba y que quizá no me volvería a ver. Algo me hizo esperar cinco segundos. Cinco segundos contados. Uno, dos, tres, cuatro, cinco... Es mucho tiempo. Si hubiera corrido hacia mí para"
"1990 MONCADA, SANTIAGO, El hombre del Taj Mahal [España] [Madrid, SGAE, 1993] Teatro";"MONCADA, SANTIAGO";"El hombre del Taj Mahal";1990;"Teatro";"España";"Non, rien de rien. Non, je ne regrette rien... Es curioso: cuando la recuerdo, no me viene a la memoria el primer día que llamé a su puerta, ni cuando comenzó a desabotonarse la blusa en su dormitorio... No, la veo siempre subiendo la escalera y llevando unos libros. Un niño de ocho años va detrás. Siempre recuerdo su sonrisa divertida"
"1990 MONCADA, SANTIAGO, El hombre del Taj Mahal [España] [Madrid, SGAE, 1993] Teatro";"MONCADA, SANTIAGO";"El hombre del Taj Mahal";1990;"Teatro";"España";"EDUARDO ¡Qué sorpresa! ¡Eres capaz de reír!"
"1990 MONCADA, SANTIAGO, El hombre del Taj Mahal [España] [Madrid, SGAE, 1993] Teatro";"MONCADA, SANTIAGO";"El hombre del Taj Mahal";1990;"Teatro";"España";"mientras relamíamos los huesecillos, les dije: ""Algún día, pronto, podré comprar una red ferroviaria entera si me da por ahí, y cenar en el restaurante más caro del mundo, con una botella de vino que valga veinte mil dólares, si tengo ese capricho."" El viejo eructó con dignidad y me contestó  riendo: ""Podrás encargar los manjares más exquisitos, pero nunca, nunca tendrás tan buen apetito como esta noche..."" Y fue cierto. Jamás olvidaré aquella cena ni el pitido del mercancías acercándose en la noche en medio de la lluvia..."
"1990 TRÍAS, CARLOS, El encuentro [España] [Barcelona, Tusquets, 1990] Novela";"TRÍAS, CARLOS";"El encuentro";1990;"Novela";"España";"Le pregunté si Hermenegildo estaba enfermo y ella me miro sorprendida. ¿Enfermo el español? Se echó a reír. Algunas mañanas le había visto un poco pálido, pero no hacía falta ser un lince para adivinar el origen del mal: estaba solo y necesitaba distraerse. Lo dijo mirándome de reojo y con cierto tono de reproche, como si yo fuera la responsable de su soledad. Comprendí que por ese camino no sacaría nada en"
"1990 JIMÉNEZ SALAS, JOSÉ A., «El entorno geológico de las obras públicas»(Historia de la geología) [España] [, , ] Geología";"JIMÉNEZ SALAS, JOSÉ A.";"El entorno geológico de las obras públicas(Historia de la geología)";1990;"Geología";"España";", en el Instituto de Minas de Leningrado, una cátedra con el mismo nombre. Pero Sergeev no podía ignorar, al menos, que Stini, siete años antes, había publicado su ""Technische Geologie"" (Viena, 1922), y regentaba una cátedra con nombre y alcance equivalentes. Sergeev parece desconocer, además, el libro de H. Ries y T. L. Watson, publicado en Nueva York en 1914 y titulado precisamente ""Engineering Geology"" del que se hicieron posteriormente al menos otras dos ediciones."
"1990 JIMÉNEZ SALAS, JOSÉ A., «El entorno geológico de las obras públicas»(Historia de la geología) [España] [, , ] Geología";"JIMÉNEZ SALAS, JOSÉ A.";"El entorno geológico de las obras públicas(Historia de la geología)";1990;"Geología";"España";"del cual el autor dedica un recuerdo a su predecesor en la cátedra, ""cuyo método de exposición he seguido"", y, en la nutrida bibliografía que cita, existe un apartado de ""Aplicaciones a la Ingeniería"", con dieciocho títulos, entre los que encontramos, el libro de Inchaurrandieta, así como el de Ries y Watson, antes citados. Reanudadas las clases en la Escuela en 1939, se hizo cargo de la cátedra D. Clemente Saenz, personalidad que merece mayor espacio que el que puedo dedicarle en este momento. Me limitaré a decir que su influencia sobre una generación de ingenieros fue decisiva, despertando vocaciones por la Geología Aplicada y"
"1990 JIMÉNEZ SALAS, JOSÉ A., «El entorno geológico de las obras públicas»(Historia de la geología) [España] [, , ] Geología";"JIMÉNEZ SALAS, JOSÉ A.";"El entorno geológico de las obras públicas(Historia de la geología)";1990;"Geología";"España";"Sociedades están coordinadas por un Secretariado residente en Bélgica, que asegura la intercomunicación y la coordinación de los programas. Vemos, pues, que la Geología Aplicada está hoy respaldada por tres activas y poderosas Sociedades, con unos 35.001 miembros repartidos por todos los Continentes, cumpliéndose así la afirmación contenida en el prólogo del libro de Ries y Watson de que nadie duda hoy de su necesidad y eficacia."
"1990 JIMÉNEZ SALAS, JOSÉ A., «El entorno geológico de las obras públicas»(Historia de la geología) [España] [, , ] Geología";"JIMÉNEZ SALAS, JOSÉ A.";"El entorno geológico de las obras públicas(Historia de la geología)";1990;"Geología";"España";"Sería hoy difícil encontrar alguien que niegue la utilidad de la Geología Aplicada, entendida en la primera acepción de las discutidas al principio. Existe un respaldo general al juicio expresado ya por Ries y Watson en el prólogo de su libro:"
"19/11/1990 , Tiempo, 19/11/1990 [España] [Madrid, Ediciones Tiempo, 19/11/1990] Literatura";;"Tiempo, 19/11/1990";"19/11/90";"Literatura";"España";"«ES FUNDAMENTAL REÍRSE DE UNO MISMO»."
"19/11/1990 , Tiempo, 19/11/1990 [España] [Madrid, Ediciones Tiempo, 19/11/1990] Literatura";;"Tiempo, 19/11/1990";"19/11/90";"Literatura";"España";"— ¿Usted se ríe de sí mismo?"
"1990 MÁRQUEZ, JORGE, Hernán Cortés [España] [Madrid, Fundamentos, 1990] Teatro";"MÁRQUEZ, JORGE";"Hernán Cortés";1990;"Teatro";"España";"MARQUÉS Y huido, conde; vencido y huido. (Ríen. Se sienta, no sin dificultad, entre el vizconde y el barón.)Definitivamente, este viejo esqueleto mío y yo no conseguimos ponernos de acuerdo en la edad, y parece que he de terminar por darle la razón."
"1990 MÁRQUEZ, JORGE, Hernán Cortés [España] [Madrid, Fundamentos, 1990] Teatro";"MÁRQUEZ, JORGE";"Hernán Cortés";1990;"Teatro";"España";"baile, con desatención y hasta teniendo la mente en otros negocios; y ¿qué se puede esperar de esto?; yo os lo diré: escarceos de mocedad en los que, cuando quieren darse cuenta, el contrario se ha retirado a otros frentes, aburrido por la falta de entusiasmo en las huestes enemigas (ríen todos).No, no os riáis, que bien estudiado tengo el terreno, y fe doy de que es tal como os lo cuento."
"1990 MÁRQUEZ, JORGE, Hernán Cortés [España] [Madrid, Fundamentos, 1990] Teatro";"MÁRQUEZ, JORGE";"Hernán Cortés";1990;"Teatro";"España";"mente en otros negocios; y ¿qué se puede esperar de esto?; yo os lo diré: escarceos de mocedad en los que, cuando quieren darse cuenta, el contrario se ha retirado a otros frentes, aburrido por la falta de entusiasmo en las huestes enemigas (ríen todos).No, no os riáis, que bien estudiado tengo el terreno, y fe doy de que es tal como os lo cuento."
"1990 MÁRQUEZ, JORGE, Hernán Cortés [España] [Madrid, Fundamentos, 1990] Teatro";"MÁRQUEZ, JORGE";"Hernán Cortés";1990;"Teatro";"España";"MARQUÉS Lo creerán, conde, lo creerán; mas, si dudaran, aún pueden comprobarlo por sí mismas. Pero en tanto esas puertas continúen cerradas a la curiosidad femenina, creedme vos que es razón de salud, a esta mi edad, no sacrificar la postura por la apostura. (Ríen. Paciente.)Señores.... mis huesos y yo a bien tendríamos seguir siendo centro de vuestra mordacidad, si vos a bien tuvierais hacernos centro de vuestras atenciones; tened, pues, la atención de pedir un poco más de vino para este viejo moribundo, por si con ello alcanzo recobrar algo de los jugos que"
"1990 POMBO, ÁLVARO, El metro de platino iridiado [España] [Barcelona, Anagrama, 1993] Novela";"POMBO, ÁLVARO";"El metro de platino iridiado";1990;"Novela";"España";"traes eso!: Dice que va a quitar la mancha con harina. ¡Pero si no es una mancha, si es que se ha quemado! La niña recubre lo quemado todo con harina, sacude la camisa y la camisa estaba igual que estaba antes de quemarse...» Daba igual que Virginia y María se rieran oyendo contar este milagro. El aña Rosi no tenía sentido del ridículo. Y era inútil tratar de hacerla ver que aquello era imposible y que probablemente había mezclado dos acontecimientos caseros diferentes: en uno, María es una niña muy pequeña que acaba de entrar en el cuarto de  plancha con un paquete de harina en la"
"1990 POMBO, ÁLVARO, El metro de platino iridiado [España] [Barcelona, Anagrama, 1993] Novela";"POMBO, ÁLVARO";"El metro de platino iridiado";1990;"Novela";"España";"sin añadir nunca comentarios. No daba la impresión de darse cuenta del efecto que causaba en sus oyentes. Además de carecer del sentido del ridículo en todo lo referente a la niñez de María, el aña Rosi carecía de sentido del absurdo. Curiosa era también la desenfadada relación que la propia María tenía con las historias del aña; aparte hacerla reír a carcajadas, jamás advirtió Virginia el menor rubor o el más mínimo sobrecogimiento en su amiga. Y aquí Virginia, en esto del sobrecogimiento, se sentía invariablemente confusa, lo mismo a sus veintitantos años que la primera vez que oyó contar esos cuentos. Había uno en particular que siempre recordaba y que había oído repetir casi"
"1990 POMBO, ÁLVARO, El metro de platino iridiado [España] [Barcelona, Anagrama, 1993] Novela";"POMBO, ÁLVARO";"El metro de platino iridiado";1990;"Novela";"España";"sólo por varios floreros de distintos tamaños atestados de gigantescas ramas verdes. El hijo del portero, en camiseta, en jarras y con la cabeza ladeada, contemplaba pensativo el caos. Tía Eugenia, instalada en lo alto de una escalerilla de mano, se abanicaba con un gran abanico de rosas y manolas. Virginia, sin parar de reír, se felicitó pensando que la despedida de soltera comenzaba exactamente como había previsto. Entre todos, incluida la colaboración de la nueva doncella, devolvieron los muebles a sus sitios. Les dieron las seis de la tarde a los cinco bebiendo vasos de sangría en la cocina. «¡Que digo que qué lástima»,"
"1990 POMBO, ÁLVARO, El metro de platino iridiado [España] [Barcelona, Anagrama, 1993] Novela";"POMBO, ÁLVARO";"El metro de platino iridiado";1990;"Novela";"España";"satisfecha su curiosidad inicial, se había vuelto hacia Virginia, dispuesta a dar conversación. «Bueno, chata, ¿qué te cuentas? Me tienes que contar cómo es el novio. Dicen que es un chico humildísimo, de una humilde extracción, pobrísimo, muy pobre, ¿es eso cierto?» Virginia se reía recordando los fantaseados pretendientes que en el colegio las tres se atribuían una a otra. «Cuando le conozcas ya verás cuánto te gusta. Parece algo mayor. Un chico muy moreno, muy alto, muy delgado, con los rasgos firmes, como una talla de madera...» «Ahórrame, chata, los detalles"
"1990 NIEVA, FRANCISCO, El baile de los ardientes o poderoso Cabriconde [España] [Toledo, Junta Castilla la Mancha, 1991] Teatro";"NIEVA, FRANCISCO";"El baile de los ardientes o poderoso Cabriconde";1990;"Teatro";"España";"PADRE Te alterarán todas esas viejas costumbres unidas al culto de los muertos. ¡Ah, esos católicos mediterráneos! (...)Los Orla gozan de una gobernanta de casa, que es un huracán de malicia. Ha hecho reír y rabiar a todo Nápoles. La arruinada Imperia Gavrotti, marquesa di Metaponto. Tienes que desconfiar de ella. Ya se supone que fue la amante del Cabriconde, que así le llaman por denigrarlo."
"1990 NIEVA, FRANCISCO, El baile de los ardientes o poderoso Cabriconde [España] [Toledo, Junta Castilla la Mancha, 1991] Teatro";"NIEVA, FRANCISCO";"El baile de los ardientes o poderoso Cabriconde";1990;"Teatro";"España";"IMPERIA Soy ecuánime, soy balanza. Yo jamás digo una mentira que no esté bien justificada. Jamás, jamás. Son feas, pero son listísimas. Lloran como feas y listas cuando se acuerdan del amor. Pero otras veces están alegres y se ríen de todo el mundo. Ya verá cómo se ríen de usted."
"1990 NIEVA, FRANCISCO, El baile de los ardientes o poderoso Cabriconde [España] [Toledo, Junta Castilla la Mancha, 1991] Teatro";"NIEVA, FRANCISCO";"El baile de los ardientes o poderoso Cabriconde";1990;"Teatro";"España";"IMPERIA Soy ecuánime, soy balanza. Yo jamás digo una mentira que no esté bien justificada. Jamás, jamás. Son feas, pero son listísimas. Lloran como feas y listas cuando se acuerdan del amor. Pero otras veces están alegres y se ríen de todo el mundo. Ya verá cómo se ríen de usted."
"1990 NIEVA, FRANCISCO, El baile de los ardientes o poderoso Cabriconde [España] [Toledo, Junta Castilla la Mancha, 1991] Teatro";"NIEVA, FRANCISCO";"El baile de los ardientes o poderoso Cabriconde";1990;"Teatro";"España";"CAMBICIO Y ¡qué me importan! No pienso verlas reír ni llorar. Estoy decidido a no casarme."
"1990 SÁNCHEZ DRAGÓ, FERNANDO, El camino del corazón [España] [Barcelona, Planeta, 1993] Novela";"SÁNCHEZ DRAGÓ, FERNANDO";"El camino del corazón";1990;"Novela";"España";"Dionisio se echó a reír. El canciller empezaba a sudar tinta, pero no se dio por vencido."
"1990 SÁNCHEZ DRAGÓ, FERNANDO, El camino del corazón [España] [Barcelona, Planeta, 1993] Novela";"SÁNCHEZ DRAGÓ, FERNANDO";"El camino del corazón";1990;"Novela";"España";"Se rieron."
"1990 SÁNCHEZ DRAGÓ, FERNANDO, El camino del corazón [España] [Barcelona, Planeta, 1993] Novela";"SÁNCHEZ DRAGÓ, FERNANDO";"El camino del corazón";1990;"Novela";"España";"Eran las tres menos cinco de la tarde, faltaban dos horas y media para que la oscuridad los envolviese y atenazase, y todos menos Justo pensaron con una sonrisilla de conejo y un deje de indignidad que al volver sería el reír."
"1990 SÁNCHEZ DRAGÓ, FERNANDO, El camino del corazón [España] [Barcelona, Planeta, 1993] Novela";"SÁNCHEZ DRAGÓ, FERNANDO";"El camino del corazón";1990;"Novela";"España";"Dionisio se echó a reír."
"23/07/1990 , Tiempo, 23/07/1990 [España] [Madrid, Ediciones Tiempo, 23/07/1990] Medios de comunicación";;"Tiempo, 23/07/1990";"23/7/90";"Medios de comunicación";"España";"—A estas alturas de mi carrera ya he hecho de todo, menos porno, y creo que he demostrado que soy capaz de hacer reír o llorar. Si ahora alguien quiere encasillarme, es su problema."
"23/07/1990 , Tiempo, 23/07/1990 [España] [Madrid, Ediciones Tiempo, 23/07/1990] Medios de comunicación";;"Tiempo, 23/07/1990";"23/7/90";"Medios de comunicación";"España";"—En cierta forma, sí. Lo que pasa es que aquí se minusvalora a los actores cómicos, y no creo que tenga menos mérito hacer reír que llorar. Creo que eres o no eres actor, independientemente del género al que te dediques. Además, a lo largo de mi carrera he interpretado otros papeles que se salían del tópico del cateto o del currante, pero eso parece que la gente no lo recuerda."
"23/04/1990 , Tiempo, 23/04/1990 [España] [Madrid, Ediciones Tiempo, 23/04/1990] Cine y vídeo";;"Tiempo, 23/04/1990";"23/4/90";"Cine y vídeo";"España";"— Los que nos entregamos somos nosotros y la gente lo nota. Se ríen con ganas."
"24/09/1990 , Tiempo, 24/09/1990 [España] [Madrid, Ediciones Tiempo, 24/09/1990] Empresa";;"Tiempo, 24/09/1990";"24/9/90";"Empresa";"España";"Presidente del Salón Expo-hogar. ENRIC RIERA"
"03/10/1990 , El Mundo, 03/10/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 03/10/1994";"3/10/90";"Política";"España";"Las zafias agresiones del guerrismo a la prensa crítica las están pagando con la soledad. Y los que les ríen las gracias o jalean su guerra de guerrillas lo hacen para ver si Guerra le clava a González el puñal. Es verdad que hace meses, con Mario Conde «vivo», tenían una oportunidad. Pero cayó Banesto y Antena 3-TV volvió a manos felipistas. Y ahora es difícil que nadie dé un duro, o un"
"03/10/1990 , El Mundo, 03/10/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 03/10/1994";"3/10/90";"Política";"España";"padecido, juegan a largo plazo y están diseñando la política del PSOE en la oposición. Cuentan a su favor con la capacidad de Alfonso Guerra para las escaramuzas: tensan la cuerda pero nunca pretenderán romperla y menos dinamitar el partido, pero a la chita callando resulta que se han hecho con un grupo parlamentario propio entre los diputados y senadores socialistas. Ríanse ustedes, pero entre las conspiraciones en marcha muchos piensan en la oposición del PSOE a sus propósitos, pero en el apoyo del bloque guerrista que acabará teniendo peso propio. El problema de Felipe no es tanto como apurar esta legislatura sino cómo llegar a las próximas elecciones generales con el partido en sus manos y Alfonso Guerra bajo"
"1990 GARCÍA MORALES, ADELAIDA, La lógica del vampiro [España] [Barcelona, Anagrama, 1990] Novela";"GARCÍA MORALES, ADELAIDA";"La lógica del vampiro";1990;"Novela";"España";"conversar conmigo yo diría que expresaba sus pensamientos en voz alta. Decía que apenas sabía nada de su pasado, pues Alfonso no acostumbraba hablar de sí mismo. Si alguien le dirigía alguna pregunta que pudiera resultarle personal, él la eludía abiertamente, unas veces con humor y otras con alguna observación pertinente. Odiaba las confidencias y se reía de los llamados problemas personales. Con frecuencia era cruel, incluso muy cruel. Pero, según decía Mara, en ningún momento pretendía herir a nadie. Afirmaba también que Alfonso era la persona más delicada y generosa que había conocido. Siempre acogía en su casa a los amigos que tuvieran dificultades económicas o de cualquier tipo."
"1990 GARCÍA MORALES, ADELAIDA, La lógica del vampiro [España] [Barcelona, Anagrama, 1990] Novela";"GARCÍA MORALES, ADELAIDA";"La lógica del vampiro";1990;"Novela";"España";"a la intensidad de la angustia o a las voces que, al despertarme, empecé a escuchar. Provenían de la habitación contigua, del dormitorio de Mara. Agucé el oído cuanto me fue posible sólo con el fin de averiguar si el hombre que hablaba con ella era Alfonso. Efectivamente era él, reconocí su voz enseguida. A veces reían y eso fue lo que más excitó mi curiosidad. Deseaba saber por qué o de qué reían. Les había conocido tan poco inclinados a la risa que me pareció descubrir en ellos, de pronto, una dimensión nueva. Pero, aunque podía identificar sus voces, sus palabras sonaban confusas. Por otra parte, me avergonzaba de mi"
