BIBLIOGRAFÍA;CORDEMÁFORO;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;", más humilde en ayunos, en silicios, ponía mis cuidados; más no siendo decentes beneficios, vuélvanse en mi provecho mis oraciones a mi propio pecho.  Como si hermanos fueran tan próximos a mí, solicitaba que todo bien tuvieran, y así de no ayudarlos me pesaba; pero con obras tales sin razón se alegraban de mis males.  En las juntas que hacían trataban mis castigos, yo inocente; y si no les salían como ellos deseaban, felizmente, no por eso ofendidos estaban de mi mal arrepentidos.  Mas antes se burlaban, y con rabia los dientes apretando mi mal solicitaban;  pero, dime, Señor divino, ¿";si;si;de;imperfectivo;animado;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;de su malignidad el alma mía, tu brazo poderoso la defienda también de la porfía de estos fieros leones, que un alma sola en tu defensa pones.  Para que yo te alabe en las congregaciones de la gente y en el pueblo más grave, y confiese tu nombre eternamente, no me des por castigo que le alegre mi mal a mi enemigo.  Que no es bien que se vean en tal placer los que a mi muerte aspiran, y así me lisonjean, que con ojos pacíficos me miran, porque me están hablando y entonces sus engaños fabricando.  Dilatando la boca, el verme triste y de miserias lleno a risa los provoca;transitivo;;;;;;
1624 VEGA CARPIO, LOPE DE, La Circe con otras rimas y prosas [España] [Antonio Carreño, Madrid, Biblioteca Castro, 2003] Verso;;VEGA CARPIO, LOPE DE;La Circe con otras rimas y prosas;1624;Verso;España;"tanto que a su placer reduzga esta gente la causa de mi llanto; no digan: «Muera, muera, ya se ha vengado nuestra gente fiera».  Avergonzados queden estos que darse parabienes tales de mis trabajos pueden, y los que con palabras desiguales hablan mal en mi ausencia se vistan confusión y reverencia.  Alégrense los justos, y den gracias a Dios los que desean que cesen mis disgustos, y que sus siervos en quietud se vean, para que todo el día alabe su justicia el alma mía.";si;si;no;imperfectivo;animado;;
1624 ALMANSA Y MENDOZA, ANDRÉS, «Cartas de 1624»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Cartas de 1624(Cartas y relaciones);1624;Testimonios varios;España;le hizo, haciéndole vicecanciller de Aragón y del Consejo de Estado. Y llevándole estas mercedes, respondió que ya no estaba para cosas del mundo sino para dar cuenta a Dios de su vida. Llegó la beatificación del santo Francisco de Borja, de la Compañía de Jesús, y los Borjas hicieron una máscara para alegrar la corte, con que se regocijó. El preñado de la reina nuestra señora se deshizo, habiéndole bajado a los últimos de cuatro meses. Llegó la nao de la India de Portugal, con cuatro millones de mercaduría, a Lisboa en salvamento. Murió también en este dicho mes el padre fray Simón de Rojas, confesor de;transitivo;;;;;;
1624 ALMANSA Y MENDOZA, ANDRÉS, «Cartas de 1624»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Cartas de 1624(Cartas y relaciones);1624;Testimonios varios;España;Esta imperial Villa, por alegrar los reyes y festejar al señor duque de Neoburg, tuvo, a 20, toros, el encierro alegre, y más la entrada del rey a caballo, que le honró con su lado. No hubo desgracia, y las suertes del rejón, a que anduvieron don Francisco de Valdés con ocho lacayos de  noguerado y;transitivo;;;;;;
1624 ALMANSA Y MENDOZA, ANDRÉS, «Relaciones de 1624»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relaciones de 1624(Cartas y relaciones);1624;Testimonios varios;España;Muerto, señora, crecieron las ondas, ya de lágrimas, ya de alegría y concurso, pues unos se alegraban de su muerte por verle libre de la contingencia del perder la gloria mientras se vive, y otros lloraban la que poseía, de envidia de tal posesión o de temor de que, quitado de por medio el varón justo, estaban más cerca del castigo de sus culpas, en que veo cumplido lo que dijo el;si;si;de;imperfectivo;animado;;
1624 ALMANSA Y MENDOZA, ANDRÉS, «Relaciones de 1624»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relaciones de 1624(Cartas y relaciones);1624;Testimonios varios;España;"y otros lloraban la que poseía, de envidia de tal posesión o de temor de que, quitado de por medio el varón justo, estaban más cerca del castigo de sus culpas, en que veo cumplido lo que dijo el sabio: que la alegría se mezclaría al llanto. Ambos afectos son piadosos: quien se alegra era su amigo por la gloria que posee; quien le llora lo deseaba ser, pues teme que, apartado él, le sobrevendrá el castigo, y esta parte de temor es principio de la sabiduría.";si;si;no;imperfectivo;animado;;
1625 ALMANSA Y MENDOZA, ANDRÉS, «Relación de 1625»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relación de 1625(Cartas y relaciones);1625;Testimonios varios;España;"fueran notorias a las naciones del orbe la inclinación y costumbre con que vuestra señoría ampara y favorece los forasteros, en mí las hallara ejecutadas; y, si el reconocimiento (como sintió nuestro Séneca) es ser esencial del hombre, en parte de él pongo a sus pies la relación de fiestas con que alegró el nacimiento de la infanta, suplicándole pase los ojos por ella, pues es cierto ser de mayor fragancia las flores del jardín propio. Dios guarde a vuestra señoría.";transitivo;;;;;;
1625 ALMANSA Y MENDOZA, ANDRÉS, «Relación de 1625»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relación de 1625(Cartas y relaciones);1625;Testimonios varios;España;"Cuatro circunstancias engrandecen las acciones: lugar, ocasión, tiempo y personas, que, juntas y de por sí, ayudan la solemnidad de fiestas con que Barcelona se alegró en el nacimiento de la infanta nuestra señora, que se inferirán del discurso que remito a vuestra señoría suplicándole pase los ojos por él; que, aunque el ofrecérsele parezca temeridad, y sé que no fue elección, sino destino (aunque tan acertado que lo parece), cualquier efecto de la cortedad de mi";si;si;en;imperfectivo;animado;;Barcelona
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;En estas pláticas, vimos los muros de Segovia, y a mí se me alegraron los ojos, a pesar de la memoria, que, con los sucesos de Cabra, me contradecía el contento. Llegué al pueblo y, a la entrada, vi a mi padre en el camino, aguardando ir en bolsas, hecho cuartos, a Josafad. Enternecíme, y entré algo desconocido de como salí, con;si;si;dativo;perfectivo;inanimado;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, La vida del Buscón llamado don Pablos [España] [Fernando Lázaro Carreter, Salamanca, Universidad de Salamanca, 1980] Novela;;QUEVEDO Y VILLEGAS, FRANCISCO DE;La vida del Buscón llamado don Pablos;1626;Novela;España;Alegráronse con el nuevo pariente, y cobraron ánimo con lo de la ejecutoria. Y ni yo la tenía, ni sabía quiénes eran. Comenzó el marido a quererse informar del parentesco por menudo. Yo, porque no me cogiese en mentira, hice que me salía de enojado, votando y jurando. Tuviéronme, diciendo que;si;si;con?;perfectivo;animado;;
1626 QUEVEDO Y VILLEGAS, FRANCISCO DE, Cuento de cuentos [España] [Antonio Azaustre Galiana, Madrid, Castalia, 2003] Relatos;;QUEVEDO Y VILLEGAS, FRANCISCO DE;Cuento de cuentos;1626;Relatos;España;"el pandero», etc. No lo dijo a sordos, que se quemó de oírlo el escribano y le dijo: «Para mí no son menester tantas arengas, que sé dónde me aprieta el zapato; y lo que apuntó la señora lo tengo al cabo del tranzado, pero las razoncitas yo las guardaré como oro en paño». Alegrósele la pajarilla al alguacil y dijo:  «Yo los meteré en pretina o podré poco». «Yo les haré —dijo el escribano— que me bailen el agua delante, y los dejaré en el pelo de la masa; que no ha de ser todo chacarrachácarra, y basta la trisca». Oyó";si;si;dativo;perfectivo;animado;;
1626 CARO, JUAN, fragmento (1626 Caro, Rodrigo, Días geniales o lúdricos)  [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, JUAN(Caro, Rodrigo);Días geniales o lúdricos;1626(1626);Antropología;España;"naturales con sus hijos, obligados ya de la necesidad y más veces de la vergüenza, buscan siempre casas donde les sobre el favor o la esperanza, bienes, aunque cortos, que en la mía pobre no se hallan. Desengañóme luego el mismo expósito con la dirección a V. S. que traía escrita en el seno; alegróme la mejoría de la destinación aprobando el acierto de su padre, pues con dirigirlo a V. S. le supo buscar en su piedad el mejor nacimiento, y en su casa la mejor fortuna. Podrá V. S. permitirle y tenerle entre sus meninos, y por lo que he visto en él no será el menor bachiller de todos,";transitivo;;;;;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;", se dedicaban en honor de los dioses, con que conseguían muchos fines de gran consideración, porque juntamente les parecía que agradaban y aplacaban las deidades y las reconciliaban a su amistad por este camino, y daban autoridad divina a la misma acción, para que de todos fuese estimada y tenida en sumo respeto y veneración; alegraban juntamente el pueblo, y los príncipes y magistrados autores de los tales juegos contenían en oficio y devoción al pueblo.";transitivo;;;;;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;Don Pedro. Mucho me he alegrado de saber qué cosa era el circo en Roma, y de los juegos circenses, y deseo que vuestra merced nos diga otros juegos, especialmente si algunos quedan hoy en el uso.;si;si;de;perfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;Don Pedro. Dijo vuestra merced que el dios Baco fundó a Lebrija, y como lugar nuestro vecino me alegraré ver alguna probanza de esta proposición.;si;si;no;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;una admirable paz,  conformidad y amor, parece que opuesto invidiosamente el enemigo del género humano, no cesa de sembrar discordias infundiendo en los ánimos altivez y menosprecio del prójimo, con que las cosas están en miserabilísimo estado y digno de muchas lágrimas. Mas porque ahora no tratamos de reformación ni nos toca sino alegrarnos por estos días que nos hemos apartado del bullicio del pueblo, volvamos a nuestra plática de juegos.;si;si;por;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;"Conocieron los antiguos ser necesarios los juegos, y mas entre la gente lozana y briosa en la mocedad; y así, para apartarlos de vicios que acarrea la ociosidad, ordenaron juegos que, juntamente con entretener y alegrar, dispongan la naturaleza a la agilidad y fuerza para las ocasiones de veras y para conservar la salud.";transitivo;;;;;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;. Ahí no hay sino exclamar con Platón: O qualem hospes rem narrasti, qualemque  pestem juvenum et publice civibus et privati domibus illatam!  Tales tiempos previno en su llanto Job: Pueri eorum exultant lusibus, tenent tympanum et citharam. Mas ya nos entramos mucho en lo moral, y por ahora no profesamos eso, sino alegrarnos lícitamente, dejando a cargo de los magistrados lo que es suyo, y a los maestros de la juventud que reformen por su parte lo que les toca, pues tantos avisos tienen en la sagrada escritura y en los autores sagrados y profanos.;si;si;no;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;"manjares. Mas resta averiguar lo que íbamos diciendo, y en Luciano hay un lugar insigne con que lo averigüemos. Hablando de un loco enamorado de una estatua de Venus, dice que para ver lo si le había de suceder bien o mal, echaba las tabas; y si salía la suerte de Venus, se alegraba; y si la contraria, echaba maldiciones: Super mensa quattuor talos Lybicae caprae componeos ludendo experiabatur quid sibi sperandum foret et scopum quidem jaciendo attingens, maxime si Deam ipsam Venerem jaciendo sortitus erat, laetabatur nulla talorum effigie aequali cadente, sin autem, ut fit, negligentius talos jecisset in mensam et illi abominabilius subsiluisset,";si;si;no;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;Don Pedro. No me alegro menos de saber ese juego que del entendimiento de esa ley.;si;si;de;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;"Don Pedro. Muy dados de las manos vienen a esa fiesta de las hogueras de la noche de San Juan los corros, músicas y bailes; y pues la costumbre antigua los juntó, no es razón se dejen para otra ocasión; y aunque no dudo de su antigüedad y uso, me alegraré de oír algo de ello.";si;si;de;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;"Digo y confieso ingenuamente mi flaqueza, que no me alegré poco cuando hallé este juego que fue mi afición y cuidado pueril. Declárolo en gracia de nuestro faraute Melchor. El ephedrismo es levantar una piedra y desde lejos tirarle con pelotas o con piedras; el que no la derriba, en pena lleva a cuestas al que la derriba, el cual le lleva tapados los ojos";si;si;no;perfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;Don Fernando. Yo me alegro que vuestra merced tenga ya alguna noticia dél, con que le hallaré más aficionado y atenta. Y en cuanto a esa dificultad que vuestra merced dice oyó en Salamanca, aunque venero aquella universidad por la mejor del mundo, y que es el emporio de las letras más acreditadas, osaré afirmar que en aquella ley en;si;si;no;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;, que es este antiguo cantar. Así lo advirtió primero Mariangelo, y lo trae Elías Vineto, sobre este lugar de Ausonio. Apadrina todo este pensamiento y la  costumbre de Francia Joseph Scaligero, en las Lecciones Ausonianas, que, por haberle visto después de todo esto escrito y conformarse con lo que yo tengo escrito, me alegré notablemente. Sus palabras son tales, en el lib. 2, cap. 11 In Dimetria ad Probum Praef, praet.: Lallus est  nutricum, hoc est naenia nutricion, qua pueril inducunt somnos, subinde hoc repetendo «Lalia, Lalla». Quod et multis locis nutrices hodie faciunt. Unde Lallare pueri dicebantur, cum;si;si;no;perfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;Don Fernando. Reconociendo tan grandes favores por hijos de su valor de vuestras mercedes y de mi amistad, no de mis obras, me alegro mucho me adviertan faltas, que como estoy cierto que en lo dicho he incurrido en muchas, deseo enmendarlas, y más viniendo tan puras del mal olor que les suelen pegar los alientos plebeyos o invidiosos.;si;si;no;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;"Considera muy bien Plinio el más mozo que nuestro ánimo se fatiga atraído de su inconstancia o su flaqueza en la consideración atenta de las artes. Justo es que respire y se alegre para cobrar nuevos alientos; y siendo esto, no sólo voluntario, sino forzoso, muy acertada diversión y entretenimiento buscó vuestra merced en los juegos de los muchachos,  porque ¿qué mejor entretenerse que en aquello que en primer lugar merece este nombre? ¿Qué más inculpable diversión que en los sencillos juegos de la niñez?";si;si;no;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;"Allí con hermosísimas doncellas, bellos mancebos danzan con pies diestros velocísimamente, como rueda que ollero prueba, a ver si está corriente.  Otras veces danzaban por su orden, dispuestos entre sí y a la redonda. Gran multitud mirando está este corro, y se alegra; mas dos mancebos bellos, lindos danzantes, el cantar comienzan, dando mil vueltas por en medio de ellos.";si;si;no;imperfectivo;animado;;
1626 CARO, RODRIGO, Días geniales o lúdricos [España] [Jean-Pierre Etienvre, Madrid, Espasa-Calpe, 1978] Antropología;;CARO, RODRIGO;Días geniales o lúdricos;1626;Antropología;España;Pajaritos suelen darse a los muchachos patricios para jugar como urracas, codornices o anadinos. Y aun también una abubilla me dieron recién venido para alegrarme con ella y tenerme entretenido.;si;si;con?;imperfectivo;animado;;
1626 ALMANSA Y MENDOZA, ANDRÉS, «Relaciones de 1626»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relaciones de 1626(Cartas y relaciones);1626;Testimonios varios;España;Seguíanlos a caballo un gran número de ministros de su tribunal, caballeros de media ataujía. Y habiendo dado vuelta a la plaza, en la marina les hicieron salva de artillería los castillos con unas piezas con bala, y el concurso fue tan grande que no parece creíble haber tanta gente en una ciudad. El pueblo se alegró de ver sus magistrados, y no es mala razón política que los conozcan y sepan quien los gobierna, porque el amor de los connaturales hace más tolerable la carga de los tributos que cuando los impone el advenedizo y extranjero, y también lo es el ser anuales y haber de ser el que hoy súbdito, mañana;si;si;de;perfectivo;animado;;el pueblo
1626 ALMANSA Y MENDOZA, ANDRÉS, «Relaciones de 1626»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relaciones de 1626(Cartas y relaciones);1626;Testimonios varios;España;"doctores con sus insignias, le fueron a dar la bienvenida; y, con su acostumbrada benignidad, los agasajó y honró. Después el señor conde de Oñate, embajador de Roma, que aquí aguarda pasaje, acompañado de sus hijos y de muchos caballeros castellanos y de esta ciudad, hizo su visita, y se alegró con el cardenal en gran manera. Después la diputación, diputados y oidores, con mazas y todo lo demás que pertenece a su autoridad, hicieron su visita, que, como cabeza de este principado, se quedó para lo último, con quien su ilustrísima hizo el mismo agasajo y ceremonias que con la ciudad. Y para";si;si;con?;perfectivo;animado;;
1626 ALMANSA Y MENDOZA, ANDRÉS, «Relaciones de 1626»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relaciones de 1626(Cartas y relaciones);1626;Testimonios varios;España;"Porque la tuve en amar el alma su suerte alegra, si el tiempo la ha vuelto negra;";transitivo;;;;;;
1626 CÉSPEDES Y MENESES, GONZALO DE, Varia fortuna del soldado Píndaro [España] [Arsenio Pacheco, Madrid, Espasa-Calpe, 1975] Novela;;CÉSPEDES Y MENESES, GONZALO DE;Varia fortuna del soldado Píndaro;1626;Novela;España;"una a otra, se abraçaron, se hablaron y bolvieron a la antigua amistad; y además, para dexarla confirmada, la tierna madre —bien a pesar de su hija, que ya casi adevinava lo que avía de suceder— quiso comer con ella y con su yerno, y assí bolvieron juntas. Regozijóse la familia, alegróse Camilio, banqueteó a su suegra, y juntamente dio licencia a su esposa para que con espléndida merienda la llevasse al jardín. No era razón aquesta que ella podía escusar, pero —del mal lo menos— presumio aún aprovecharse mejor del esperado lance en compañía de su madre; y con tanto, alentando";si;si;no;perfectivo;animado;;
1626 CÉSPEDES Y MENESES, GONZALO DE, Varia fortuna del soldado Píndaro [España] [Arsenio Pacheco, Madrid, Espasa-Calpe, 1975] Novela;;CÉSPEDES Y MENESES, GONZALO DE;Varia fortuna del soldado Píndaro;1626;Novela;España;, quanto por comprar con menos nota las limas y herramientas de que necessitavamos. Finalmente, a las nueve del día, nos plantamos en el dicho lugar, y a poca costa conseguimos el principal intento, y llenamos los ojos, el gusto y el desseo en la diversidad de tantas cosas que con hermosa variedad alegraron el día. Andava don Francisco transformado en su amor y convertido en sombra de su dama, sin perderla de vista, dando los mismos bordos y passeos y valiéndose de ocasiones que, a hurto, dieron lugar de hablarse, y aun tocarse las manos, favor que enloquezía a mi cautivo amigo, no sin gran risa;transitivo;;;;;;
1626 CÉSPEDES Y MENESES, GONZALO DE, Varia fortuna del soldado Píndaro [España] [Arsenio Pacheco, Madrid, Espasa-Calpe, 1975] Novela;;CÉSPEDES Y MENESES, GONZALO DE;Varia fortuna del soldado Píndaro;1626;Novela;España;", se ha de tratar como güerfana y viuda. Pero antes desto, por la ventana acostumbrada, yo me vi con Lucrecia, de quien, sin muy largos rodeos, como el guardar secreto con quien se quiere bien es cosa tan difícil, mirándome algo melancólico y triste, no tan sólo, pensando assí alegrarme, escuché muy alegres consuelos de su boca, cierta y breve esperança de bolver a gozarnos, mas juntamente su trayción y vengança. Bien pienso que creyó que yo le daría albricias, o que de puro gusto saltaría como loco; mas fue otro efecto el que sintió mi alma; los cielos  saben que en mi";si;si;no;imperfectivo;animado;;
1627 ALMANSA Y MENDOZA, ANDRÉS, «Relación de 1627»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relación de 1627(Cartas y relaciones);1627;Testimonios varios;España;"Encubierto, pasó a Nápoles, besó la mano a su padre, que con tantos deseos le aguardaba. Alegróse de ver, después de larga ausencia, un hijo solo, y en él logrados los aciertos de su ciencia. Volvió el condestable a Puzol hasta prevenir la entrada pública, que hizo a 13 de enero por el mar, desembarcando en el puente. Había salido su padre con toda la corte y ministros a caballo; y recibióle";si;si;de;perfectivo;animado;;
1627 ALMANSA Y MENDOZA, ANDRÉS, «Relación de 1627»(Cartas y relaciones) [España] [Madrid, Castalia, 2001] Testimonios varios;;ALMANSA Y MENDOZA, ANDRÉS;Relación de 1627(Cartas y relaciones);1627;Testimonios varios;España;Comióse temprano, por dar lugar al cortejo. Cayó una nube de monseñores, arzobispos y patriarcas, y luego toda la nobleza y las familias de los ilustrísimos cardenales y príncipes, que en dos horas no hizo otra cosa el condestable que salir a recibirlos y alegrarse con ellos. Llegó la hora dispuesta. El condestable llevó a su mano el patriarca Manzanedo y otros cinco prelados mayores, luego dos carrozas de los demás, y tres de los príncipes, una de los ministros y hasta ochenta de la nobleza y cortejo, que a dos corros no cabían de su casa al;si;si;con?;imperfectivo;animado;;
1628 QUEVEDO Y VILLEGAS, FRANCISCO DE, Discurso de todos los diablos, o infierno emendado [España] [Alfonso Rey, Madrid, Castalia, 2003] Relatos;;QUEVEDO Y VILLEGAS, FRANCISCO DE;Discurso de todos los diablos, o infierno emendado;1628;Relatos;España;"sin que se vea una onza gastada en lámparas por los poetas, teniendo repartidos millones en orejas y testuces? ¿Pues lo que hacen con el oro? ¡A carretadas lo echan en cabellos, como si fuera paja, donde no aprovecha a nadie! ¿Y llámanme a mí poeta de pícaros porque sin gasto ni daño alegro y entretengo, barato y brioso, con Vengo de Panamá, y ¿De qué tienes dulce el dedo?, y Don, don, camaleón, y otras letrillas traviesas de son y comederas? No, sino escribiré coruscos, lustros, joven, construyendo, adunco, poro con trisulca, alcuza, naqueracuza; y libando";transitivo;;;;;;
1629-1631 QUIÑONES DE BENAVENTE, LUIS, «El licenciado y el bachiller»(Jocoseria) [España] [Madrid, Universidad de Navarra. Iberoamericana. Vervuert, 2001] Verso;;QUIÑONES DE BENAVENTE, LUIS;El licenciado y el bachiller(Jocoseria);1629-1631;Verso;España;Mujer 1ª ¡Ay, qué palabra tan buena! ¡Ay, cómo alegra!, mas ¡ay, cómo suena!;transitivo;;;;;;
1629-1631 QUIÑONES DE BENAVENTE, LUIS, «El licenciado y el bachiller»(Jocoseria) [España] [Madrid, Universidad de Navarra. Iberoamericana. Vervuert, 2001] Verso;;QUIÑONES DE BENAVENTE, LUIS;El licenciado y el bachiller(Jocoseria);1629-1631;Verso;España;Todas ¡Ay, qué palabra tan buena! ¡Ay, cómo alegra!, mas¡ ay, cómo suena!;transitivo;;;;;;repetido…
c1630 ROJAS ZORRILLA, FRANCISCO DE, Obligados y ofendidos y gorrón de Salamanca [España] [Raymond R. Mac.Curdy, Salamanca, Anaya, 1963] Verso;;ROJAS ZORRILLA, FRANCISCO DE;Obligados y ofendidos y gorrón de Salamanca;c1630;Verso;España;Don Luis ¿Ya has venido? ¡Cuánto de verte me alegro! ¿Quién te abrió tan tarde, hijo? ¿Por dónde entraste aquí dentro? ¿Has venido a tu venganza? ¿Sabes ya tu agravio mesmo? Mas ¿cómo el rostro indeciso, el brazo airado y suspenso, templada la indignación con prolijos sentimientos, cuando te llamo a venganzas te confundes en silencios;si;si;de;imperfectivo;animado;;
c1630 ROJAS ZORRILLA, FRANCISCO DE, Obligados y ofendidos y gorrón de Salamanca [España] [Raymond R. Mac.Curdy, Salamanca, Anaya, 1963] Verso;;ROJAS ZORRILLA, FRANCISCO DE;Obligados y ofendidos y gorrón de Salamanca;c1630;Verso;España;Don Pedro ¡Cómo me alegro! Que éste es mi mayor contrario, y así no tendremos quien nos persiga.;si;si;no;imperfectivo;animado;;
c1630-1636 CALDERÓN DE LA BARCA, PEDRO, La vida es sueño [España] [José M. Ruano de la Haza, Madrid, Castalia, 2003] Verso;;CALDERÓN DE LA BARCA, PEDRO;La vida es sueño;c1630-1636;Verso;España;"SEGISMUNDO Si este día me viera Roma, en los triunfos de su edad primera, ¡oh, cuánto se alegrara, viendo lograr una ocasión tan rara  de tener una fiera que sus grandes ejércitos rigiera, a cuyo altivo aliento fuera poca conquista el firmamento! Pero el vuelo abatamos, espíritu; no así desvanezcamos aqueste aplauso incierto, si ha de pesarme, cuando esté despierto, de haberlo conseguido para haberlo perdido; pues mientras menos";si;si;no;imperfectivo;animado;;
1631 QUIÑONES DE BENAVENTE, LUIS, «Las civilidades»(Jocoseria) [España] [Madrid, Universidad de Navarra. Iberoamericana. Vervuert, 2001] Verso;;QUIÑONES DE BENAVENTE, LUIS;Las civilidades(Jocoseria);1631;Verso;España;"Ana No son sino verdades y vos, don Mazacote, mirad por el virote, que no podrán trabajos roerme los zancajos; antes me han de alegrar la pajarilla.";transitivo;;;;;;
1632 VEGA CARPIO, LOPE DE, La Dorotea [España] [Donald McGrady, Madrid, Biblioteca Castro, 1998] Teatro;;VEGA CARPIO, LOPE DE;La Dorotea;1632;Teatro;España;"TEODORA Ese vino no es para gente moza, y el verano sería veneno; el invierno será bueno para viejos y flemáticos. Este es razonable, pero ha de beberse con templanza; que desa manera alegra el corazón y fortalece los espíritus.";transitivo;;;;;;
