EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;CRITERIO;BLOQUE;MEDIO;SOPORTE;TEMA;PAIS;ZONA;TIPOLOGIA;NOTAS;CONCORDANCIA;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
231;Fernández, José Ramón: La colmena científica o El café de Negrín. Madrid: Publicaciones de la Residencia de Estudiantes, 2010.;Fernández, José Ramón;La colmena científica o El café de Negrín;2010;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;tus compañeros. Recordar es hacer que las cosas vuelvan al corazón y si no vuelven es porque el corazón ya se ha hecho piedra. Por eso a veces nos inventamos los recuerdos, para libramos del miedo de quedarnos solos. Necesito que tú seas Paco Grande. Eres Paco Grande y eres Méndez, que no paraba de reír y de hacernos reír. Eres Barreda y Sopeña y Valdecasas, y Puche y Del Corral y Hernández Guerra. Es igual. Todos erais el mismo. Todos erais la Residencia. La juventud eterna. La mejor juventud. Era primavera, casi verano. Era 1927.;si;no;no;infinitivo;animado;no_reflexiva;
232;FERNÁNDEZ,RODRIGO: «Budáyev se burla de los políticos». El país.com. Madrid: elpais.com, 2007-01-20.;FERNÁNDEZ,RODRIGO;El país.com;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;Plutocracia es el título de la última exposición de Andréi Budáyev, el más conocido de los pintores rusos que usa básicamente los trucos de Photoshop para crear sus obras satíricas. Este artista posmodernista de 44 años se ríe de todo y de todos, empezando por los presidentes Vladímir Putin o George Bush, y terminando por figuras secundarias de la política rusa y de la movida moscovita desconocidas en el extranjero.;si;si;si;imperfectivo;animado;;
233;Ferrer, Fiona: «GLORIA STEFAN / MI SUPER WOMAN». El blog de Fiona Ferrer Leoni. www.blog.hola.com/fionaferrer: blog.hola.com/fionaferrer, 2010-09-28.;Ferrer, Fiona;El blog de Fiona Ferrer Leoni;2010;Fecha de escritura;No ficción;Escrito;NA;Actualidad, ocio y vida cotidiana;España;NA;Blog;NA;Como una imagen vale más que mil palabras y como el equipo de los Estefan se tomó esto como una anécdota más de la que hay que reírse y compartir vía FILOMENA'S BLOG en EXCLUSIVA, pues allí va.;si;si;si;infinitivo;impersonal;;
234;Ferrer, Fiona: «La Duquesa granjera». El blog de Fiona Ferrer Leoni. www.blog.hola.com/fionaferrer: blog.hola.com/fionaferrer, 2010-06-25.;Ferrer, Fiona;El blog de Fiona Ferrer Leoni;2010;Fecha de escritura;No ficción;Escrito;NA;Actualidad, ocio y vida cotidiana;España;NA;Blog;NA;El programa de mañana sábado en Antena 3 Nova a las 21horas promete y si queréis ver a esta dama rodeada de gallinas sedosas, burros enanos y cerdos con pelo quedad un poco más tarde y sentaros cómodamente frente al televisor copita de vino en mano para reíros un rato pero no de nosotras sino con nosotras que de esto es lo que se trata.;si;si;si;infinitivo;animado;;"Complicado lo de poner ""de"" o no ""de""… Me inclino por que sí"
236;Fest, Sebastián: «Ana Ivanovic: 'No es fácil tener verdaderas amigas en el tenis'». Elmundo.es. Madrid: elmundo.es, 2007-10-06.;Fest, Sebastián;Elmundo.es;2007;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;NA;NA;NA;"Vuelve a reir cuando se le mencionan las imitaciones de Djokovic, un ""clown"" del circuito que calca al milímetro gestos y ""tics"" de sus compañeros de profesión.";si;no;no;infinitivo;animado;no_reflexiva;
237;Fest, Sebastián: «SE CUMPLEN 10 AÑOS DE SU RETIRADA. Gabriela Sabatini: 'Tendría que haber tenido un poco más de coraje'». Elmundo.es. Madrid: elmundo.es, 2006-10-25.;Fest, Sebastián;Elmundo.es;2006;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;NA;NA;NA;R: Sí, menos mal (ríe), aunque las cosas te llegan de todos modos. Es difícil bloquearlo. Había una exigencia y críticas contra las que una luchaba constantemente. Una estaría más tranquila si nadie estuviera tan pendiente. Pero lo más lindo que me pasó en el tenis fue el cariño y apoyo de la gente. Cuando jugaba en Nueva York sabía;si;no;no;imperfectivo;animado;;
238;Flores, Juan José: El corazón del héroe. Madrid: Alfaguara, 2009.;Flores, Juan José;El corazón del héroe;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;de las ferias, la fatalidad podría aliarse con el error y el tiro ir a parar a uno de sus bellos ojos. La muerte encuentra a veces puertecillas laterales, cauces insospechados por los que colarse, situaciones que comienzan como un juego, el caramelo que se atasca en la garganta de un niño que ríe, o el traspié del acróbata en el número circense -un entretenimiento para toda la familia-, y todo acaba en tragedia. Milena se mueve más de la cuenta en el escenario de un tiempo a esta parte, no consigue convertirse en estatua con la destreza de antes, con la debida concentración.;si;no;no;imperfectivo;animado;;
240;Fortes, Susana: Esperando a Robert Capa. Barcelona: Planeta, 2009.;Fortes, Susana;Esperando a Robert Capa;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Ahora los dos reían abiertamente. Las nubes negras habían pasado de largo. Capa se incorporó para coger un cigarrillo de la mesilla de noche.;si;no;no;imperfectivo;animado;;
242;Fuentes, Inés M.: Magia Inés...plicable. Madrid: Aguilar y Sogecable, 2009.;Fuentes, Inés M.;Magia Inés...plicable;2009;Primera edición;No ficción;Escrito;Libro;Actualidad, ocio y vida cotidiana;España;NA;NA;NA;asombrosas dependen de la magia, de cómo ejecutes los juegos y cómo transmitas que lo que está sucediendo es realmente imposible. Conseguir que además resulten entretenidas y divertidas es otro arte que también debes practicar. Un recurso fácil y efectivo es el humor. El actor Tony Leblanc ha dicho en alguna ocasión que no hay nada como hacer reír al público, porque cuando la gente se está riendo es porque se ha olvidado de todos sus problemas y preocupaciones. Además, si el público se lo está pasando bien, a cualquier inconveniente que te surja le podrás dar un enfoque divertido.;si;si;no;gerundio;animado;no_reflexiva;
243;Fundación Española para la Ciencia y la Tecnología (FECYT): Unidad Didáctica. Viaje al universo neuronal. Madrid: FECYT (Fundación Española para la Ciencia y la Tecnología), 2007.;Fundación Española para la Ciencia y la Tecnología (FECYT);Unidad Didáctica. Viaje al universo neuronal;2007;Primera edición;No ficción;Escrito;Libro;Ciencias y tecnología;España;NA;Divulgación;Falta texto en el archivo fuente (páginas 55 a 70);". Algunas de estas regiones se encargan del procesamiento emocional y otras están especializadas en el procesamiento cognitivo, como por ejemplo determinadas áreas de la corteza frontal. Los aspectos cognitivos permiten modular la intensidad y expresión de las emociones. Nuestros conocimientos acerca del mundo nos aportan información sobre si es indicado o no ponerse a reír, a llorar, etc. en determinadas situaciones. La cognición también es la responsable de nuestra necesidad de buscar una causa para explicar las emociones que sentimos; a veces esta atribución es acertada, pero muchas otras es sólo una justificación improvisada.";si;no;no;infinitivo;animado;reflexiva;
244;"Galilea, Carlos: «""Busco zafarme de la cotidianidad""». El País.com. Madrid: elpais.com, 2007-07-15.";Galilea, Carlos;El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;R. El uruguayo es austero, reservado, no cree mucho en las grandes glorias o el imperialismo cultural. Somos tan pequeños que nunca se nos ocurre que podemos conquistar algo (se ríe).;si;si;no;imperfectivo;animado;;
245;Galilea, Carlos: «Bebo y Chucho Valdés. Lazos de sangre». El País.com. Madrid: elpais.com, 2007-07-15.;Galilea, Carlos;El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"todos porque puede tocar cualquier cosa. ""La técnica que tiene, eso es para regalarlo"". ""Aprendí lo que me enseñó el señor [Chucho mira a Bebo sentado al otro lado de la mesa]. Si salí bueno, malo o regular, échenle la culpa a él"" [se ríe].";si;si;no;imperfectivo;animado;;
246;Galilea, Carlos: «Buika y Chucho interpretan el dolor de Chavela». El País.com. Babelia. Madrid: elpais.com/suple/babelia, 2009-10-10.;Galilea, Carlos;El País.com. Babelia;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;Periodicidad: semanal;". Nos marchamos a casa y me llamó Mariana y me dijo: ""Dice Chavela que no te quiere en el escenario, ni a ti ni a la otra"", recuerda con una carcajada. ""Un día estaba yo muy sola, me sentía muy mal, y Chavela me echó la bronca"", dice riendo. ""Me dijo que yo era una de esas bobas que tenía la soledad como enemiga. Que la soledad era la mayor de las libertades y que tenía que aprender a aliarme con ella. Chavela sabe decirle: 'Nos estamos aburriendo, pero nos aburrimos las dos, no te confundas"".";si;no;no;gerundio;animado;;
247;Galilea, Carlos: «En la sangre». El País.com. Madrid: elpais.com, 2006-07-11.;Galilea, Carlos;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;Con el repertorio -algunas canciones parecen menores- quiere evidenciar el buen trabajo de compositores de su generación como Rodrigo Maranhão o Marcelo Camelo. Duda, ríe... Tiene 28 años y está empezando. Maria Rita no es Elis, pero lleva su sangre.;si;no;no;imperfectivo;animado;;
248;Galilea, Carlos: «Fuerza de un hombre tierno». El País.com. Babelia. Madrid: elpais.com/suple/babelia, 2010-01-02.;Galilea, Carlos;El País.com. Babelia;2010;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;Periodicidad: semanal;"a tomar taxis que lleven a según qué sitios, pero no sería muy sincero. Lo elegí porque me sonaba bien"", confiesa. ""No a los taxis' leí el otro día en una traducción demencial, ¡a ver si con la crisis que hay me voy a buscar un problema!"", dice riendo.";si;no;no;gerundio;animado;;
249;Galilea, Carlos: «Más allá del carnaval». El País.com. Madrid: elpais.com, 2007-04-23.;Galilea, Carlos;El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"el sueño había acabado, pero estaba hablando de su sueño, del de su generación. En nuestro siglo aún no hemos soñado. A veces incluso tienes que perder algunas cosas para recomenzar. Hay un anuncio de Greenpeace muy sensato: ""Tu generación quiso cambiar el mundo y lo habéis conseguido: cambiasteis el clima"", dice riendo.";si;no;no;gerundio;animado;;
250;Galilea, Carlos: «REPORTAJE: MÚSICA. Lura, luz de Cabo Verde». El País.com. Babelia. Madrid: elpais.com/diario/babelia, 2006-08-19.;Galilea, Carlos;El País.com. Babelia;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;Mi voz era grave y ronca. Cuando tenía que hablar con alguien que no conocía me sentía incómoda. Hasta me avergonzaba cantar el cumpleaños feliz en coro. Lo hacía bajito para que no se me oyera, recuerda riendo.;si;no;no;gerundio;animado;;
252;"Gallego Díaz, S.: «""No me arrepiento de nada de lo que he hecho""». El País.com. Madrid: elpais.com, 2009-02-20.";Gallego Díaz, S.;El País.com;2009;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;"¿Vegetariana, yo? ¿De dónde pudo salir esa idea? No, me encanta la carne, sobre todo la de aquí. ¿Se ha fijado usted en como la asan?. La embajadora se ríe ante los intentos de alguna prensa por presentarla como una persona ascética, obsesiva y extremadamente dura. En realidad, sólo se pone realmente seria cuando habla de la cárcel de Guantánamo. ""La decisión del presidente norteamericano, Barak Obama, de cerrarla es la decisión correcta"". Cree posible que con él EE UU";si;si;ante;imperfectivo;animado;;
253;Gallego, Mercedes: «El horror. Y un amargo heroísmo». ABC.es. Madrid: abc.es, 2006-09-10.;Gallego, Mercedes;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Salud;España;NA;NA;NA;", date una vuelta, vete a casa con tu mujer. Como no sabía qué hacer, me fui a comer al bar que estaba abierto en Broadway. Me dijeron que allí los bomberos no hacían cola. Me sirvieron langosta con patatas fritas y una jarra enorme de cerveza. A mi alrededor la gente se reía y gritaba con el partido de fútbol. Imagínate qué cambio. No pude soportarlo. Me bebí la cerveza y me fui sin comer"".";si;si;no;imperfectivo;animado;;
255;Gamoneda, Antonio: Un armario lleno de sombra. Barcelona: Círculo de Lectores, 2009.;Gamoneda, Antonio;Un armario lleno de sombra;2009;Primera edición;No ficción;Escrito;Libro;Ciencias sociales, creencias y pensamiento;España;NA;Biografía memoria;NA;"En días de la contienda civil, que serían ya finales, representó otra escena (esta vez riéndose a carcajadas; era muy aficionado a impresionar a las mujeres, incluidas mi madre y la suya) a la que yo asistí, también atemorizado: se presentó en la galería con unas esposas de acero cerradas sobre sus muñecas. Las mujeres, tocadas en su inocencia, se cogieron a él aunque el montaje no era muy";si;si;no;gerundio;animado;;
256;Gándara, Alejandro: «Nada más triste». El Mundo.es. Madrid: elmundo.es, 2009-03-30.;Gándara, Alejandro;El Mundo.es;2009;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;, y ella vuelve a llamarle y él se acerca. Y el francotirador lo mata. Y luego me dice que si una mujer le dice a un hombre lo que tiene que hacer, el hombre no merece vivir, de modo que le mató. Y lo peor de todo es que eso nos pareció divertido, nos reímos como locos.;si;si;no;perfectivo;animado;;
257;"Gandiaga, Antonio: «Mala Rodríguez: ""Me da coraje que prohíban los toros y no los McDonald's""». Público.es. Madrid: publico.es, 2010-09-24.";Gandiaga, Antonio;Público.es;2010;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;Reportaje;NA;Yo no le tengo miedo a nada. Nunca. Sevilla es una ciudad muy regia, muy flamenca, y con mucho arte. Igual que en Cádiz, que en cada esquina te tienes que parar y reírte. Yo soy sevillana de adopción, y para mí Sevilla es una parte de mi cuerpo. Y llegar a la Bienal de Flamenco es una locura, no me lo puedo creer. ¡Por supuesto que quiero ir!;si;si;no;infinitivo;animado;no_reflexiva;
258;García Calvo, Agustín: Loco de amor. Un drama. Zamora: Lucina, 2010.;García Calvo, Agustín;Loco de amor. Un drama;2010;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;E. ¡Uf!, ¡qué bochinche!: si se ha reído hasta el señor.;si;si;no;perfectivo;animado;;
259;García de Mesa, Roberto: Iluminaciones. [Los últimos días de Arthur Rimbaud]. Madrid: Fundamentos, 2010.;García de Mesa, Roberto;Iluminaciones. [Los últimos días de Arthur Rimbaud];2009;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;El texto aparece publicado dentro del libro Outside [Teatro poético, 2006-2009], editado en España en el año 2010;solución de continuidad. El miércoles por la noche, sin ninguna otra salida, se embriagó. El jueves por la mañana salió hacia las seis y no volvió hasta las doce de la mañana. De nuevo, estaba borracho. Me enseñó una pistola que había comprado y cuando le pregunté qué pretendía hacer con ella, respondió riéndose: «¡Es para ti, para mí, para todo el mundo!».;si;si;no;gerundio;animado;;
261;García Fuentes, Antonio: «Zapatero qué es y qué pretende». El librepensador. www.ellibrepensador.com: ellibrepensador.com, 2009-10-27.;García Fuentes, Antonio;El librepensador;2009;Fecha de escritura;No ficción;Escrito;NA;Política, economía y justicia;España;NA;Blog;NA;"Ahora lo que trata es de ""ser coronado"" como ""presidente europeo"" y lucir su ego por todos los foros del mundo como tal y que le rindan pleitesía (aunque muchos van reírse de él y a sus espaldas) y así, ganar tiempo y fama, para seguir optando a la presidencia españolas... ""por los siglos de los siglos"". No sabe o quiere saber, que tan pronto deje el sillón español, pasará al lugar en que siempre estuvo... o sea, a ser";si;si;si;infinitivo;animado;;
262;García Montero, Luis: «El mundo de Felipe». El País.com. Madrid: elpais.com, 2007-01-07.;García Montero, Luis;El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;es una literatura en el mejor sentido de la expresión. Ha conseguido fundar un mundo e impone sus reglas en el pacto literario. al abrir un libro de Felipe Benítez Reyes, el lector sabe que está entrando en una literatura personal que forma parte de la literatura. Y por eso el autor tiene razón cuando duda, se ríe, ironiza, busca metáforas, se equivoca y sale del peor de los atolladeros.;si;si;no;imperfectivo;animado;;
263;García Montero, Luis: Mañana no será lo que Dios quiera. Madrid: Alfaguara, 2009.;García Montero, Luis;Mañana no será lo que Dios quiera;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Ángel y su amigo Pepu, el hijo del ferroviario, se rieron mucho con el dichoso nombre, se burlaron de Homerito, y preguntaron a Maruja por la historia de ese extraño santo. Ella les contó otra historia, la de un pobre gaitero de Gijón que se vio obligado a tocar en una fiesta el mismo día de la muerte de su madre. Tocó muy dolorido, obligado;si;si;con;perfectivo;animado;;
265;García Simón, Agustín: «Hontanalta. Floren». Cuando leas esta carta, yo habré muerto. Madrid: Ediciones Siruela, 2009.;García Simón, Agustín;Cuando leas esta carta, yo habré muerto;2009;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;- ¡Halaaa...! -decían las niñas que me miraban. Y se llevaban las manos a la boca, tapándosela, con los ojos abiertos como platos. Y se daban codazos. Los chicos se reían.;si;si;no;imperfectivo;animado;;
266;García Simón, Agustín: «Hontanalta. Paris». Cuando leas esta carta, yo habré muerto. Madrid: Ediciones Siruela, 2009.;García Simón, Agustín;Cuando leas esta carta, yo habré muerto;2009;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;", y un súbito arrebato de pánico me impelió hasta la repisa en un par de brazadas. Pensaba en las salamandras y de pronto advertí el dolor de un incipiente calambre en la pantorrilla derecha. Me senté como pude entre la repisa y los tubos y estiré la pierna forzando los músculos para evitarlo. Arriba se reían y, al mirar desconcertado, advertí que a la boca del pozo se asomaban dos paisanos más, sin duda atraídos por el suceso en trance: ""No puede haber más de metro y medio de agua"", decían. Y yo pensé que si hacía pie en aquel fondo, no saldría vivo,";si;si;no;imperfectivo;animado;;
267;"García-Albi, Inés; Isamat, Marcos: ¿Por qué mi hijo se parece a su abuela?. Barcelona: Random House Mondadori, 2010.";"García-Albi, Inés; Isamat, Marcos";¿Por qué mi hijo se parece a su abuela?;2010;Primera edición;No ficción;Escrito;Libro;Ciencias y tecnología;España;NA;NA;NA;había pasado por la cabeza que tener un amigo o pariente biólogo es importante. Se equivocan, créanme. Un biólogo molecular es imprescindible. Les cuento. A mí me interesaba la genética como a la mayoría de ustedes. Mi relación con ella era superficial, me limitaba a asombrarme ante los avances genéticos, me reía con mis amigos de la semejanza entre la mosca y el humano, discutía en cenas y banquetes sobre el caso de la oveja Dolly y la futura clonación humana, e incluso me atrevía con las células madre embrionarias. Mi conocimiento sobre el tema era el que me daban los titulares de la prensa.;si;si;si;imperfectivo;animado;;
268;"García-Araus, Luis; García Yagüe, Javier: Rebeldías posibles. Madrid: Caos Editorial, 2007.";"García-Araus, Luis; García Yagüe, Javier";Rebeldías posibles;2007;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;hoja hacia atrás, como hago con mi hija para retirarle el pelo de los ojos, y con la derecha coloco la horquilla. Salgo a la calle. La gente me mira. Sonríe. Una chica ríe abiertamente, se detiene. Me mira. Sólo digo que no pude resistirme. Y ella, riéndose, me da las gracias y sigue su camino.;si;no;no;imperfectivo;animado;;
269;García, Rocío: «'Chanson' de la calle». El País.com. Babelia. Madrid: elpais.com/babelia, 2009-02-07.;García, Rocío;El País.com. Babelia;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;desde un punto de vista dramático. Nunca hay una sonrisa. Sé que está muy bien interpretado porque mi mujer me lo ha dicho, que la actriz es formidable, el resto de actores también. Yo viví ocho años en casa de Edith y jamás vi una jeringuilla. Ella era divertida y en el filme jamás se ríe. Retratan a una Edith Piaf que yo no conozco.;si;si;no;imperfectivo;animado;;
270;"García, Ruth; Belloso, Laura: «""Los monstruos no bailan""». El internado. wwww.zonaelinternado.mizona.tv.com: zonaelinternado.mizona.tv.com, 2012-11-28.";"García, Ruth; Belloso, Laura";El internado;2007;Fecha de escritura;Ficción;Escrito;Libro;Guion;España;NA;Ficción;Fecha de publicación: fecha de descarga del texto fuente;En la ventana, vemos a ELSA que les observa suspicaz. Desde la ventana vemos a MARÍA dándole fuego a HÉCTOR y los dos riéndose con complicidad. Nos quedamos con la cara de malas pulgas de ELSA.;si;si;no;gerundio;animado;;
272;García, Toni: «Lo mejor de la vida son los malentendidos». El País.com. Babelia. Madrid: elpais.com/babelia, 2009-08-15.;García, Toni;El País.com. Babelia;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"David tamborilea los dedos sobre la mesa o esboza esa extraña sonrisa que resultará tan familiar a los seguidores de la serie y se antoja extremadamente difícil sacarle tres frases seguidas sobre el secreto de su éxito: ""No lo sé, cuando haces que alguien se ría, eso es comedia. No tengo una respuesta para esas preguntas teóricas sobre esto y lo de más allá. Todo empieza con una idea, una que creo que es buena y todo gira en torno a cómo puedo conectar esa idea con otras ideas y en la relación que se genera entre ellas, y en cómo esa relación";si;si;no;imperfectivo;animado;;
273;Garriga Vela, José Antonio: «El Hombre Orquesta». Sur.es. Málaga: diariosur.es, 2009-06-24.;Garriga Vela, José Antonio;Sur.es;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;", transmitir sus sentimientos, algo que no fuera la mera simulación de un instrumento musical. Afirmó que la vida para él llegó a convertirse en un crescendo orquestal angustioso. Que ya no aguantaba más. Y que por eso lo dejó todo. Ahora se sentía bien así: Arrastrando su supervivencia por el mundo, riéndose de sí mismo, parodiando su sagrada vocación de músico. ""No soy el primer violín, pero he conseguido ser el hombre orquesta más conocido del planeta. ¡No te puedes hacer ni idea del número de televisiones que me han grabado!"".";si;si;si;gerundio;animado;;
274;Garzón, Raquel: «ENTREVISTA: LITERATURA FANTÁSTICA EN ESPAÑOL Liliana Bodoc». El País.com. Babelia. Madrid: elpais.com/diario/babelia, 2006-08-19.;Garzón, Raquel;El País.com. Babelia;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;R. (Se ríe). En cierto sentido, sí, pero como decía Tolkien, aunque se comparta el argumento, lo que define una obra es el colorido, la atmósfera, los detalles individuales e inclasificables del relato. Otro autor imprescindible es Robert E. Howard con su serie Conan de Cimmeria. Lo leí mucho después que;si;si;no;imperfectivo;animado;;
275;"Gaviña, Susana: «Peter Seiffert: ""En Bayreuth ya no hay arte""». ABCD las Artes y las Letras. Madrid: abc.es/abcd, 2009-03-08.";Gaviña, Susana;ABCD las Artes y las Letras;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;Después del caso de Alagna y Gheorghiu, nosotros nunca hemos querido forzar nada. Sin embargo, en varias ocasiones algunos teatros como Zúrich o Múnich nos pidieron que cantaramos juntos y les gustó tanto que ahora quieren que lo hagamos siempre juntos, y a nosotros nos gustaría a veces cantar por separado (se ríe).;si;si;no;imperfectivo;animado;;
276;"Geli, Carles: «""A veces has de renunciar a lucirte""». El País.com. Babelia. Madrid: elpais.com/babelia, 2007-06-02.";Geli, Carles;El País.com. Babelia;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"Sí, a los personajes de Pàmies ya no les quedan puertas por llamar, pero aun así no impera la conmiseración extrema. Hay hasta una cierta armonía... ""Es la contradicción entre lo que piensas de la vida y cómo la vives. La gente ha de ayudarse, quererse y reír sabiendo que todo eso no sirve para nada. El absurdo es una garantía: saber que tú no serás nunca un buen padre, por ejemplo, es lo que te ha de hacer intentar serlo. Eso explicaría el punto de ironía y ternura de mis cuentos"". De esa materia está hecho el limón.";si;no;no;infinitivo;animado;no_reflexiva;
277;Giménez Zamora, Celso: «El hombre antes, durante y después». Bravo Iriarte, Olatz... [et al.]: Teatro Piezas breves. Alumnos RESAD. Curso 2006-2007. Madrid: Fundamentos, 2007.;Bravo Iriarte, Olatz... [et al.];Teatro Piezas breves. Alumnos RESAD. Curso 2006-2007;2007;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;20 de noviembre, el príncipe sale a la calle, a la luz del sol, por primera vez. Asume que su hermana ha muerto y que él se ha salvado, asume que no ha sido culpa suya. Y sale a la calle y los ojos se le cierran, se le ponen pequeños y se echa a reír. El sol le hace verdadera gracia. Y yo me alegro por él y pienso. Apunta. Pienso ¿le gustará al sol mi hijo?, ¿le habrá parecido bien? Y le digo al sol, sé que su hermana te hubiese gustado. Sé que te hubieses enamorado de ella, pero nunca podrás ver;si;ambiguo;no;infinitivo;animado;posiblemente_reflexiva;
278;Giménez, Fran: «Abdomen». Teatro. Piezas breves. Alumnos RESAD Curso 2005/2006. Madrid: Fundamentos, 2006.;Giménez, Fran;Teatro. Piezas breves. Alumnos RESAD Curso 2005/2006;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;Si no quieres escucharme, no lo hagas. Ellos te apuntarán con sus flechas barbudas a tu pene desinflado. Y entonces, sólo entonces, me mirarás con esos ojos de salamandra vacía y me dirás: ¡tenías razón! Pero entonces... será demasiado tarde y arderás en las llamas de la muerte. (Ríe.);si;no;no;imperfectivo;animado;;
279;Gimeno, Albert: «Bocadillo de butifarra catalana». El fondo azul by Aquafilms. Experiencias de buceo. elfondoazul.blogspot.com.es: elfondoazul.blogspot.com.es, 2007-07-04.;Gimeno, Albert;El fondo azul by Aquafilms. Experiencias de buceo;2007;Primera edición;No ficción;Escrito;NA;Actualidad, ocio y vida cotidiana;España;NA;Blog;NA;"Mi compañero de aventuras se llama Manel y llevamos buceando muchos años juntos y nos han pasado de todos los colores; pero al final no dejan de ser anécdotas para contar y reir.";si;no;no;infinitivo;impersonal;;
280;"Giovio, Eleonora: «""Tengo un animal dentro""». El País.com. Madrid: elpais.com, 2007-09-17.";Giovio, Eleonora;El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;NA;NA;NA;R. No, pero ignoraba muchas cosas. En mi cabeza sólo existía la iglesia católica, llego allí y descubro que existen también los protestantes. Recuerdo que un día bajé al vestuario y vi que había un cuadro de una señora. Pregunté como un imbécil qué quién era y claro todos se rieron de mí. Era la reina.;si;si;si;perfectivo;animado;;
281;González Martínez, Juan: El cuarteto del soneto. Una aventura inesperada. Madrid: Luarna, 2010.;González Martínez, Juan;El cuarteto del soneto. Una aventura inesperada;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;-¡Mmm...! ¡Buenos días, chicos! ¡007, reconozco que eres un compañero de sueños estupendo: he dormido la mar de bien abrazadita a ti! -Julia empezaba a reírse ya sin poder sostener más la broma, y 007 empezaba a fruncir el ceño, consciente de que Capitán ;si;si;no;infinitivo;animado;no_reflexiva;
282;González Moreno, Pedro A.: Los puentes rotos. Madrid: Calambur, 2007.;González Moreno, Pedro A.;Los puentes rotos;2007;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;IX Premio Río Manzanares de Novela;tenía, de momento, era que había girado a la derecha sin saber por qué y que estaba subiendo Embajadores, como si le guiara la misma inercia de todas las mañanas. De vez en cuando se cruzaba con algún mendigo husmeando por las papeleras o por los contenedores de basura y con grupos de jóvenes que iban o venían hablando o riendo escandalosamente por la acera. Recordó sus primeros años de estudiante, cuando salían casi a diario y se sentían dueños de la noche y todo tenía aún un aire de novedad o de sorpresa y creían que cada paso que daban era una manera de conquistar el mundo. En los últimos tiempos eran más bien escasas sus salidas;si;no;no;gerundio;animado;;
